Date,Obs,Pred,Low,High,Dif,CumDif,CumDifLow,CumDifHig
2020-12-01,101.45867165795497,116.99566006488303,104.93438411003882,129.05693601972723,-15.53698840692806,-15.53698840692806,-27.598264361772266,-6.275164226210487
2021-01-01,114.00227746456044,113.40050331570578,101.33922736086157,125.46177927054998,0.6017741488546591,-14.935214258073401,-29.723898836642018,0.9631933811934303
2021-02-01,105.66568348198108,99.94785317797472,87.88657722313052,112.00912913281893,5.717830304006355,-9.217383954067046,-26.92790484887581,9.61728714790916
2021-03-01,111.73100727735616,104.92654222096779,92.86526626612358,116.987818175812,6.804465056388366,-2.4129188976786793,-23.50254272384055,19.185113090561085
2021-04-01,105.5366340395263,97.26711581166008,85.20583985681587,109.32839176650428,8.269518227866229,5.856599330187549,-18.730524002258495,31.516639067902286
2021-05-01,112.1955852701934,111.29634646916904,99.23507051432483,123.35762242401324,0.8992388010243673,6.755838131211917,-21.280928729812548,33.494388935094996
2021-06-01,110.82766118017264,108.64083996670689,96.57956401186269,120.7021159215511,2.1868212134657483,8.942659344677665,-19.663139854962314,36.32402017466691
2021-07-01,119.0352057202972,115.21915774403821,103.15788178919401,127.28043369888242,3.816047976258986,12.75870732093665,-17.55994681779921,44.287295711625845
2021-08-01,119.55140349011636,115.29560575591466,103.23432980107046,127.35688171075887,4.255797734201693,17.014505055138343,-16.83047419096934,51.33456051186886
2021-09-01,121.28066601901054,117.88267961269061,105.8214036578464,129.94395556753483,3.39798640631993,20.412491461458274,-14.083942378865707,56.69280872300368
2021-10-01,130.72708520670108,118.71938833632657,106.65811238148237,130.78066429117078,12.007696870374502,32.420188331832776,-4.014132855693598,70.3605596873732
2021-11-01,128.84296334686115,118.0377230894113,105.9764471345671,130.0989990442555,10.805240257449853,43.22542858928263,4.793751907202582,84.37978913598464
2021-12-01,128.58486446195158,120.98896932853432,108.92769337369012,133.05024528337853,7.595895133417258,50.82132372269989,11.764339232724893,91.6749646083139
2022-01-01,135.21800580412773,118.50075102732796,106.43947507248376,130.56202698217217,16.717254776799763,67.53857849949965,27.401815971834687,108.82457669628859
2022-02-01,121.7194341233568,107.76427438134412,95.70299842649992,119.82555033618833,13.955159742012682,81.49373824151233,39.20824406841669,122.26787676983632
2022-03-01,135.63096401998305,119.40697431253471,107.34569835769051,131.46825026737892,16.22398970744834,97.71772794896067,56.09112194112106,142.51798911920335
2022-04-01,132.81768617446866,116.27099543329906,104.20971947845486,128.33227138814328,16.5466907411696,114.26441869013027,70.51811128145062,162.0847397190683
2022-05-01,131.57881152690268,124.03172962724028,111.97045367239608,136.0930055820845,7.547081899662402,121.81150058979267,75.81583713854563,167.92123003720087
2022-06-01,129.97859844046332,121.19203360797347,109.13075765312927,133.25330956281766,8.786564832489844,130.5980654222825,85.15083075099622,178.42681300122547
2022-07-01,126.9846513755122,122.12505272177775,110.06377676693354,134.18632867662194,4.8595986537344515,135.45766407601695,87.61792942032584,185.05190479472535
2022-08-01,137.02469799849476,123.58755312668599,111.52627717184178,135.6488290815302,13.43714487180877,148.8948089478257,99.76190890923988,197.92591493772844
2022-09-01,131.91434007728515,116.9049102670553,104.8436343122111,128.9661862218995,15.009429810229847,163.90423875805556,115.6905956456928,214.8982442400859
2022-10-01,138.00547376115117,123.21696099021396,111.15568503536976,135.27823694505815,14.788512770937203,178.69275152899274,129.46533082200153,230.2784462437254
2022-11-01,138.03128364964212,114.43741722717358,102.37614127232938,126.49869318201779,23.593866422468537,202.28661795146127,151.96342541668128,254.1766743290584
2022-12-01,158.47271533448065,114.01215572146782,101.95087976662361,126.07343167631203,44.46055961301283,246.7471775644741,193.93618063735775,300.2076781415695
2023-01-01,149.38763458566353,112.65632565154473,100.59504969670053,124.71760160638894,36.7313089341188,283.47848649859293,229.3334182282396,337.5080707015431
2023-02-01,138.93462974682564,100.78726836809122,88.72599241324701,112.84854432293542,38.147361378734416,321.6258478773274,267.0278898333996,378.5851949575917
2023-03-01,144.07079755652623,117.74953292092601,105.68825696608181,129.81080887577022,26.321264635600215,347.94711251292756,291.6705726864699,403.75143872424434
2023-04-01,138.90881985833468,108.6485695100877,96.58729355524349,120.7098454649319,30.260250348246984,378.20736286117454,320.73844456211265,437.988109596011
2023-05-01,142.36734491612302,118.78070978037002,106.71943382552581,130.84198573521422,23.586635135753,401.79399799692754,343.3954328532763,462.99404846470844
2023-06-01,138.10871331511498,112.5868597698038,100.52558381495959,124.648135724648,25.52185354531119,427.31585154223876,368.6302283818997,489.4229677492552
2023-07-01,143.606219563689,112.26004639478445,100.19877043994025,124.32132234962866,31.346173168904542,458.6620247111433,397.9826910196774,524.5329207645638
2023-08-01,146.34206774373052,112.18519250988697,100.12391655504277,124.24646846473118,34.15687523384355,492.81889994498687,433.1903648309404,558.8881993028517
2023-09-01,135.88906290489265,106.59470303772747,94.53342708288326,118.65597899257168,29.294359867165184,522.113259812152,460.46406502802904,588.9612808662837
2023-10-01,144.92252387672784,110.6258275162674,98.5645515614232,122.68710347111161,34.29669636046043,556.4099561726125,493.79219276112485,623.0480484500712
2023-11-01,147.86485116469703,107.9630425589949,95.9017666041507,120.0243185138391,39.90180860570213,596.3117647783147,533.2695000810139,664.1947299920852
2023-12-01,153.64626618667157,107.2733108974054,95.21203494256119,119.3345868522496,46.37295528926617,642.6847200675809,578.4643224062936,710.8502432539248
2024-01-01,149.20696536622685,108.20397937392285,96.14270341907864,120.26525532876705,41.002985992304005,683.6877060598849,619.9395376897054,753.8601722237771
2024-02-01,138.05709353813307,99.73081540376711,87.6695394489229,111.79209135861132,38.326278134365964,722.013984194251,655.7014556334642,791.3847863207212
2024-03-01,143.91593822558048,105.94548944802455,93.88421349318034,118.00676540286875,37.97044877755593,759.9844329718069,693.7001401033945,829.2519664062044
2024-04-01,139.37339785117192,108.63375862081705,96.57248266597284,120.69503457566125,30.739639230354868,790.7240722021618,723.4069992029447,862.2496484373918
2024-05-01,132.99835539390534,115.12849017275026,103.06721421790606,127.18976612759447,17.86986522115508,808.5939374233169,740.241978430808,881.6151528706648
2024-06-01,133.1015949478692,103.22172810132905,91.16045214648484,115.28300405617325,29.87986684654014,838.473804269857,768.8665405806038,910.1202035283629
2024-07-01,132.71444662050482,109.5332921441881,97.47201618934389,121.5945680990323,23.18115447631672,861.6549587461737,792.152731467494,934.7762426480604
2024-08-01,136.7665991135852,108.46681355847801,96.4055376036338,120.52808951332221,28.299785555107178,889.9547443012809,817.9676078519373,963.1571031582321
2024-09-01,133.97913115656175,108.38579941186482,96.32452345702062,120.44707536670903,25.593331744696926,915.5480760459778,842.5899417750412,986.7487777861784
2024-10-01,139.7605461785363,111.04735427714701,98.9860783223028,123.10863023199121,28.71319190138928,944.2612679473671,871.8383765054385,1016.2914569637278
2024-11-01,133.3855037212697,106.06753567067649,94.00625971583229,118.1288116255207,27.317968050593223,971.5792359979603,898.767096530739,1048.1048874838255
