"State","Year","Month","Deaths","Population","Rate","Period"
"District of Columbia",2018,11,15,702455,2.13536810187129,11
"Florida",2018,11,292,21299325,1.37093546391728,11
"Georgia",2018,11,66,10519475,0.627407736602825,11
"Hawaii",2018,11,4,1420491,0.281592773203069,11
"Idaho",2018,11,4,1754208,0.228023130666375,11
"Illinois",2018,11,160,12741080,1.25578051468164,11
"Indiana",2018,11,78,6691878,1.16559208042944,11
"Iowa",2018,11,10,3156145,0.316842223662094,11
"Kansas",2018,11,10,2911505,0.343464977734883,11
"Kentucky",2018,11,81,4468402,1.81272857724081,11
"Louisiana",2018,11,36,4659978,0.772535836006093,11
"Maine",2018,11,22,1338404,1.64374882322527,11
"Maryland",2018,11,156,6042718,2.58161972807601,11
"Massachusetts",2018,11,151,6902149,2.18772443191244,11
"Michigan",2018,11,144,9995915,1.44058848039424,11
"Minnesota",2018,11,30,5611179,0.534646996647229,11
"Mississippi",2018,11,14,2986530,0.468771450479319,11
"Missouri",2018,11,91,6126452,1.48536216394089,11
"Montana",2018,11,4,1062305,0.376539694343903,11
"Nebraska",2018,11,4,1929268,0.207332521972064,11
"Nevada",2018,11,24,3034392,0.790932746988524,11
"New Hampshire",2018,11,31,1356458,2.28536379305515,11
"New Jersey",2018,11,187,8908520,2.0991141064958,11
"New Mexico",2018,11,20,2095428,0.954458945857362,11
"New York",2018,11,198,19542209,1.01319149744023,11
"North Carolina",2018,11,140,10383620,1.34827738303212,11
"North Dakota",2018,11,4,760077,0.526262470775987,11
"Ohio",2018,11,247,11689442,2.11301788400165,11
"Oklahoma",2018,11,19,3943079,0.481856944788578,11
"Oregon",2018,11,23,4190713,0.548832621083811,11
"Pennsylvania",2018,11,191,12807060,1.49136491903684,11
"Rhode Island",2018,11,22,1057315,2.08074225751077,11
"South Carolina",2018,11,53,5084127,1.04246019031389,11
"Tennessee",2018,11,118,6770010,1.74298117728039,11
"Texas",2018,11,109,28701845,0.379766527204087,11
"Utah",2018,11,25,3161105,0.790862688838239,11
"Vermont",2018,11,4,626299,0.638672582903693,11
"Virginia",2018,11,89,8517685,1.04488484840658,11
"Washington",2018,11,45,7535591,0.597166167855978,11
"West Virginia",2018,11,50,1805832,2.7688068436045,11
"Wisconsin",2018,11,60,5813568,1.0320684302652,11
"Wyoming",2018,11,4,577737,0.692356556703137,11
"Alabama",2018,12,23,4887871,0.470552516627382,12
"Alaska",2018,12,4,737438,0.542418481282494,12
"Arizona",2018,12,97,7171646,1.35254863388405,12
"Arkansas",2018,12,17,3013825,0.564067256725258,12
"California",2018,12,202,39557045,0.510654928850221,12
"Colorado",2018,12,51,5695564,0.895433709462311,12
"Connecticut",2018,12,72,3572665,2.01530230234293,12
"Delaware",2018,12,19,967171,1.96449231831806,12
"District of Columbia",2018,12,16,702455,2.27772597532938,12
"Florida",2018,12,285,21299325,1.33807057265899,12
"Georgia",2018,12,67,10519475,0.63691391443014,12
"Hawaii",2018,12,4,1420491,0.281592773203069,12
"Idaho",2018,12,10,1754208,0.570057826665937,12
"Illinois",2018,12,192,12741080,1.50693661761797,12
"Indiana",2018,12,82,6691878,1.22536603327198,12
"Iowa",2018,12,4,3156145,0.126736889464838,12
"Kansas",2018,12,11,2911505,0.377811475508371,12
"Kentucky",2018,12,63,4468402,1.40990000452063,12
"Louisiana",2018,12,41,4659978,0.879832479895828,12
"Maine",2018,12,11,1338404,0.821874411612637,12
"Maryland",2018,12,169,6042718,2.79675470541568,12
"Massachusetts",2018,12,162,6902149,2.34709508589281,12
"Michigan",2018,12,151,9995915,1.51061708708007,12
"Minnesota",2018,12,35,5611179,0.623754829421767,12
"Mississippi",2018,12,12,2986530,0.401804100410845,12
"Missouri",2018,12,97,6126452,1.58329813079414,12
"Montana",2018,12,4,1062305,0.376539694343903,12
"Nebraska",2018,12,4,1929268,0.207332521972064,12
"Nevada",2018,12,39,3034392,1.28526571385635,12
"New Hampshire",2018,12,35,1356458,2.58024944377194,12
"New Jersey",2018,12,206,8908520,2.31239307988308,12
"New Mexico",2018,12,32,2095428,1.52713431337178,12
"New York",2018,12,219,19542209,1.1206512017142,12
"North Carolina",2018,12,120,10383620,1.15566632831325,12
"North Dakota",2018,12,4,760077,0.526262470775987,12
"Ohio",2018,12,269,11689442,2.30122190605848,12
"Oklahoma",2018,12,26,3943079,0.659383187605422,12
"Oregon",2018,12,26,4190713,0.620419484703438,12
"Pennsylvania",2018,12,202,12807060,1.5772550452641,12
"Rhode Island",2018,12,22,1057315,2.08074225751077,12
"South Carolina",2018,12,78,5084127,1.53418669517894,12
"Tennessee",2018,12,105,6770010,1.55095782724102,12
"Texas",2018,12,97,28701845,0.337957368245839,12
"Utah",2018,12,23,3161105,0.727593673731179,12
"Vermont",2018,12,11,626299,1.75634960298516,12
"Virginia",2018,12,78,8517685,0.915741777255205,12
"Washington",2018,12,61,7535591,0.809491916426993,12
"West Virginia",2018,12,56,1805832,3.10106366483704,12
"Wisconsin",2018,12,87,5813568,1.49649922388454,12
"Wyoming",2018,12,4,577737,0.692356556703137,12
"Alabama",2019,1,19,4903185,0.387503224944602,13
"Alaska",2019,1,10,731545,1.36696990615752,13
"Arizona",2019,1,95,7278717,1.30517507412364,13
"Arkansas",2019,1,28,3017804,0.927826989426749,13
"California",2019,1,215,39512223,0.544135418551368,13
"Colorado",2019,1,51,5758736,0.885611009082549,13
"Connecticut",2019,1,70,3565287,1.96337630042126,13
"Delaware",2019,1,24,973764,2.46466289573244,13
"District of Columbia",2019,1,17,705749,2.40878839360736,13
"Florida",2019,1,297,21477737,1.38282725037559,13
"Georgia",2019,1,57,10617423,0.536853434209035,13
"Hawaii",2019,1,4,1415872,0.282511413461104,13
"Idaho",2019,1,4,1787065,0.223830694462708,13
"Illinois",2019,1,150,12671821,1.18372884212932,13
"Indiana",2019,1,71,6732219,1.05462998158557,13
"Iowa",2019,1,14,3155070,0.443730250041996,13
"Kansas",2019,1,11,2913314,0.377576876368287,13
"Kentucky",2019,1,77,4467673,1.72349229677284,13
"Louisiana",2019,1,32,4648794,0.688350570061827,13
"Maine",2019,1,13,1344212,0.967109354774396,13
"Maryland",2019,1,179,6045680,2.96079183813897,13
"Massachusetts",2019,1,159,6892503,2.30685427340402,13
"Michigan",2019,1,132,9986857,1.32173715914827,13
"Minnesota",2019,1,44,5639632,0.780192750165259,13
"Mississippi",2019,1,10,2976149,0.336004682561256,13
"Missouri",2019,1,109,6137428,1.77598824784584,13
"Montana",2019,1,4,1068778,0.374259200694625,13
"Nebraska",2019,1,4,1934408,0.206781609670762,13
"Nevada",2019,1,47,3080156,1.52589674029497,13
"New Hampshire",2019,1,26,1359711,1.91217104222883,13
"New Jersey",2019,1,150,8882190,1.68877270132704,13
"New Mexico",2019,1,18,2096829,0.858439100184135,13
"New York",2019,1,190,19453561,0.976684937014874,13
"North Carolina",2019,1,139,10488084,1.32531356537572,13
"North Dakota",2019,1,4,762062,0.524891675480473,13
"Ohio",2019,1,267,11689100,2.28417927813091,13
"Oklahoma",2019,1,19,3956971,0.480165257718593,13
"Oregon",2019,1,20,4217737,0.474187935378617,13
"Pennsylvania",2019,1,220,12801989,1.71848296385819,13
"Rhode Island",2019,1,22,1059361,2.07672360979874,13
"South Carolina",2019,1,76,5148714,1.47609674959611,13
"Tennessee",2019,1,118,6829174,1.72788099995695,13
"Texas",2019,1,111,28995881,0.382812993335157,13
"Utah",2019,1,36,3205958,1.1229092832782,13
"Vermont",2019,1,11,623989,1.76285158872993,13
"Virginia",2019,1,98,8535519,1.14814342279597,13
"Washington",2019,1,76,7614893,0.998044227279359,13
"West Virginia",2019,1,50,1792147,2.78994970836656,13
"Wisconsin",2019,1,51,5822434,0.875922337634055,13
"Wyoming",2019,1,4,578759,0.691133960767781,13
"Alabama",2019,2,24,4903185,0.489477757824761,14
"Alaska",2019,2,12,731545,1.64036388738902,14
"Arizona",2019,2,71,7278717,0.975446634345036,14
"Arkansas",2019,2,17,3017804,0.563323529294812,14
"California",2019,2,214,39512223,0.541604556139501,14
"Colorado",2019,2,42,5758736,0.729326713362099,14
"Connecticut",2019,2,74,3565287,2.0755692318739,14
"Delaware",2019,2,22,973764,2.25927432108807,14
"District of Columbia",2019,2,21,705749,2.97556213327968,14
"Florida",2019,2,271,21477737,1.26177166616762,14
"Georgia",2019,2,56,10617423,0.527434952907123,14
"Hawaii",2019,2,4,1415872,0.282511413461104,14
"Idaho",2019,2,12,1787065,0.671492083388125,14
"Illinois",2019,2,130,12671821,1.02589832984541,14
"Indiana",2019,2,74,6732219,1.09919181179341,14
"Iowa",2019,2,4,3155070,0.12678007144057,14
"Kansas",2019,2,14,2913314,0.480552388105093,14
"Kentucky",2019,2,72,4467673,1.61157721256681,14
"Louisiana",2019,2,32,4648794,0.688350570061827,14
"Maine",2019,2,25,1344212,1.85982568225845,14
"Maryland",2019,2,166,6045680,2.74576226330206,14
"Massachusetts",2019,2,140,6892503,2.03119244199096,14
"Michigan",2019,2,124,9986857,1.24163187677565,14
"Minnesota",2019,2,30,5639632,0.531949602385404,14
"Mississippi",2019,2,4,2976149,0.134401873024502,14
"Missouri",2019,2,78,6137428,1.27089067277042,14
"Montana",2019,2,4,1068778,0.374259200694625,14
"Nebraska",2019,2,4,1934408,0.206781609670762,14
"Nevada",2019,2,31,3080156,1.00644253083285,14
"New Hampshire",2019,2,34,1359711,2.50053136291462,14
"New Jersey",2019,2,208,8882190,2.34176481250683,14
"New Mexico",2019,2,22,2096829,1.0492033446695,14
"New York",2019,2,225,19453561,1.15660058330709,14
"North Carolina",2019,2,157,10488084,1.49693690477689,14
"North Dakota",2019,2,4,762062,0.524891675480473,14
"Ohio",2019,2,228,11689100,1.95053511390954,14
"Oklahoma",2019,2,16,3956971,0.404349690710394,14
"Oregon",2019,2,21,4217737,0.497897332147547,14
"Pennsylvania",2019,2,204,12801989,1.59350238466851,14
"Rhode Island",2019,2,16,1059361,1.51034444348999,14
"South Carolina",2019,2,62,5148714,1.20418419045999,14
"Tennessee",2019,2,103,6829174,1.50823511013191,14
"Texas",2019,2,92,28995881,0.317286444926436,14
"Utah",2019,2,30,3205958,0.935757736065164,14
"Vermont",2019,2,14,623989,2.24362929474718,14
"Virginia",2019,2,95,8535519,1.11299617515935,14
"Washington",2019,2,53,7614893,0.6960045269185,14
"West Virginia",2019,2,43,1792147,2.39935674919524,14
"Wisconsin",2019,2,55,5822434,0.944622128821039,14
"Wyoming",2019,2,4,578759,0.691133960767781,14
"Alabama",2019,3,34,4903185,0.693426823585078,15
"Alaska",2019,3,11,731545,1.50366689677327,15
"Arizona",2019,3,101,7278717,1.38760718406829,15
"Arkansas",2019,3,14,3017804,0.463913494713374,15
"California",2019,3,254,39512223,0.642839052614175,15
"Colorado",2019,3,39,5758736,0.677231948121949,15
"Connecticut",2019,3,83,3565287,2.32800332764235,15
"Delaware",2019,3,23,973764,2.36196860841025,15
"District of Columbia",2019,3,14,705749,1.98370808885312,15
"Florida",2019,3,276,21477737,1.28505158620762,15
"Georgia",2019,3,77,10617423,0.725223060247294,15
"Hawaii",2019,3,4,1415872,0.282511413461104,15
"Idaho",2019,3,14,1787065,0.783407430619479,15
"Illinois",2019,3,159,12671821,1.25475257265708,15
"Indiana",2019,3,115,6732219,1.70820349130057,15
"Iowa",2019,3,10,3155070,0.316950178601426,15
"Kansas",2019,3,14,2913314,0.480552388105093,15
"Kentucky",2019,3,91,4467673,2.03685453254972,15
"Louisiana",2019,3,30,4648794,0.645328659432963,15
"Maine",2019,3,19,1344212,1.41346751851642,15
"Maryland",2019,3,185,6045680,3.06003625729446,15
"Massachusetts",2019,3,177,6892503,2.56800758737428,15
"Michigan",2019,3,150,9986857,1.50197404448667,15
"Minnesota",2019,3,17,5639632,0.301438108018395,15
"Mississippi",2019,3,17,2976149,0.571207960354135,15
"Missouri",2019,3,86,6137428,1.4012384340802,15
"Montana",2019,3,4,1068778,0.374259200694625,15
"Nebraska",2019,3,4,1934408,0.206781609670762,15
"Nevada",2019,3,27,3080156,0.876578978467324,15
"New Hampshire",2019,3,34,1359711,2.50053136291462,15
"New Jersey",2019,3,166,8882190,1.86890845613525,15
"New Mexico",2019,3,25,2096829,1.19227652803352,15
"New York",2019,3,237,19453561,1.21828594775013,15
"North Carolina",2019,3,174,10488084,1.65902561421133,15
"North Dakota",2019,3,4,762062,0.524891675480473,15
"Ohio",2019,3,306,11689100,2.61782344235228,15
"Oklahoma",2019,3,15,3956971,0.379077835040995,15
"Oregon",2019,3,29,4217737,0.687572506298994,15
"Pennsylvania",2019,3,250,12801989,1.95282154983886,15
"Rhode Island",2019,3,22,1059361,2.07672360979874,15
"South Carolina",2019,3,68,5148714,1.32071814437547,15
"Tennessee",2019,3,130,6829174,1.90359771181698,15
"Texas",2019,3,130,28995881,0.448339541743877,15
"Utah",2019,3,32,3205958,0.998141585136175,15
"Vermont",2019,3,4,623989,0.641036941356338,15
"Virginia",2019,3,98,8535519,1.14814342279597,15
"Washington",2019,3,64,7614893,0.840458296656302,15
"West Virginia",2019,3,58,1792147,3.23634166170521,15
"Wisconsin",2019,3,95,5822434,1.63162004069089,15
"Wyoming",2019,3,4,578759,0.691133960767781,15
"Alabama",2019,4,28,4903185,0.571057384128888,16
"Alaska",2019,4,4,731545,0.546787962463006,16
"Arizona",2019,4,97,7278717,1.33265244410519,16
"Arkansas",2019,4,15,3017804,0.497050172907187,16
"California",2019,4,225,39512223,0.569444042670037,16
"Colorado",2019,4,48,5758736,0.833516243842399,16
"Connecticut",2019,4,74,3565287,2.0755692318739,16
"Delaware",2019,4,28,973764,2.87544004502118,16
"District of Columbia",2019,4,16,705749,2.26709495868928,16
"Florida",2019,4,290,21477737,1.3502353623196,16
"Georgia",2019,4,66,10617423,0.621619765926252,16
"Hawaii",2019,4,4,1415872,0.282511413461104,16
"Idaho",2019,4,4,1787065,0.223830694462708,16
"Illinois",2019,4,148,12671821,1.16794579090093,16
"Indiana",2019,4,83,6732219,1.23287730241693,16
"Iowa",2019,4,12,3155070,0.380340214321711,16
"Kansas",2019,4,14,2913314,0.480552388105093,16
"Kentucky",2019,4,90,4467673,2.01447151570851,16
"Louisiana",2019,4,35,4648794,0.752883436005123,16
"Maine",2019,4,25,1344212,1.85982568225845,16
"Maryland",2019,4,188,6045680,3.10965846687221,16
"Massachusetts",2019,4,150,6892503,2.17627761641888,16
"Michigan",2019,4,141,9986857,1.41185560181747,16
"Minnesota",2019,4,28,5639632,0.49648629555971,16
"Mississippi",2019,4,14,2976149,0.470406555585759,16
"Missouri",2019,4,64,6137428,1.04278209047829,16
"Montana",2019,4,4,1068778,0.374259200694625,16
"Nebraska",2019,4,4,1934408,0.206781609670762,16
"Nevada",2019,4,37,3080156,1.20123785938115,16
"New Hampshire",2019,4,24,1359711,1.76508096205738,16
"New Jersey",2019,4,166,8882190,1.86890845613525,16
"New Mexico",2019,4,32,2096829,1.52611395588291,16
"New York",2019,4,198,19453561,1.01780851331024,16
"North Carolina",2019,4,141,10488084,1.34438282530918,16
"North Dakota",2019,4,4,762062,0.524891675480473,16
"Ohio",2019,4,274,11689100,2.34406412811936,16
"Oklahoma",2019,4,14,3956971,0.353805979371595,16
"Oregon",2019,4,33,4217737,0.782410093374717,16
"Pennsylvania",2019,4,233,12801989,1.82002968444981,16
"Rhode Island",2019,4,20,1059361,1.88793055436249,16
"South Carolina",2019,4,61,5148714,1.18476186480741,16
"Tennessee",2019,4,117,6829174,1.71323794063528,16
"Texas",2019,4,114,28995881,0.393159290452323,16
"Utah",2019,4,29,3205958,0.904565811529658,16
"Vermont",2019,4,10,623989,1.60259235339085,16
"Virginia",2019,4,100,8535519,1.17157492122037,16
"Washington",2019,4,59,7614893,0.774797492230029,16
"West Virginia",2019,4,66,1792147,3.68273361504386,16
"Wisconsin",2019,4,71,5822434,1.21942129356898,16
"Wyoming",2019,4,4,578759,0.691133960767781,16
"Alabama",2019,5,33,4903185,0.673031917009046,17
"Alaska",2019,5,4,731545,0.546787962463006,17
"Arizona",2019,5,97,7278717,1.33265244410519,17
"Arkansas",2019,5,13,3017804,0.430776816519562,17
"California",2019,5,230,39512223,0.582098354729371,17
"Colorado",2019,5,47,5758736,0.816151322095682,17
"Connecticut",2019,5,104,3565287,2.91701621776872,17
"Delaware",2019,5,32,973764,3.28621719430991,17
"District of Columbia",2019,5,28,705749,3.96741617770624,17
"Florida",2019,5,240,21477737,1.11743616191967,17
"Georgia",2019,5,78,10617423,0.734641541549206,17
"Hawaii",2019,5,4,1415872,0.282511413461104,17
"Idaho",2019,5,4,1787065,0.223830694462708,17
"Illinois",2019,5,217,12671821,1.71246105828042,17
"Indiana",2019,5,93,6732219,1.38141673644307,17
"Iowa",2019,5,11,3155070,0.348645196461568,17
"Kansas",2019,5,13,2913314,0.446227217526157,17
"Kentucky",2019,5,78,4467673,1.74587531361404,17
"Louisiana",2019,5,46,4648794,0.989503944463876,17
"Maine",2019,5,25,1344212,1.85982568225845,17
"Maryland",2019,5,164,6045680,2.71268079025023,17
"Massachusetts",2019,5,158,6892503,2.29234575596122,17
"Michigan",2019,5,165,9986857,1.65217144893534,17
"Minnesota",2019,5,36,5639632,0.638339522862485,17
"Mississippi",2019,5,20,2976149,0.672009365122512,17
"Missouri",2019,5,80,6137428,1.30347761309786,17
"Montana",2019,5,4,1068778,0.374259200694625,17
"Nebraska",2019,5,4,1934408,0.206781609670762,17
"Nevada",2019,5,31,3080156,1.00644253083285,17
"New Hampshire",2019,5,27,1359711,1.98571608231455,17
"New Jersey",2019,5,193,8882190,2.17288754237412,17
"New Mexico",2019,5,36,2096829,1.71687820036827,17
"New York",2019,5,227,19453561,1.16688147738093,17
"North Carolina",2019,5,140,10488084,1.33484819534245,17
"North Dakota",2019,5,4,762062,0.524891675480473,17
"Ohio",2019,5,281,11689100,2.40394897810781,17
"Oklahoma",2019,5,23,3956971,0.581252680396192,17
"Oregon",2019,5,18,4217737,0.426769141840755,17
"Pennsylvania",2019,5,220,12801989,1.71848296385819,17
"Rhode Island",2019,5,26,1059361,2.45430972067123,17
"South Carolina",2019,5,62,5148714,1.20418419045999,17
"Tennessee",2019,5,123,6829174,1.80109629656529,17
"Texas",2019,5,93,28995881,0.320735210632158,17
"Utah",2019,5,28,3205958,0.873373886994153,17
"Vermont",2019,5,4,623989,0.641036941356338,17
"Virginia",2019,5,107,8535519,1.2535851657058,17
"Washington",2019,5,51,7614893,0.669740205147991,17
"West Virginia",2019,5,44,1792147,2.45515574336257,17
"Wisconsin",2019,5,80,5822434,1.37399582373969,17
"Wyoming",2019,5,4,578759,0.691133960767781,17
"Alabama",2019,6,35,4903185,0.71382173016111,18
"Alaska",2019,6,4,731545,0.546787962463006,18
"Arizona",2019,6,82,7278717,1.12657216924356,18
"Arkansas",2019,6,13,3017804,0.430776816519562,18
"California",2019,6,251,39512223,0.635246465378574,18
"Colorado",2019,6,43,5758736,0.746691635108816,18
"Connecticut",2019,6,108,3565287,3.02920914922137,18
"Delaware",2019,6,37,973764,3.79968863092084,18
"District of Columbia",2019,6,20,705749,2.8338686983616,18
"Florida",2019,6,312,21477737,1.45266701049557,18
"Georgia",2019,6,62,10617423,0.5839458407186,18
"Hawaii",2019,6,4,1415872,0.282511413461104,18
"Idaho",2019,6,15,1787065,0.839365104235157,18
"Illinois",2019,6,164,12671821,1.29421020072806,18
"Indiana",2019,6,93,6732219,1.38141673644307,18
"Iowa",2019,6,11,3155070,0.348645196461568,18
"Kansas",2019,6,14,2913314,0.480552388105093,18
"Kentucky",2019,6,75,4467673,1.67872626309043,18
"Louisiana",2019,6,32,4648794,0.688350570061827,18
"Maine",2019,6,32,1344212,2.38057687329082,18
"Maryland",2019,6,173,6045680,2.86154741898347,18
"Massachusetts",2019,6,164,6892503,2.37939686061798,18
"Michigan",2019,6,124,9986857,1.24163187677565,18
"Minnesota",2019,6,34,5639632,0.602876216036791,18
"Mississippi",2019,6,34,2976149,1.14241592070827,18
"Missouri",2019,6,67,6137428,1.09166250096946,18
"Montana",2019,6,4,1068778,0.374259200694625,18
"Nebraska",2019,6,4,1934408,0.206781609670762,18
"Nevada",2019,6,29,3080156,0.941510754650089,18
"New Hampshire",2019,6,26,1359711,1.91217104222883,18
"New Jersey",2019,6,195,8882190,2.19540451172515,18
"New Mexico",2019,6,40,2096829,1.90764244485363,18
"New York",2019,6,235,19453561,1.20800505367629,18
"North Carolina",2019,6,162,10488084,1.54461005461055,18
"North Dakota",2019,6,4,762062,0.524891675480473,18
"Ohio",2019,6,272,11689100,2.3269541709798,18
"Oklahoma",2019,6,19,3956971,0.480165257718593,18
"Oregon",2019,6,25,4217737,0.592734919223271,18
"Pennsylvania",2019,6,243,12801989,1.89814254644337,18
"Rhode Island",2019,6,17,1059361,1.60474097120812,18
"South Carolina",2019,6,62,5148714,1.20418419045999,18
"Tennessee",2019,6,136,6829174,1.99145606774699,18
"Texas",2019,6,94,28995881,0.324183976337881,18
"Utah",2019,6,34,3205958,1.06052543420719,18
"Vermont",2019,6,4,623989,0.641036941356338,18
"Virginia",2019,6,92,8535519,1.07784892752274,18
"Washington",2019,6,66,7614893,0.866722618426812,18
"West Virginia",2019,6,44,1792147,2.45515574336257,18
"Wisconsin",2019,6,62,5822434,1.06484676339826,18
"Wyoming",2019,6,4,578759,0.691133960767781,18
"Alabama",2019,7,30,4903185,0.611847197280951,19
"Alaska",2019,7,4,731545,0.546787962463006,19
"Arizona",2019,7,118,7278717,1.62116482891147,19
"Arkansas",2019,7,13,3017804,0.430776816519562,19
"California",2019,7,267,39512223,0.675740263968443,19
"Colorado",2019,7,59,5758736,1.02453038305628,19
"Connecticut",2019,7,108,3565287,3.02920914922137,19
"Delaware",2019,7,33,973764,3.3889114816321,19
"District of Columbia",2019,7,20,705749,2.8338686983616,19
"Florida",2019,7,311,21477737,1.44801102648757,19
"Georgia",2019,7,57,10617423,0.536853434209035,19
"Hawaii",2019,7,4,1415872,0.282511413461104,19
"Idaho",2019,7,4,1787065,0.223830694462708,19
"Illinois",2019,7,164,12671821,1.29421020072806,19
"Indiana",2019,7,121,6732219,1.79732715171625,19
"Iowa",2019,7,11,3155070,0.348645196461568,19
"Kansas",2019,7,10,2913314,0.343251705789352,19
"Kentucky",2019,7,80,4467673,1.79064134729646,19
"Louisiana",2019,7,33,4648794,0.709861525376259,19
"Maine",2019,7,21,1344212,1.5622535730971,19
"Maryland",2019,7,165,6045680,2.72922152677614,19
"Massachusetts",2019,7,169,6892503,2.45193944783194,19
"Michigan",2019,7,148,9986857,1.48194772389351,19
"Minnesota",2019,7,41,5639632,0.726997789926719,19
"Mississippi",2019,7,23,2976149,0.772810769890889,19
"Missouri",2019,7,84,6137428,1.36865149375276,19
"Montana",2019,7,4,1068778,0.374259200694625,19
"Nebraska",2019,7,4,1934408,0.206781609670762,19
"Nevada",2019,7,29,3080156,0.941510754650089,19
"New Hampshire",2019,7,22,1359711,1.61799088188593,19
"New Jersey",2019,7,216,8882190,2.43183268991093,19
"New Mexico",2019,7,42,2096829,2.00302456709632,19
"New York",2019,7,265,19453561,1.3622184647839,19
"North Carolina",2019,7,129,10488084,1.2299672657084,19
"North Dakota",2019,7,4,762062,0.524891675480473,19
"Ohio",2019,7,304,11689100,2.60071348521272,19
"Oklahoma",2019,7,16,3956971,0.404349690710394,19
"Oregon",2019,7,28,4217737,0.663863109530063,19
"Pennsylvania",2019,7,238,12801989,1.85908611544659,19
"Rhode Island",2019,7,24,1059361,2.26551666523499,19
"South Carolina",2019,7,66,5148714,1.28187349307031,19
"Tennessee",2019,7,134,6829174,1.96216994910365,19
"Texas",2019,7,116,28995881,0.400056821863768,19
"Utah",2019,7,37,3205958,1.1541012078137,19
"Vermont",2019,7,4,623989,0.641036941356338,19
"Virginia",2019,7,73,8535519,0.855249692490872,19
"Washington",2019,7,59,7614893,0.774797492230029,19
"West Virginia",2019,7,59,1792147,3.29214065587254,19
"Wisconsin",2019,7,78,5822434,1.3396459281462,19
"Wyoming",2019,7,4,578759,0.691133960767781,19
"Alabama",2019,8,42,4903185,0.856586076193331,20
"Alaska",2019,8,4,731545,0.546787962463006,20
"Arizona",2019,8,112,7278717,1.53873271896682,20
"Arkansas",2019,8,11,3017804,0.364503460131937,20
"California",2019,8,311,39512223,0.787098210090584,20
"Colorado",2019,8,48,5758736,0.833516243842399,20
"Connecticut",2019,8,122,3565287,3.42188440930562,20
"Delaware",2019,8,36,973764,3.69699434359865,20
"District of Columbia",2019,8,23,705749,3.25894900311584,20
"Florida",2019,8,307,21477737,1.42938709045557,20
"Georgia",2019,8,79,10617423,0.744060022851119,20
"Hawaii",2019,8,10,1415872,0.706278533652759,20
"Idaho",2019,8,4,1787065,0.223830694462708,20
"Illinois",2019,8,194,12671821,1.53095596915392,20
"Indiana",2019,8,107,6732219,1.58937194407966,20
"Iowa",2019,8,11,3155070,0.348645196461568,20
"Kansas",2019,8,13,2913314,0.446227217526157,20
"Kentucky",2019,8,66,4467673,1.47727911151958,20
"Louisiana",2019,8,55,4648794,1.18310254229376,20
"Maine",2019,8,32,1344212,2.38057687329082,20
"Maryland",2019,8,182,6045680,3.01041404771672,20
"Massachusetts",2019,8,157,6892503,2.27783723851843,20
"Michigan",2019,8,114,9986857,1.14150027380987,20
"Minnesota",2019,8,30,5639632,0.531949602385404,20
"Mississippi",2019,8,15,2976149,0.504007023841884,20
"Missouri",2019,8,110,6137428,1.79228171800956,20
"Montana",2019,8,4,1068778,0.374259200694625,20
"Nebraska",2019,8,4,1934408,0.206781609670762,20
"Nevada",2019,8,33,3080156,1.07137430701562,20
"New Hampshire",2019,8,25,1359711,1.8386260021431,20
"New Jersey",2019,8,239,8882190,2.69077783744775,20
"New Mexico",2019,8,24,2096829,1.14458546691218,20
"New York",2019,8,230,19453561,1.18230281849169,20
"North Carolina",2019,8,128,10488084,1.22043263574167,20
"North Dakota",2019,8,4,762062,0.524891675480473,20
"Ohio",2019,8,257,11689100,2.19862949243312,20
"Oklahoma",2019,8,14,3956971,0.353805979371595,20
"Oregon",2019,8,24,4217737,0.56902552245434,20
"Pennsylvania",2019,8,272,12801989,2.12466984622468,20
"Rhode Island",2019,8,20,1059361,1.88793055436249,20
"South Carolina",2019,8,82,5148714,1.5926307035116,20
"Tennessee",2019,8,111,6829174,1.62537958470527,20
"Texas",2019,8,110,28995881,0.379364227629435,20
"Utah",2019,8,25,3205958,0.779798113387636,20
"Vermont",2019,8,14,623989,2.24362929474718,20
"Virginia",2019,8,92,8535519,1.07784892752274,20
"Washington",2019,8,64,7614893,0.840458296656302,20
"West Virginia",2019,8,61,1792147,3.4037386442072,20
"Wisconsin",2019,8,88,5822434,1.51139540611366,20
"Wyoming",2019,8,4,578759,0.691133960767781,20
"Alabama",2019,9,22,4903185,0.448687944672697,21
"Alaska",2019,9,4,731545,0.546787962463006,21
"Arizona",2019,9,118,7278717,1.62116482891147,21
"Arkansas",2019,9,14,3017804,0.463913494713374,21
"California",2019,9,263,39512223,0.665616814320976,21
"Colorado",2019,9,45,5758736,0.781421478602249,21
"Connecticut",2019,9,83,3565287,2.32800332764235,21
"Delaware",2019,9,31,973764,3.18352290698773,21
"District of Columbia",2019,9,29,705749,4.10910961262432,21
"Florida",2019,9,366,21477737,1.70409014692749,21
"Georgia",2019,9,65,10617423,0.612201284624339,21
"Hawaii",2019,9,4,1415872,0.282511413461104,21
"Idaho",2019,9,10,1787065,0.559576736156771,21
"Illinois",2019,9,191,12671821,1.50728139231133,21
"Indiana",2019,9,104,6732219,1.54481011387182,21
"Iowa",2019,9,19,3155070,0.602205339342709,21
"Kansas",2019,9,14,2913314,0.480552388105093,21
"Kentucky",2019,9,69,4467673,1.54442816204319,21
"Louisiana",2019,9,44,4648794,0.946482033835012,21
"Maine",2019,9,25,1344212,1.85982568225845,21
