"State","Year","Month","Deaths","Population","Rate","Period"
"Maryland",2019,9,157,6045680,2.59689563456882,21
"Massachusetts",2019,9,149,6892503,2.16176909897609,21
"Michigan",2019,9,135,9986857,1.351776640038,21
"Minnesota",2019,9,33,5639632,0.585144562623944,21
"Mississippi",2019,9,20,2976149,0.672009365122512,21
"Missouri",2019,9,99,6137428,1.61305354620861,21
"Montana",2019,9,4,1068778,0.374259200694625,21
"Nebraska",2019,9,4,1934408,0.206781609670762,21
"Nevada",2019,9,27,3080156,0.876578978467324,21
"New Hampshire",2019,9,34,1359711,2.50053136291462,21
"New Jersey",2019,9,196,8882190,2.20666299640066,21
"New Mexico",2019,9,40,2096829,1.90764244485363,21
"New York",2019,9,230,19453561,1.18230281849169,21
"North Carolina",2019,9,144,10488084,1.37298671520937,21
"North Dakota",2019,9,4,762062,0.524891675480473,21
"Ohio",2019,9,282,11689100,2.41250395667759,21
"Oklahoma",2019,9,24,3956971,0.606524536065592,21
"Oregon",2019,9,32,4217737,0.758700696605786,21
"Pennsylvania",2019,9,244,12801989,1.90595383264272,21
"Rhode Island",2019,9,12,1059361,1.13275833261749,21
"South Carolina",2019,9,74,5148714,1.43725209829095,21
"Tennessee",2019,9,127,6829174,1.85966853385197,21
"Texas",2019,9,104,28995881,0.358671633395102,21
"Utah",2019,9,26,3205958,0.810990037923142,21
"Vermont",2019,9,4,623989,0.641036941356338,21
"Virginia",2019,9,101,8535519,1.18329067043258,21
"Washington",2019,9,69,7614893,0.906119101082576,21
"West Virginia",2019,9,45,1792147,2.5109547375299,21
"Wisconsin",2019,9,76,5822434,1.30529603255271,21
"Wyoming",2019,9,4,578759,0.691133960767781,21
"Alabama",2019,10,33,4903185,0.673031917009046,22
"Alaska",2019,10,12,731545,1.64036388738902,22
"Arizona",2019,10,119,7278717,1.63490351390224,22
"Arkansas",2019,10,14,3017804,0.463913494713374,22
"California",2019,10,270,39512223,0.683332851204044,22
"Colorado",2019,10,56,5758736,0.972435617816132,22
"Connecticut",2019,10,78,3565287,2.18776216332654,22
"Delaware",2019,10,26,973764,2.67005147037681,22
"District of Columbia",2019,10,27,705749,3.82572274278816,22
"Florida",2019,10,390,21477737,1.81583376311946,22
"Georgia",2019,10,62,10617423,0.5839458407186,22
"Hawaii",2019,10,4,1415872,0.282511413461104,22
"Idaho",2019,10,4,1787065,0.223830694462708,22
"Illinois",2019,10,182,12671821,1.43625766178357,22
"Indiana",2019,10,121,6732219,1.79732715171625,22
"Iowa",2019,10,13,3155070,0.412035232181853,22
"Kansas",2019,10,4,2913314,0.137300682315741,22
"Kentucky",2019,10,93,4467673,2.08162056623213,22
"Louisiana",2019,10,67,4648794,1.44123400606695,22
"Maine",2019,10,39,1344212,2.90132806432319,22
"Maryland",2019,10,165,6045680,2.72922152677614,22
"Massachusetts",2019,10,181,6892503,2.62604165714545,22
"Michigan",2019,10,147,9986857,1.47193456359694,22
"Minnesota",2019,10,33,5639632,0.585144562623944,22
"Mississippi",2019,10,19,2976149,0.638408896866387,22
"Missouri",2019,10,109,6137428,1.77598824784584,22
"Montana",2019,10,4,1068778,0.374259200694625,22
"Nebraska",2019,10,4,1934408,0.206781609670762,22
"Nevada",2019,10,23,3080156,0.746715426101795,22
"New Hampshire",2019,10,32,1359711,2.35344128274317,22
"New Jersey",2019,10,215,8882190,2.42057420523542,22
"New Mexico",2019,10,33,2096829,1.57380501700425,22
"New York",2019,10,260,19453561,1.3365162295993,22
"North Carolina",2019,10,138,10488084,1.31577893540898,22
"North Dakota",2019,10,4,762062,0.524891675480473,22
"Ohio",2019,10,289,11689100,2.47238880666604,22
"Oklahoma",2019,10,22,3956971,0.555980824726792,22
"Oregon",2019,10,17,4217737,0.403059745071824,22
"Pennsylvania",2019,10,265,12801989,2.06999084282919,22
"Rhode Island",2019,10,23,1059361,2.17112013751686,22
"South Carolina",2019,10,77,5148714,1.49551907524869,22
"Tennessee",2019,10,120,6829174,1.75716711860029,22
"Texas",2019,10,117,28995881,0.40350558756949,22
"Utah",2019,10,30,3205958,0.935757736065164,22
"Vermont",2019,10,4,623989,0.641036941356338,22
"Virginia",2019,10,125,8535519,1.46446865152547,22
"Washington",2019,10,66,7614893,0.866722618426812,22
"West Virginia",2019,10,56,1792147,3.12474367337054,22
"Wisconsin",2019,10,73,5822434,1.25377118916247,22
"Wyoming",2019,10,4,578759,0.691133960767781,22
"Alabama",2019,11,33,4903185,0.673031917009046,23
"Alaska",2019,11,4,731545,0.546787962463006,23
"Arizona",2019,11,109,7278717,1.49751666399449,23
"Arkansas",2019,11,4,3017804,0.13254671277525,23
"California",2019,11,303,39512223,0.766851310795649,23
"Colorado",2019,11,55,5758736,0.955070696069415,23
"Connecticut",2019,11,89,3565287,2.49629272482131,23
"Delaware",2019,11,29,973764,2.97813433234336,23
"District of Columbia",2019,11,24,705749,3.40064243803392,23
"Florida",2019,11,348,21477737,1.62028243478352,23
"Georgia",2019,11,66,10617423,0.621619765926252,23
"Hawaii",2019,11,4,1415872,0.282511413461104,23
"Idaho",2019,11,14,1787065,0.783407430619479,23
"Illinois",2019,11,199,12671821,1.5704135972249,23
"Indiana",2019,11,105,6732219,1.55966405727443,23
"Iowa",2019,11,13,3155070,0.412035232181853,23
"Kansas",2019,11,18,2913314,0.617853070420833,23
"Kentucky",2019,11,86,4467673,1.92493944834369,23
"Louisiana",2019,11,64,4648794,1.37670114012365,23
"Maine",2019,11,21,1344212,1.5622535730971,23
"Maryland",2019,11,171,6045680,2.82846594593164,23
"Massachusetts",2019,11,176,6892503,2.55349906993149,23
"Michigan",2019,11,172,9986857,1.72226357101138,23
"Minnesota",2019,11,27,5639632,0.478754642146863,23
"Mississippi",2019,11,17,2976149,0.571207960354135,23
"Missouri",2019,11,91,6137428,1.48270578489882,23
"Montana",2019,11,4,1068778,0.374259200694625,23
"Nebraska",2019,11,4,1934408,0.206781609670762,23
"Nevada",2019,11,26,3080156,0.844113090375942,23
"New Hampshire",2019,11,24,1359711,1.76508096205738,23
"New Jersey",2019,11,227,8882190,2.55567602134158,23
"New Mexico",2019,11,33,2096829,1.57380501700425,23
"New York",2019,11,243,19453561,1.24912862997165,23
"North Carolina",2019,11,135,10488084,1.28717504550879,23
"North Dakota",2019,11,4,762062,0.524891675480473,23
"Ohio",2019,11,345,11689100,2.95146760657365,23
"Oklahoma",2019,11,20,3956971,0.505437113387993,23
"Oregon",2019,11,25,4217737,0.592734919223271,23
"Pennsylvania",2019,11,270,12801989,2.10904727382597,23
"Rhode Island",2019,11,16,1059361,1.51034444348999,23
"South Carolina",2019,11,78,5148714,1.51494140090127,23
"Tennessee",2019,11,139,6829174,2.035385245712,23
"Texas",2019,11,135,28995881,0.465583370272488,23
"Utah",2019,11,38,3205958,1.18529313234921,23
"Vermont",2019,11,4,623989,0.641036941356338,23
"Virginia",2019,11,106,8535519,1.2418694164936,23
"Washington",2019,11,60,7614893,0.787929653115284,23
"West Virginia",2019,11,67,1792147,3.73853260921119,23
"Wisconsin",2019,11,84,5822434,1.44269561492668,23
"Wyoming",2019,11,4,578759,0.691133960767781,23
"Alabama",2019,12,33,4903185,0.673031917009046,24
"Alaska",2019,12,4,731545,0.546787962463006,24
"Arizona",2019,12,123,7278717,1.68985825386534,24
"Arkansas",2019,12,12,3017804,0.397640138325749,24
"California",2019,12,271,39512223,0.685863713615911,24
"Colorado",2019,12,80,5758736,1.38919373973733,24
"Connecticut",2019,12,101,3565287,2.83287151917924,24
"Delaware",2019,12,42,973764,4.31316006753176,24
"District of Columbia",2019,12,31,705749,4.39249648246048,24
"Florida",2019,12,337,21477737,1.56906661069553,24
"Georgia",2019,12,72,10617423,0.678130653737729,24
"Hawaii",2019,12,4,1415872,0.282511413461104,24
"Idaho",2019,12,11,1787065,0.615534409772448,24
"Illinois",2019,12,242,12671821,1.9097491986353,24
"Indiana",2019,12,102,6732219,1.51510222706659,24
"Iowa",2019,12,15,3155070,0.475425267902138,24
"Kansas",2019,12,11,2913314,0.377576876368287,24
"Kentucky",2019,12,106,4467673,2.3725997851678,24
"Louisiana",2019,12,56,4648794,1.2046134976082,24
"Maine",2019,12,21,1344212,1.5622535730971,24
"Maryland",2019,12,155,6045680,2.56381416151698,24
"Massachusetts",2019,12,169,6892503,2.45193944783194,24
"Michigan",2019,12,137,9986857,1.37180296063116,24
"Minnesota",2019,12,36,5639632,0.638339522862485,24
"Mississippi",2019,12,24,2976149,0.806411238147015,24
"Missouri",2019,12,105,6137428,1.71081436719095,24
"Montana",2019,12,4,1068778,0.374259200694625,24
"Nebraska",2019,12,4,1934408,0.206781609670762,24
"Nevada",2019,12,35,3080156,1.13630608319838,24
"New Hampshire",2019,12,42,1359711,3.08889168360041,24
"New Jersey",2019,12,235,8882190,2.64574389874569,24
"New Mexico",2019,12,26,2096829,1.23996758915486,24
"New York",2019,12,242,19453561,1.24398818293473,24
"North Carolina",2019,12,127,10488084,1.21089800577493,24
"North Dakota",2019,12,4,762062,0.524891675480473,24
"Ohio",2019,12,296,11689100,2.53227365665449,24
"Oklahoma",2019,12,22,3956971,0.555980824726792,24
"Oregon",2019,12,28,4217737,0.663863109530063,24
"Pennsylvania",2019,12,303,12801989,2.36681971840469,24
"Rhode Island",2019,12,17,1059361,1.60474097120812,24
"South Carolina",2019,12,76,5148714,1.47609674959611,24
"Tennessee",2019,12,137,6829174,2.00609912706866,24
"Texas",2019,12,115,28995881,0.396608056158045,24
"Utah",2019,12,34,3205958,1.06052543420719,24
"Vermont",2019,12,4,623989,0.641036941356338,24
"Virginia",2019,12,109,8535519,1.27701666413021,24
"Washington",2019,12,72,7614893,0.94551558373834,24
"West Virginia",2019,12,61,1792147,3.4037386442072,24
"Wisconsin",2019,12,81,5822434,1.39117077153644,24
"Wyoming",2019,12,4,578759,0.691133960767781,24
"Alabama",2020,1,26,4921532,0.528290784251733,25
"Alaska",2020,1,4,731158,0.547077375888659,25
"Arizona",2020,1,128,7421401,1.72474173003184,25
"Arkansas",2020,1,24,3030522,0.791942774215135,25
"California",2020,1,311,39368078,0.789980145843036,25
"Colorado",2020,1,61,5807719,1.05032629850032,25
"Connecticut",2020,1,96,3557006,2.69889901788189,25
"Delaware",2020,1,30,986809,3.04010198528793,25
"District of Columbia",2020,1,36,712816,5.05039168593298,25
"Florida",2020,1,364,21733312,1.67484826978971,25
"Georgia",2020,1,66,10710017,0.616245520431947,25
"Hawaii",2020,1,4,1407006,0.284291609275298,25
"Idaho",2020,1,4,1826913,0.218948576095304,25
"Illinois",2020,1,205,12587530,1.62859591993028,25
"Indiana",2020,1,126,6754953,1.8652979524802,25
"Iowa",2020,1,11,3163561,0.347709432503435,25
"Kansas",2020,1,26,2913805,0.892304049172817,25
"Kentucky",2020,1,90,4477251,2.01016203916198,25
"Louisiana",2020,1,63,4645318,1.35620424694284,25
"Maine",2020,1,31,1350141,2.29605648595221,25
"Maryland",2020,1,164,6055802,2.70814666661823,25
"Massachusetts",2020,1,146,6893574,2.11791445192291,25
"Michigan",2020,1,126,9966555,1.26422821125253,25
"Minnesota",2020,1,30,5657342,0.530284363222163,25
"Mississippi",2020,1,18,2966786,0.606717168006051,25
"Missouri",2020,1,105,6151548,1.70688743711339,25
"Montana",2020,1,4,1080577,0.370172602230105,25
"Nebraska",2020,1,4,1937552,0.206446072157031,25
"Nevada",2020,1,39,3138259,1.24272725737423,25
"New Hampshire",2020,1,28,1366275,2.04936780662751,25
"New Jersey",2020,1,208,8882371,2.34171709333015,25
"New Mexico",2020,1,32,2106319,1.51923806412989,25
"New York",2020,1,279,19336776,1.44284652208827,25
"North Carolina",2020,1,169,10600823,1.59421584531692,25
"North Dakota",2020,1,4,765309,0.522664701447389,25
"Ohio",2020,1,286,11693217,2.44586241750239,25
"Oklahoma",2020,1,12,3980783,0.301448232671814,25
"Oregon",2020,1,36,4241507,0.848754935451008,25
"Pennsylvania",2020,1,280,12783254,2.19036561426379,25
"Rhode Island",2020,1,25,1057125,2.36490481258129,25
"South Carolina",2020,1,86,5218040,1.64812841603361,25
"Tennessee",2020,1,149,6886834,2.1635485914137,25
"Texas",2020,1,135,29360759,0.45979737785389,25
"Utah",2020,1,38,3249879,1.16927430221248,25
"Vermont",2020,1,10,623347,1.60424290162622,25
"Virginia",2020,1,122,8590563,1.42016303238798,25
"Washington",2020,1,75,7693612,0.974834707027076,25
"West Virginia",2020,1,67,1784787,3.75394935081889,25
"Wisconsin",2020,1,81,5832655,1.38873291837079,25
"Wyoming",2020,1,4,582328,0.686898105535025,25
"Alabama",2020,2,35,4921532,0.711160671108102,26
"Alaska",2020,2,4,731158,0.547077375888659,26
"Arizona",2020,2,110,7421401,1.48219992424611,26
"Arkansas",2020,2,13,3030522,0.428969002699865,26
"California",2020,2,338,39368078,0.85856363117346,26
"Colorado",2020,2,65,5807719,1.11920015413969,26
"Connecticut",2020,2,88,3557006,2.47399076639174,26
"Delaware",2020,2,41,986809,4.15480604656018,26
"District of Columbia",2020,2,25,712816,3.50721644856457,26
"Florida",2020,2,354,21733312,1.6288359546856,26
"Georgia",2020,2,80,10710017,0.746964267190239,26
"Hawaii",2020,2,4,1407006,0.284291609275298,26
"Idaho",2020,2,10,1826913,0.54737144023826,26
"Illinois",2020,2,224,12587530,1.77953895641162,26
"Indiana",2020,2,108,6754953,1.5988268164116,26
"Iowa",2020,2,21,3163561,0.663808916597467,26
"Kansas",2020,2,16,2913805,0.549110184106349,26
"Kentucky",2020,2,103,4477251,2.30051877815204,26
"Louisiana",2020,2,53,4645318,1.14093373155508,26
"Maine",2020,2,35,1350141,2.5923218389783,26
"Maryland",2020,2,181,6055802,2.98886918693841,26
"Massachusetts",2020,2,171,6893574,2.48057103615628,26
"Michigan",2020,2,146,9966555,1.46489935589579,26
"Minnesota",2020,2,25,5657342,0.441903636018469,26
"Mississippi",2020,2,22,2966786,0.741543205340729,26
"Missouri",2020,2,102,6151548,1.65811922462444,26
"Montana",2020,2,4,1080577,0.370172602230105,26
"Nebraska",2020,2,4,1937552,0.206446072157031,26
"Nevada",2020,2,35,3138259,1.1152680514897,26
"New Hampshire",2020,2,32,1366275,2.34213463614572,26
"New Jersey",2020,2,202,8882371,2.27416756179178,26
"New Mexico",2020,2,32,2106319,1.51923806412989,26
"New York",2020,2,307,19336776,1.58764832358817,26
"North Carolina",2020,2,172,10600823,1.62251553487875,26
"North Dakota",2020,2,4,765309,0.522664701447389,26
"Ohio",2020,2,286,11693217,2.44586241750239,26
"Oklahoma",2020,2,14,3980783,0.351689604783782,26
"Oregon",2020,2,26,4241507,0.612989675603506,26
"Pennsylvania",2020,2,262,12783254,2.04955639620397,26
"Rhode Island",2020,2,25,1057125,2.36490481258129,26
"South Carolina",2020,2,81,5218040,1.55230699649677,26
"Tennessee",2020,2,133,6886834,1.93122122589277,26
"Texas",2020,2,125,29360759,0.425738312827676,26
"Utah",2020,2,31,3249879,0.953881667594394,26
"Vermont",2020,2,4,623347,0.641697160650488,26
"Virginia",2020,2,103,8590563,1.19899010111444,26
"Washington",2020,2,53,7693612,0.688883192965801,26
"West Virginia",2020,2,54,1784787,3.02557111857045,26
"Wisconsin",2020,2,99,5832655,1.6973402335643,26
"Wyoming",2020,2,4,582328,0.686898105535025,26
"Alabama",2020,3,54,4921532,1.09721932113821,27
"Alaska",2020,3,4,731158,0.547077375888659,27
"Arizona",2020,3,150,7421401,2.02118171488106,27
"Arkansas",2020,3,22,3030522,0.725947543030541,27
"California",2020,3,390,39368078,0.990650343661684,27
"Colorado",2020,3,73,5807719,1.25694786541842,27
"Connecticut",2020,3,99,3557006,2.7832396121907,27
"Delaware",2020,3,30,986809,3.04010198528793,27
"District of Columbia",2020,3,21,712816,2.94606181679424,27
"Florida",2020,3,457,21733312,2.10276280025796,27
"Georgia",2020,3,95,10710017,0.887020067288409,27
"Hawaii",2020,3,4,1407006,0.284291609275298,27
"Idaho",2020,3,13,1826913,0.711582872309738,27
"Illinois",2020,3,225,12587530,1.78748332675275,27
"Indiana",2020,3,123,6754953,1.82088609646877,27
"Iowa",2020,3,13,3163561,0.410929329322242,27
"Kansas",2020,3,17,2913805,0.583429570612996,27
"Kentucky",2020,3,121,4477251,2.70255118598444,27
"Louisiana",2020,3,60,4645318,1.29162309232651,27
"Maine",2020,3,33,1350141,2.44418916246525,27
"Maryland",2020,3,211,6055802,3.48426186985638,27
"Massachusetts",2020,3,166,6893574,2.40803971930961,27
"Michigan",2020,3,154,9966555,1.5451678137531,27
"Minnesota",2020,3,48,5657342,0.848454981155461,27
"Mississippi",2020,3,24,2966786,0.808956224008068,27
"Missouri",2020,3,117,6151548,1.90196028706921,27
"Montana",2020,3,4,1080577,0.370172602230105,27
"Nebraska",2020,3,11,1937552,0.567726698431836,27
"Nevada",2020,3,32,3138259,1.01967364707629,27
"New Hampshire",2020,3,32,1366275,2.34213463614572,27
"New Jersey",2020,3,201,8882371,2.26290930653538,27
"New Mexico",2020,3,36,2106319,1.70914282214612,27
"New York",2020,3,335,19336776,1.73245012508807,27
"North Carolina",2020,3,182,10600823,1.71684783341822,27
"North Dakota",2020,3,4,765309,0.522664701447389,27
"Ohio",2020,3,295,11693217,2.52283011595526,27
"Oklahoma",2020,3,29,3980783,0.728499895623549,27
"Oregon",2020,3,32,4241507,0.754448831512007,27
"Pennsylvania",2020,3,300,12783254,2.34682030099691,27
"Rhode Island",2020,3,23,1057125,2.17571242757479,27
"South Carolina",2020,3,117,5218040,2.242221217162,27
"Tennessee",2020,3,180,6886834,2.61368286211051,27
"Texas",2020,3,126,29360759,0.429144219330297,27
"Utah",2020,3,26,3249879,0.80002978572433,27
"Vermont",2020,3,4,623347,0.641697160650488,27
"Virginia",2020,3,117,8590563,1.36195962942126,27
"Washington",2020,3,95,7693612,1.23479062890096,27
"West Virginia",2020,3,64,1784787,3.58586206645387,27
"Wisconsin",2020,3,88,5832655,1.50874687427938,27
"Wyoming",2020,3,4,582328,0.686898105535025,27
"Alabama",2020,4,46,4921532,0.93466831059922,28
"Alaska",2020,4,4,731158,0.547077375888659,28
"Arizona",2020,4,136,7421401,1.83253808815883,28
"Arkansas",2020,4,15,3030522,0.49496423388446,28
"California",2020,4,413,39368078,1.04907331264686,28
"Colorado",2020,4,90,5807719,1.54966175188572,28
"Connecticut",2020,4,116,3557006,3.26116964660729,28
"Delaware",2020,4,36,986809,3.64812238234552,28
"District of Columbia",2020,4,43,712816,6.03241229153105,28
"Florida",2020,4,493,21733312,2.26840713463277,28
"Georgia",2020,4,126,10710017,1.17646872082463,28
"Hawaii",2020,4,4,1407006,0.284291609275298,28
"Idaho",2020,4,10,1826913,0.54737144023826,28
"Illinois",2020,4,275,12587530,2.18470184380891,28
"Indiana",2020,4,160,6754953,2.36863232060978,28
"Iowa",2020,4,22,3163561,0.69541886500687,28
"Kansas",2020,4,14,2913805,0.480471411093055,28
"Kentucky",2020,4,138,4477251,3.08224846004836,28
"Louisiana",2020,4,78,4645318,1.67911002002446,28
"Maine",2020,4,27,1350141,1.99979113292612,28
"Maryland",2020,4,164,6055802,2.70814666661823,28
"Massachusetts",2020,4,178,6893574,2.58211487974163,28
"Michigan",2020,4,182,9966555,1.82610741625366,28
"Minnesota",2020,4,63,5657342,1.11359716276654,28
"Mississippi",2020,4,36,2966786,1.2134343360121,28
"Missouri",2020,4,142,6151548,2.30836205781049,28
"Montana",2020,4,4,1080577,0.370172602230105,28
"Nebraska",2020,4,17,1937552,0.877395806667382,28
"Nevada",2020,4,55,3138259,1.75256408091238,28
"New Hampshire",2020,4,32,1366275,2.34213463614572,28
"New Jersey",2020,4,198,8882371,2.2291345407662,28
"New Mexico",2020,4,39,2106319,1.8515713906583,28
"New York",2020,4,351,19336776,1.81519401165944,28
"North Carolina",2020,4,230,10600823,2.16964286640764,28
"North Dakota",2020,4,4,765309,0.522664701447389,28
"Ohio",2020,4,349,11693217,2.98463630667249,28
"Oklahoma",2020,4,22,3980783,0.552655093231658,28
"Oregon",2020,4,37,4241507,0.872331461435759,28
"Pennsylvania",2020,4,356,12783254,2.78489342384967,28
"Rhode Island",2020,4,27,1057125,2.5540971975878,28
"South Carolina",2020,4,115,5218040,2.20389264934726,28
"Tennessee",2020,4,193,6886834,2.80244884659627,28
"Texas",2020,4,165,29360759,0.561974572932532,28
"Utah",2020,4,40,3249879,1.23081505496051,28
"Vermont",2020,4,16,623347,2.56678864260195,28
"Virginia",2020,4,168,8590563,1.95563433968181,28
"Washington",2020,4,103,7693612,1.33877299765052,28
"West Virginia",2020,4,85,1784787,4.76247305700904,28
"Wisconsin",2020,4,94,5832655,1.61161597934388,28
"Wyoming",2020,4,4,582328,0.686898105535025,28
"Alabama",2020,5,77,4921532,1.56455347643782,29
"Alaska",2020,5,12,731158,1.64123212766598,29
"Arizona",2020,5,176,7421401,2.37151987879377,29
"Arkansas",2020,5,26,3030522,0.85793800539973,29
"California",2020,5,474,39368078,1.20402118691189,29
"Colorado",2020,5,98,5807719,1.68740946316445,29
"Connecticut",2020,5,108,3557006,3.03626139511713,29
"Delaware",2020,5,47,986809,4.76282644361776,29
"District of Columbia",2020,5,38,712816,5.33096900181814,29
"Florida",2020,5,582,21733312,2.67791673905938,29
"Georgia",2020,5,112,10710017,1.04574997406633,29
"Hawaii",2020,5,4,1407006,0.284291609275298,29
"Idaho",2020,5,17,1826913,0.930531448405042,29
"Illinois",2020,5,339,12587530,2.6931415456408,29
"Indiana",2020,5,207,6754953,3.0644180647889,29
"Iowa",2020,5,21,3163561,0.663808916597467,29
"Kansas",2020,5,25,2913805,0.85798466266617,29
"Kentucky",2020,5,217,4477251,4.84672402775721,29
"Louisiana",2020,5,95,4645318,2.04506989618364,29
"Maine",2020,5,37,1350141,2.74045451549134,29
"Maryland",2020,5,225,6055802,3.71544512188476,29
"Massachusetts",2020,5,204,6893574,2.95927772734434,29
"Michigan",2020,5,264,9966555,2.64885910929102,29
"Minnesota",2020,5,82,5657342,1.44944392614058,29
"Mississippi",2020,5,38,2966786,1.28084735467944,29
"Missouri",2020,5,154,6151548,2.50343490776631,29
"Montana",2020,5,4,1080577,0.370172602230105,29
"Nebraska",2020,5,4,1937552,0.206446072157031,29
"Nevada",2020,5,57,3138259,1.81629368385465,29
"New Hampshire",2020,5,37,1366275,2.70809317304349,29
"New Jersey",2020,5,262,8882371,2.94966287717547,29
"New Mexico",2020,5,47,2106319,2.23138090669077,29
"New York",2020,5,417,19336776,2.15651254376634,29
"North Carolina",2020,5,312,10600823,2.94316771443123,29
"North Dakota",2020,5,4,765309,0.522664701447389,29
"Ohio",2020,5,501,11693217,4.28453521387656,29
"Oklahoma",2020,5,35,3980783,0.879224011959456,29
"Oregon",2020,5,62,4241507,1.46174461105451,29
"Pennsylvania",2020,5,336,12783254,2.62843873711654,29
"Rhode Island",2020,5,35,1057125,3.31086673761381,29
"South Carolina",2020,5,144,5218040,2.75965688266092,29
"Tennessee",2020,5,290,6886834,4.21093350006694,29
"Texas",2020,5,184,29360759,0.626686796482339,29
"Utah",2020,5,34,3249879,1.04619279671643,29
"Vermont",2020,5,11,623347,1.76466719178884,29
"Virginia",2020,5,207,8590563,2.40962088282223,29
"Washington",2020,5,108,7693612,1.40376197811899,29
"West Virginia",2020,5,151,1784787,8.4603933130396,29
"Wisconsin",2020,5,141,5832655,2.41742396901583,29
"Wyoming",2020,5,4,582328,0.686898105535025,29
"Alabama",2020,6,60,4921532,1.21913257904246,30
"Alaska",2020,6,12,731158,1.64123212766598,30
"Arizona",2020,6,195,7421401,2.62753622934538,30
"Arkansas",2020,6,29,3030522,0.956930852176622,30
"California",2020,6,463,39368078,1.17607976696246,30
"Colorado",2020,6,67,5807719,1.15363708195937,30
"Connecticut",2020,6,104,3557006,2.92380726937205,30
"Delaware",2020,6,38,986809,3.85079584803138,30
"District of Columbia",2020,6,31,712816,4.34894839622006,30
"Florida",2020,6,508,21733312,2.33742560728894,30
"Georgia",2020,6,121,10710017,1.12978345412524,30
"Hawaii",2020,6,4,1407006,0.284291609275298,30
"Idaho",2020,6,12,1826913,0.656845728285912,30
"Illinois",2020,6,240,12587530,1.9066488818696,30
"Indiana",2020,6,163,6754953,2.41304417662121,30
"Iowa",2020,6,17,3163561,0.537369122959854,30
"Kansas",2020,6,19,2913805,0.652068343626289,30
"Kentucky",2020,6,134,4477251,2.9929079249745,30
"Louisiana",2020,6,76,4645318,1.63605591694691,30
"Maine",2020,6,38,1350141,2.81452085374787,30
"Maryland",2020,6,207,6055802,3.41820951213398,30
"Massachusetts",2020,6,174,6893574,2.52408982626429,30
"Michigan",2020,6,214,9966555,2.14718124768288,30
"Minnesota",2020,6,57,5657342,1.00754029012211,30
"Mississippi",2020,6,37,2966786,1.24714084534577,30
"Missouri",2020,6,122,6151548,1.98324064121746,30
"Montana",2020,6,4,1080577,0.370172602230105,30
"Nebraska",2020,6,4,1937552,0.206446072157031,30
"Nevada",2020,6,40,3138259,1.27459205884537,30
"New Hampshire",2020,6,19,1366275,1.39064244021152,30
"New Jersey",2020,6,212,8882371,2.38675011435573,30
"New Mexico",2020,6,57,2106319,2.70614280173136,30
"New York",2020,6,339,19336776,1.75313609673091,30
"North Carolina",2020,6,227,10600823,2.1413431768458,30
"North Dakota",2020,6,4,765309,0.522664701447389,30
"Ohio",2020,6,444,11693217,3.79707312367503,30
"Oklahoma",2020,6,24,3980783,0.602896465343627,30
"Oregon",2020,6,38,4241507,0.895907987420509,30
"Pennsylvania",2020,6,332,12783254,2.59714779976992,30
"Rhode Island",2020,6,22,1057125,2.08111623507154,30
"South Carolina",2020,6,136,5218040,2.60634261140198,30
"Tennessee",2020,6,242,6886834,3.51395140350414,30
"Texas",2020,6,176,29360759,0.599439544461368,30
"Utah",2020,6,36,3249879,1.10773354946446,30
"Vermont",2020,6,4,623347,0.641697160650488,30
"Virginia",2020,6,149,8590563,1.73446140840827,30
"Washington",2020,6,96,7693612,1.24778842499466,30
"West Virginia",2020,6,112,1784787,6.27525861629427,30
"Wisconsin",2020,6,126,5832655,2.16025120635457,30
"Wyoming",2020,6,4,582328,0.686898105535025,30
"Alabama",2020,7,37,4921532,0.751798423742851,31
"Alaska",2020,7,4,731158,0.547077375888659,31
"Arizona",2020,7,208,7421401,2.80270531130173,31
"Arkansas",2020,7,22,3030522,0.725947543030541,31
"California",2020,7,542,39368078,1.37674996478111,31
"Colorado",2020,7,81,5807719,1.39469557669715,31
"Connecticut",2020,7,121,3557006,3.40173730378864,31
"Delaware",2020,7,35,986809,3.54678564950259,31
"District of Columbia",2020,7,25,712816,3.50721644856457,31
"Florida",2020,7,496,21733312,2.282210829164,31
"Georgia",2020,7,127,10710017,1.1858057741645,31
"Hawaii",2020,7,4,1407006,0.284291609275298,31
"Idaho",2020,7,19,1826913,1.04000573645269,31
"Illinois",2020,7,236,12587530,1.8748714005051,31
"Indiana",2020,7,159,6754953,2.35382836860597,31
"Iowa",2020,7,12,3163561,0.379319380912838,31
"Kansas",2020,7,23,2913805,0.789345889652877,31
"Kentucky",2020,7,154,4477251,3.43961060034383,31
"Louisiana",2020,7,85,4645318,1.82979938079589,31
"Maine",2020,7,33,1350141,2.44418916246525,31
"Maryland",2020,7,198,6055802,3.26959170725859,31
"Massachusetts",2020,7,182,6893574,2.64013993321897,31
"Michigan",2020,7,165,9966555,1.65553694330689,31
"Minnesota",2020,7,47,5657342,0.830778835714723,31
"Mississippi",2020,7,29,2966786,0.977488770676415,31
"Missouri",2020,7,115,6151548,1.8694481454099,31
"Montana",2020,7,10,1080577,0.925431505575262,31
"Nebraska",2020,7,4,1937552,0.206446072157031,31
"Nevada",2020,7,54,3138259,1.72069927944124,31
"New Hampshire",2020,7,34,1366275,2.48851805090483,31
"New Jersey",2020,7,195,8882371,2.19535977499701,31
"New Mexico",2020,7,41,2106319,1.94652376966642,31
