ID,WEEK,OBSDATE,OVERCROWDING,crowd3groups,crowd2groups,start.time,DAYFREE,stop.time,EVENT,VIOEVENT,REGION,RETURNS,OFFSCAT2_1,OFFSCAT2_2,OFFSCAT2_4,OFFSCAT2_5,PALWEEK,SEX_FLAG,STRIKE,AVCLOCK,CVCLOCK,PRIORSER,PRIORVIO,AGERLSE_G_1,AGERLSE_G_3,REGION_1,REGION_2,REGION_4,BLACK,LEVELTYPE_1,LEVELTYPE_2,LEVELTYPE_3,LEVELTYPE_4,LEVELTYPE_5,AGEFIRST,MALE,MH_FLAG,CONC_DIS_STD,RES_STAB_STD,PUB_ASSI_STD,PUNITIVE_STD,ADJRATE1_STD,SAMHSA_C_STD,MALEPA,BLACKPA
6180,72,2004-05-09,184.7,low,low,0,303,303,1,5,2,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,32,1,0,-0.6547117233,0.0971249267,0.4410383999,-1.0230289698,-1.7025355101,-1.0769015551,1,0
6180,104,2004-12-26,190.5,medium,high,303,148,451,0,0,2,2,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,32,1,0,-0.6547117233,0.0971249267,0.4410383999,-1.0230289698,-1.7025355101,-1.0769015551,1,0
6181,55,2004-01-11,197.5,medium,high,0,89,89,1,3,3,15,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,20,1,0,-0.9016753435,-0.290471971,1.0243285894,-0.8042349219,1.2893944979,1.2395868301,1,0
6181,57,2004-01-25,197.5,medium,high,89,103,192,1,2,3,15,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,20,1,0,-0.9016753435,-0.290471971,1.0243285894,-0.8042349219,1.2893944979,1.2395868301,1,0
6181,104,2004-12-26,197.5,medium,high,192,439,631,0,0,3,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,20,1,0,-0.9016753435,-0.290471971,1.0243285894,-0.8042349219,1.2893944979,1.2395868301,1,1
6182,104,2004-12-26,206.7,high,high,0,88,88,0,0,4,5,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,39,1,0,-0.6830735207,-0.9631605148,0.3040237427,0.8957823515,-0.4563067555,-0.294511497,0,0
6183,104,2004-12-26,185.3,low,low,0,1375,1375,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,30,1,0,-0.8427811265,0.1851173341,-0.3627576828,-0.7997999191,-0.5156743526,-0.1717836261,1,0
6184,104,2004-12-26,193.9,medium,high,0,1406,1406,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,24,1,0,0.0010600772,0.3640348315,0.9901861548,-0.8042349219,1.2893944979,1.3162916899,1,0
6185,18,2003-04-27,185.5,low,low,0,565,565,1,2,3,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,26,1,0,0.4621725976,0.2669350803,-4.55537847301457E-05,-0.8042349219,1.2893944979,1.1628818512,1,1
6185,22,2003-05-25,185.5,low,low,565,593,1158,1,5,3,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,26,1,0,0.4621725976,0.2669350803,-4.55537847301457E-05,-0.8042349219,1.2893944979,1.1628818512,1,1
6185,104,2004-12-26,197,medium,high,1158,498,1656,0,0,3,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,26,1,0,0.4621725976,0.2669350803,-4.55537847301457E-05,-0.8042349219,1.2893944979,1.1628818512,1,1
6186,104,2004-12-26,203.7,medium,high,0,241,241,0,0,3,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,19,1,1,-0.2113200873,0.8547667861,-0.556352973,-0.8042349219,1.2893944979,0.8714032173,1,1
6187,104,2004-12-26,185.2,low,low,0,1038,1038,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,28,1,0,0.1882113367,-0.2567043006,-0.475925982,1.2404088974,-0.3917624652,-1.2303113937,1,1
6188,73,2004-05-16,188.5,low,low,0,8,8,1,2,2,17,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,21,1,0,2.7813739777,0.7512248755,0.4578701258,-1.8153613806,-1.0048490763,0.0429901294,1,0
6188,91,2004-09-19,190.5,medium,high,8,52,60,1,3,2,19,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,21,1,0,2.7813739777,0.7512248755,0.4578701258,-1.8153613806,-1.0048490763,0.0429901294,1,1
6188,98,2004-11-07,187.6,low,low,60,37,97,1,1,2,20,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,21,1,0,2.7813739777,0.7512248755,0.4578701258,-1.8153613806,-1.0048490763,0.0429901294,1,0
6188,104,2004-12-26,188,low,low,97,17,114,0,0,2,20,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,21,1,0,2.7813739777,0.7512248755,0.4578701258,-1.8153613806,-1.0048490763,0.0429901294,1,0
6189,80,2004-07-04,203.7,medium,high,0,58,58,1,2,3,3,1,0,0,0,0,0,0,1,1,4,3,0,0,0,0,0,1,0,0,0,0,1,28,1,1,-0.0222556069,-0.8733130097,0.7758880854,0.8957823515,-0.4563067555,-1.0001966953,1,0
6189,81,2004-07-11,203.7,medium,high,58,65,123,1,3,3,4,1,0,0,0,1,0,0,1,1,4,3,0,0,0,0,0,1,0,0,0,0,1,28,1,1,1.3600153923,0.7851147056,-0.3044889867,0.8957823515,-0.4563067555,1.1935638189,1,0
6189,104,2004-12-26,203.7,medium,high,123,233,356,0,0,3,4,1,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,1,0,0,0,0,1,28,1,1,0.0045150309,-0.4273270667,0.6796577573,0.8957823515,-0.4563067555,-0.7547409534,1,0
6190,48,2003-11-23,185.6,low,low,0,22,22,1,3,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,37,1,0,-1.1911349297,-1.2486439943,2.1493623257,-0.7997999191,-0.5156743526,-0.3558754325,1,0
6190,97,2004-10-31,190.5,medium,high,22,85,107,1,2,2,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,37,1,0,-1.1517833471,0.5458400846,-0.1183251068,-0.7997999191,-0.5156743526,-0.0797377303,0,1
6190,104,2004-12-26,190.5,medium,high,107,141,248,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,37,1,0,-1.1517833471,0.5458400846,-0.1183251068,-0.7997999191,-0.5156743526,-0.0797377303,0,1
6191,104,2004-12-26,179.6,low,low,0,1013,1013,0,0,2,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,33,1,0,-0.6366572976,0.8630888462,-0.9601972699,-0.7997999191,-0.5156743526,-0.0950787142,0,0
6192,34,2003-08-17,183.6,low,low,0,22,22,1,3,2,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,28,1,0,-1.4422835112,-1.3264946938,-0.1706439853,-0.3684669435,-0.7872508764,0.0583311133,1,0
6192,62,2004-02-29,186.3,low,low,22,33,55,1,2,2,4,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,28,1,0,-0.6043429971,0.2745349705,0.8590117097,-0.8042349219,1.2893944979,1.1475409269,1,0
6192,104,2004-12-26,186.3,low,low,55,334,389,0,0,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,28,1,0,-0.6043429971,0.2745349705,0.8590117097,-0.8042349219,1.2893944979,1.1475409269,1,0
6193,104,2004-12-26,186.5,low,low,0,751,751,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,49,1,0,-0.7424039841,-1.1843047142,-0.4131975472,0.8957823515,-0.4563067555,-0.0490557663,0,0
6194,9,2003-02-23,197.7,medium,high,0,34,34,1,3,4,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,21,0,0,0.0173530355,-0.0799476728,0.4332114756,1.0415363312,-0.458248049,-0.1717836261,1,0
6194,68,2004-04-11,206.7,high,high,34,6,40,1,1,4,3,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,21,0,0,0.4301118851,0.6734557748,1.0544278622,1.0415363312,-0.458248049,-0.9388327599,1,0
6194,88,2004-08-29,206.7,high,high,40,146,186,1,2,4,3,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,21,0,0,0.4301118851,0.6734557748,1.0544278622,1.0415363312,-0.458248049,-0.9388327599,1,1
6194,90,2004-09-12,206.7,high,high,186,160,346,1,5,4,4,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,21,0,0,0.4301118851,0.6734557748,1.0544278622,1.0415363312,-0.458248049,-0.9388327599,1,1
6194,104,2004-12-26,204.6,medium,high,346,18,364,0,0,4,4,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,21,0,0,0.4301118851,0.6734557748,1.0544278622,1.0415363312,-0.458248049,-0.9388327599,1,1
6195,51,2003-12-14,192,medium,high,0,1605,1605,1,3,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,27,1,0,0.5645384192,1.0774757862,0.0791944489,1.3822122812,-0.0002015339,-1.1075835228,1,1
6195,104,2004-12-26,193.2,medium,high,1605,213,1818,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,27,1,0,0.5645384192,1.0774757862,0.0791944489,1.3822122812,-0.0002015339,-1.1075835228,0,0
6196,44,2003-10-26,183,low,low,0,466,466,1,2,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,23,1,0,1.7700471878,-0.7090528607,-0.3437542319,-0.8042349219,1.2893944979,1.2089048624,1,1
6196,104,2004-12-26,183,low,low,466,893,1359,0,0,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,23,1,0,1.7700471878,-0.7090528607,-0.3437542319,-0.8042349219,1.2893944979,1.2089048624,1,0
6197,6,2003-02-02,186.2,low,low,0,39,39,1,3,2,4,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,39,1,0,-0.8749543428,0.2213853449,0.8574982285,-0.7997999191,-0.5156743526,-0.5706492066,1,1
6197,25,2003-06-15,183.3,low,low,39,36,75,1,2,2,5,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,39,1,0,-0.1114559993,-0.4315135479,-0.2438045293,-0.3684669435,-0.7872508764,-0.0797377303,1,1
6197,31,2003-07-27,183.3,low,low,75,78,153,1,4,2,5,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,39,1,0,-0.1114559993,-0.4315135479,-0.2438045293,-0.3684669435,-0.7872508764,-0.0797377303,1,1
6197,104,2004-12-26,186.6,low,low,153,362,515,0,0,2,6,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,39,1,0,0.4532208145,-0.4071538746,0.3613726497,-0.0823689327,-0.749428153,-0.0797377303,1,0
6198,104,2004-12-26,203.2,medium,high,0,266,266,0,0,3,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,22,1,0,-0.4619168639,-0.4095324278,-1.4577515125,-0.8042349219,1.2893944979,1.5003834963,0,0
6199,87,2004-08-22,185.6,low,low,0,297,297,1,5,2,2,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,27,1,0,-0.9648952484,-1.4232281446,-0.3822690845,-0.7997999191,-0.5156743526,-0.294511497,1,0
6199,104,2004-12-26,191.1,medium,high,297,114,411,0,0,2,2,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,27,1,0,-0.9648952484,-1.4232281446,-0.3822690845,-0.7997999191,-0.5156743526,-0.294511497,1,0
6200,62,2004-02-29,191.4,medium,high,0,4,4,1,2,1,17,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,31,1,1,-0.130077213,-0.0827150345,-0.1018121839,0.292335242,-0.9706577063,-0.923491776,0,1
6200,68,2004-04-11,191.4,medium,high,4,46,50,1,4,1,18,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,31,1,1,-1.6527231932,-1.4209959507,0.2720625997,0.292335242,-0.9706577063,-1.0001966953,1,0
6200,93,2004-10-03,194.9,medium,high,50,97,147,1,1,1,19,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,31,1,1,-0.130077213,-0.0827150345,-0.1018121839,0.292335242,-0.9706577063,-0.923491776,0,1
6200,104,2004-12-26,194.9,medium,high,147,181,328,0,0,1,19,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,31,1,1,-0.130077213,-0.0827150345,-0.1018121839,0.292335242,-0.9706577063,-0.923491776,0,1
6201,5,2003-01-26,204.5,medium,high,0,180,180,1,4,4,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,21,1,0,-0.094145216,-0.683434546,-0.6399163604,1.0415363312,-0.458248049,1.2089048624,1,0
6201,33,2003-08-10,203.4,medium,high,180,63,243,1,1,4,4,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,21,1,0,-0.094145216,-0.683434546,-0.6399163604,1.0415363312,-0.458248049,1.2089048624,1,0
6201,104,2004-12-26,207.9,high,high,243,145,388,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,21,1,0,-1.1049880981,-1.394364357,0.9375494719,0.8747732043,-0.4233145416,1.3316327333,1,0
6202,35,2003-08-24,191.7,medium,high,0,7,7,1,3,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,19,1,0,0.8360458612,0.2523413002,0.2480843514,1.3822122812,-0.0002015339,-1.0922425985,1,0
6202,55,2004-01-11,191.7,medium,high,7,147,154,1,4,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,19,1,0,0.8360458612,0.2523413002,0.2480843514,1.3822122812,-0.0002015339,-1.0922425985,1,0
6202,104,2004-12-26,197.6,medium,high,154,107,261,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,19,1,0,0.8360458612,0.2523413002,0.2480843514,1.3822122812,-0.0002015339,-1.0922425985,0,0
6203,46,2003-11-09,196.2,medium,high,0,53,53,1,2,3,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,18,1,0,0.8619110584,0.8801367283,-0.6847372055,-0.8042349219,1.2893944979,1.1628818512,0,1
6203,54,2004-01-04,196.2,medium,high,53,109,162,1,4,3,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,18,1,0,0.8619110584,0.8801367283,-0.6847372055,-0.8042349219,1.2893944979,1.1628818512,0,1
6203,104,2004-12-26,196.2,medium,high,162,466,628,0,0,3,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,18,1,0,0.8619110584,0.8801367283,-0.6847372055,-0.8042349219,1.2893944979,1.1628818512,1,0
6204,26,2003-06-22,184.8,low,low,0,121,121,1,3,2,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,24,1,0,-1.414702177,-0.7568458915,-0.7263836861,-0.0823689327,-0.749428153,-0.8161048889,1,0
6204,104,2004-12-26,190.2,medium,high,121,207,328,0,0,2,4,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,24,1,0,-0.9964620471,-0.3600437343,0.3254839778,-0.0823689327,-0.749428153,-0.5706492066,0,0
6205,12,2003-03-16,189,low,low,0,8,8,1,4,1,4,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,0,1,0,0,0,0,1,39,1,0,0.7441434264,0.0151343076,1.2868666649,0.292335242,-0.9706577063,-0.923491776,1,0
6205,64,2004-03-14,193.7,medium,high,8,23,31,1,1,1,8,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,0,1,0,0,0,0,1,39,1,0,0.7441434264,0.0151343076,1.2868666649,0.292335242,-0.9706577063,-0.923491776,1,0
6205,70,2004-04-25,191.4,medium,high,31,33,64,1,3,1,10,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,0,1,0,0,0,0,1,39,1,0,0.7441434264,0.0151343076,1.2868666649,0.292335242,-0.9706577063,-0.923491776,1,0
6205,104,2004-12-26,196.7,medium,high,64,133,197,0,0,1,10,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,0,1,0,1,0,0,0,39,1,0,0.7441434264,0.0151343076,1.2868666649,0.292335242,-0.9706577063,-0.923491776,1,0
6206,5,2003-01-26,186.2,low,low,0,6,6,1,2,2,3,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,24,1,1,-1.0130956173,-0.7167885303,-0.0570794046,-0.0823689327,-0.749428153,-0.8621278405,1,0
6206,104,2004-12-26,187.7,low,low,6,293,299,0,0,2,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,24,1,1,-0.910967648,-0.7208266258,0.0344154909,-0.0823689327,-0.749428153,-0.0797377303,1,0
6207,70,2004-04-25,203.4,medium,high,0,35,35,1,1,4,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,28,1,0,-0.8338000178,-0.4508004487,0.0285000429,0.5710824728,-0.4055785835,-1.0001966953,1,0
6207,88,2004-08-29,207.9,high,high,35,10,45,1,5,4,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,28,1,0,-0.8338000178,-0.4508004487,0.0285000429,0.5710824728,-0.4055785835,-1.0001966953,1,0
6207,104,2004-12-26,207.9,high,high,45,129,174,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,28,1,0,-0.8338000178,-0.4508004487,0.0285000429,0.5710824728,-0.4055785835,-1.0001966953,1,0
6208,104,2004-12-26,194.9,medium,high,0,184,184,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,19,1,1,1.9477894306,1.151701808,0.0955701098,1.2404088974,-0.3917624652,-1.199629426,1,0
6209,5,2003-01-26,199.7,medium,high,0,328,328,1,1,4,8,1,0,0,0,0,0,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,1,22,1,0,0.3810162544,0.3418042362,-0.7563214898,0.8957823515,-0.4563067555,1.0861769915,1,1
6209,6,2003-02-02,199.7,medium,high,328,335,663,1,3,4,8,1,0,0,0,0,0,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,1,22,1,0,0.3810162544,0.3418042362,-0.7563214898,0.8957823515,-0.4563067555,1.0861769915,1,1
6209,52,2003-12-21,205,high,high,663,25,688,1,2,4,9,1,0,0,0,0,0,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,1,22,1,0,0.3810162544,0.3418042362,-0.7563214898,0.8957823515,-0.4563067555,1.0861769915,1,1
6209,104,2004-12-26,205,high,high,688,396,1084,0,0,4,9,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,22,1,0,0.3810162544,0.3418042362,-0.7563214898,0.8957823515,-0.4563067555,1.0861769915,1,0
6210,45,2003-11-02,183.3,low,low,0,191,191,1,2,2,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,34,0,1,-1.8028700352,-1.9845736027,4.2211380005,0.5909893513,-0.447514087,-0.1257606745,1,0
6210,52,2003-12-21,183.3,low,low,191,240,431,1,3,2,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,34,0,1,-1.8028700352,-1.9845736027,4.2211380005,0.5909893513,-0.447514087,-0.1257606745,1,0
6210,104,2004-12-26,183.3,low,low,431,611,1042,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,34,0,1,-1.8028700352,-1.9845736027,4.2211380005,0.5909893513,-0.447514087,-0.1257606745,1,0
6211,54,2004-01-04,191.7,medium,high,0,150,150,1,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,38,1,0,0.5560976863,0.4170668721,0.2348308712,1.2404088974,-0.3917624652,-1.199629426,1,0
6211,104,2004-12-26,193.7,medium,high,150,331,481,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,38,1,0,0.5560976863,0.4170668721,0.2348308712,1.2404088974,-0.3917624652,-1.199629426,1,0
6212,104,2004-12-26,195.8,medium,high,0,27,27,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,38,1,0,0.5855624676,0.3422662914,1.1617982388,1.3822122812,-0.0002015339,-1.1075835228,1,0
6213,104,2004-12-26,188.6,low,low,0,1499,1499,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,43,1,0,1.3455365896,-0.495833993,-0.3202444613,-0.8042349219,1.2893944979,1.1628818512,1,0
6214,104,2004-12-26,186.1,low,low,0,1704,1704,0,0,2,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,23,1,1,-1.1517833471,0.5458400846,-0.1183251068,0.292335242,-0.9706577063,-0.0797377303,1,1
6215,7,2003-02-09,188.6,low,low,0,830,830,1,3,3,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,36,1,0,-0.0835596099,-0.9770691991,0.2439296693,-0.8042349219,1.2893944979,-0.8774688244,1,0
6215,104,2004-12-26,188.6,low,low,830,1516,2346,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,36,1,0,-0.0835596099,-0.9770691991,0.2439296693,-0.8042349219,1.2893944979,-0.8774688244,1,0
6216,104,2004-12-26,198.4,medium,high,0,400,400,0,0,3,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,27,1,0,3.2764029503,0.5601159334,0.6069328189,-0.8042349219,1.2893944979,1.2089048624,1,0
6217,104,2004-12-26,184,low,low,0,1089,1089,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,27,1,0,-1.08679986,-0.2849135697,-0.0957471132,0.8747732043,-0.4233145416,1.2856097221,1,0
6218,104,2004-12-26,189,low,low,0,1686,1686,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,32,1,0,1.5793777704,-0.8258423805,-0.0652420372,1.3822122812,-0.0002015339,-1.1075835228,1,1
6219,20,2003-05-11,193.9,medium,high,0,829,829,1,4,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,38,1,0,1.5438182354,0.14415887,0.668939352,-0.8042349219,1.2893944979,1.2089048624,0,1
6219,30,2003-07-20,193.9,medium,high,829,899,1728,1,5,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,38,1,0,1.5438182354,0.14415887,0.668939352,-0.8042349219,1.2893944979,1.2089048624,0,0
6219,104,2004-12-26,191.5,medium,high,1728,357,2085,0,0,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,38,1,0,0.4694246352,0.1245611981,-0.0917388052,-0.8042349219,1.2893944979,1.2089048624,1,1
6220,104,2004-12-26,177.9,low,low,0,921,921,0,0,3,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,29,1,0,-0.106562674,-0.2583035231,0.5721887946,-0.8042349219,1.2893944979,1.3469736576,0,1
6221,9,2003-02-23,179.1,low,low,0,343,343,1,3,3,2,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,22,1,0,0.0173530355,-0.0799476728,0.4332114756,0.8957823515,-0.4563067555,-0.1717836261,1,0
6221,104,2004-12-26,179.1,low,low,343,1015,1358,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,22,1,0,0.5153868794,0.0524903759,0.1049131826,-0.8042349219,1.2893944979,1.2089048624,1,1
6222,102,2004-12-05,193.7,medium,high,0,366,366,1,3,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,34,1,0,1.5793777704,-0.8258423805,-0.0652420372,1.3822122812,-0.0002015339,-1.1075835228,1,1
6222,104,2004-12-26,193.7,medium,high,366,387,753,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,34,1,0,1.5793777704,-0.8258423805,-0.0652420372,1.3822122812,-0.0002015339,-1.1075835228,1,1
6223,104,2004-12-26,187.2,low,low,0,1761,1761,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,18,1,0,-0.8250274658,-0.0131776519,0.2975848317,-2.0076482296,-1.4751553535,0.0583311133,1,0
6224,33,2003-08-10,199.5,medium,high,0,166,166,1,5,4,6,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,28,1,1,0.3120919168,0.9193495512,-0.5968339443,1.0415363312,-0.458248049,-0.8621278405,1,1
6224,104,2004-12-26,199.5,medium,high,166,670,836,0,0,4,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,28,1,1,0.3120919168,0.9193495512,-0.5968339443,1.0415363312,-0.458248049,-0.8621278405,1,0
6225,41,2003-10-05,185.2,low,low,0,579,579,1,5,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,45,1,1,0.765340209,-0.1052598134,-0.6610274911,1.7743976116,0.2838962674,-1.0155376196,1,0
6225,102,2004-12-05,191.4,medium,high,579,264,843,1,3,1,3,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,45,1,1,0.765340209,-0.1052598134,-0.6610274911,1.7743976116,0.2838962674,-1.0155376196,1,0
6225,104,2004-12-26,191.4,medium,high,843,285,1128,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,45,1,1,0.765340209,-0.1052598134,-0.6610274911,1.7743976116,0.2838962674,-1.0155376196,1,0
6226,104,2004-12-26,187.4,low,low,0,1229,1229,0,0,3,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,18,1,0,0.2625739276,0.8225229979,-0.5316383243,-0.8042349219,1.2893944979,1.0401539803,1,0
6227,104,2004-12-26,188.9,low,low,0,910,910,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,29,0,0,-0.731382966,-1.2153465748,0.1309839785,1.3822122812,-0.0002015339,-1.0769015551,1,1
