Age,Year,Deaths,Population
17,2021,453,4333375
17,2022,424,4333375
18,1999,411,3989843
18,2000,404,4051598
18,2001,373,4102851
18,2002,357,4084316
18,2003,367,4201835
18,2004,442,4214061
18,2005,389,4225126
18,2006,356,4301050
18,2007,393,4394638
18,2008,359,4588123
18,2009,409,4534634
18,2010,447,4500855
18,2011,439,4396167
18,2012,420,4354017
18,2013,396,4285609
18,2014,442,4225590
18,2015,472,4217995
18,2016,488,4219303
18,2017,559,4241226
18,2018,554,4319722
18,2019,510,4255827
18,2020,498,4159857
18,2021,529,4292780
18,2022,516,4292780
19,1999,444,4104078
19,2000,435,4127855
19,2001,490,4132515
19,2002,446,4152627
19,2003,452,4123223
19,2004,514,4242558
19,2005,477,4256465
19,2006,478,4265654
19,2007,434,4335388
19,2008,482,4425539
19,2009,467,4611590
19,2010,477,4585234
19,2011,521,4514710
19,2012,503,4422695
19,2013,498,4376606
19,2014,479,4326394
19,2015,603,4262584
19,2016,537,4243480
19,2017,676,4256608
19,2018,621,4263601
19,2019,600,4330439
19,2020,640,4272385
19,2021,654,4272123
19,2022,564,4272123
20,1999,466,3925495
20,2000,473,4049448
20,2001,436,4156725
20,2002,461,4158896
20,2003,489,4156877
20,2004,449,4131771
20,2005,479,4241197
20,2006,472,4248095
20,2007,461,4242404
20,2008,484,4302988
20,2009,483,4383628
20,2010,523,4519129
20,2011,571,4596113
20,2012,572,4543774
20,2013,551,4445721
20,2014,532,4418887
20,2015,632,4363440
20,2016,606,4286221
20,2017,670,4276745
20,2018,623,4273822
20,2019,613,4269683
20,2020,612,4344572
20,2021,710,4346679
20,2022,641,4346679
21,1999,475,3763401
21,2000,504,3841082
21,2001,534,4133311
21,2002,508,4182678
21,2003,537,4167554
21,2004,548,4180191
21,2005,534,4150658
21,2006,558,4258790
21,2007,532,4257371
21,2008,555,4251950
21,2009,555,4307414
21,2010,565,4354294
21,2011,602,4592336
21,2012,621,4627509
21,2013,606,4568663
21,2014,643,4489746
21,2015,670,4456790
21,2016,760,4386854
21,2017,744,4318304
21,2018,775,4292514
21,2019,788,4278323
21,2020,800,4283150
21,2021,895,4347378
21,2022,763,4347378
22,1999,446,3694190
22,2000,471,3758648
22,2001,473,3919316
22,2002,518,4145736
22,2003,490,4175294
22,2004,536,4173077
22,2005,511,4176096
22,2006,517,4141532
22,2007,593,4236043
22,2008,554,4232792
22,2009,547,4217667
22,2010,642,4264642
22,2011,637,4411032
22,2012,657,4623739
22,2013,687,4655731
22,2014,705,4612322
22,2015,699,4529472
22,2016,710,4480904
22,2017,787,4420763
22,2018,802,4334743
22,2019,794,4298772
22,2020,800,4293020
22,2021,890,4278923
22,2022,815,4278923
23,1999,473,3562469
23,2000,471,3673582
23,2001,438,3798554
23,2002,498,3936927
23,2003,511,4147777
23,2004,554,4192674
23,2005,566,4183656
23,2006,529,4186427
23,2007,517,4143940
23,2008,558,4237432
23,2009,566,4230115
23,2010,598,4198571
23,2011,633,4311760
23,2012,628,4443539
23,2013,661,4652806
23,2014,676,4698584
23,2015,701,4652266
23,2016,788,4552952
23,2017,766,4515308
23,2018,803,4438724
23,2019,791,4341644
23,2020,836,4315220
23,2021,829,4271130
23,2022,795,4271130
24,1999,426,3645874
24,2000,454,3641241
24,2001,479,3749380
24,2002,512,3819528
24,2003,474,3944186
24,2004,529,4167847
24,2005,509,4208348
24,2006,558,4201291
24,2007,556,4198241
24,2008,543,4155450
24,2009,551,4245298
24,2010,613,4249363
24,2011,577,4242591
24,2012,612,4344642
24,2013,625,4472517
24,2014,697,4692635
24,2015,728,4737345
24,2016,742,4674097
24,2017,794,4587515
24,2018,804,4533776
24,2019,758,4444518
24,2020,798,4358793
24,2021,861,4279887
24,2022,850,4279887
25,1999,431,3657407
25,2000,457,3744539
25,2001,447,3659719
25,2002,480,3779169
25,2003,450,3842468
25,2004,504,3981519
25,2005,522,4206096
25,2006,568,4254643
25,2007,565,4245572
25,2008,579,4246210
25,2009,542,4204602
25,2010,595,4262350
25,2011,616,4267827
25,2012,632,4275138
25,2013,611,4372201
25,2014,640,4509594
25,2015,749,4729564
25,2016,780,4758352
25,2017,851,4708854
25,2018,802,4606281
25,2019,798,4539058
25,2020,862,4461006
25,2021,848,4309146
25,2022,767,4309146
26,1999,461,3666228
26,2000,433,3619660
26,2001,469,3768152
26,2002,442,3669915
26,2003,462,3771710
26,2004,479,3838225
26,2005,478,3966722
26,2006,520,4186325
26,2007,552,4222850
26,2008,518,4206583
26,2009,535,4197922
26,2010,596,4152305
26,2011,649,4311255
26,2012,651,4298788
26,2013,664,4300520
26,2014,716,4406472
26,2015,668,4544416
26,2016,761,4747254
26,2017,861,4794326
26,2018,847,4728714
26,2019,777,4611220
26,2020,794,4555511
26,2021,886,4387353
26,2022,814,4387353
27,1999,489,3935064
27,2000,474,3789800
27,2001,467,3668700
27,2002,480,3791713
27,2003,448,3688646
27,2004,468,3801676
27,2005,502,3870040
27,2006,512,4004498
27,2007,503,4224395
27,2008,535,4265165
27,2009,519,4250014
27,2010,572,4248869
27,2011,584,4181448
27,2012,642,4339574
27,2013,656,4322247
27,2014,656,4332545
27,2015,678,4439766
27,2016,743,4559206
27,2017,817,4784135
27,2018,866,4813980
27,2019,774,4733869
27,2020,829,4628618
27,2021,875,4481186
27,2022,825,4481186
28,1999,500,4146484
28,2000,466,3984812
28,2001,499,3766129
28,2002,517,3682001
28,2003,447,3794838
28,2004,478,3697495
28,2005,452,3805526
28,2006,482,3874154
28,2007,515,3999799
28,2008,551,4215620
28,2009,556,4250613
28,2010,626,4215249
28,2011,620,4255686
28,2012,611,4206614
28,2013,650,4360245
28,2014,661,4351851
28,2015,646,4364669
28,2016,762,4451507
28,2017,797,4595406
28,2018,790,4801711
28,2019,871,4818725
28,2020,843,4751001
28,2021,900,4554775
28,2022,790,4554775
29,1999,517,4169874
29,2000,511,4242525
29,2001,507,3956647
29,2002,504,3768542
29,2003,469,3673923
29,2004,483,3788140
29,2005,423,3686326
29,2006,478,3790391
29,2007,538,3850082
29,2008,532,3969090
29,2009,547,4175077
29,2010,611,4223076
29,2011,622,4263578
29,2012,648,4278212
29,2013,684,4224985
29,2014,612,4387476
29,2015,696,4383139
29,2016,744,4374565
29,2017,743,4487739
29,2018,821,4611070
29,2019,809,4806144
29,2020,876,4835107
29,2021,913,4660017
29,2022,865,4660017
30,1999,497,4181212
30,2000,499,4289970
30,2001,548,4218260
30,2002,506,3994164
30,2003,501,3813536
30,2004,463,3737940
30,2005,493,3866581
30,2006,485,3779051
30,2007,500,3894527
30,2008,526,3970191
30,2009,542,4104133
30,2010,532,4285668
30,2011,614,4224516
30,2012,622,4283410
30,2013,621,4294831
30,2014,652,4250780
30,2015,698,4417209
30,2016,719,4392155
30,2017,739,4410631
30,2018,849,4501282
30,2019,811,4614384
30,2020,876,4821081
30,2021,946,4730811
30,2022,874,4730811
31,1999,536,3936187
31,2000,485,4011575
31,2001,555,4302689
31,2002,577,4210913
31,2003,529,3973726
31,2004,502,3790984
31,2005,478,3705594
31,2006,482,3824265
31,2007,479,3724612
31,2008,543,3828094
31,2009,468,3890200
31,2010,556,3970218
31,2011,659,4317087
31,2012,628,4242178
31,2013,647,4297330
31,2014,684,4318706
31,2015,700,4278233
31,2016,727,4423807
31,2017,824,4425408
31,2018,789,4421549
31,2019,831,4502311
31,2020,901,4627340
31,2021,889,4745375
31,2022,903,4745375
32,1999,506,4043957
32,2000,482,3994121
32,2001,505,4082902
32,2002,469,4330977
32,2003,610,4245067
32,2004,528,4023788
32,2005,527,3848038
32,2006,432,3772538
32,2007,542,3899463
32,2008,484,3807761
32,2009,515,3921281
32,2010,545,3986847
32,2011,565,4052694
32,2012,613,4332058
32,2013,636,4254331
32,2014,641,4320072
32,2015,698,4343614
32,2016,719,4283076
32,2017,782,4453718
32,2018,800,4433749
32,2019,776,4421505
32,2020,849,4514736
32,2021,899,4612291
32,2022,995,4612291
33,1999,556,4079717
33,2000,468,4026573
33,2001,535,4014912
33,2002,541,4095531
33,2003,561,4337299
33,2004,587,4257394
33,2005,534,4035045
33,2006,486,3860165
33,2007,511,3780927
33,2008,543,3907253
33,2009,522,3813001
33,2010,575,3880150
33,2011,603,3976037
33,2012,569,4065562
33,2013,575,4342738
33,2014,635,4276113
33,2015,718,4341754
33,2016,711,4345786
33,2017,780,4310977
33,2018,757,4461246
33,2019,796,4432973
33,2020,826,4432699
33,2021,875,4531756
33,2022,943,4531756
34,1999,613,4362276
34,2000,517,4188149
34,2001,538,4033412
34,2002,530,4026721
34,2003,588,4102582
34,2004,582,4349395
34,2005,581,4268679
34,2006,540,4049149
34,2007,573,3871236
34,2008,489,3791506
34,2009,574,3916499
34,2010,527,3839216
34,2011,568,3940370
34,2012,600,3987787
34,2013,604,4075159
34,2014,677,4362895
34,2015,696,4294838
34,2016,700,4341535
34,2017,754,4371478
34,2018,699,4318192
34,2019,816,4460132
34,2020,798,4442547
34,2021,831,4482395
34,2022,881,4482395
35,1999,660,4605618
35,2000,561,4516118
35,2001,584,4161140
35,2002,540,4050190
35,2003,539,4042650
35,2004,563,4127056
35,2005,611,4377057
35,2006,617,4302604
35,2007,574,4083733
35,2008,583,3908041
35,2009,543,3829432
35,2010,566,3956434
35,2011,529,3827920
35,2012,594,3950567
35,2013,626,3996723
35,2014,641,4094039
35,2015,687,4379404
35,2016,727,4293125
35,2017,732,4364947
35,2018,832,4376401
35,2019,752,4315866
35,2020,787,4466747
35,2021,825,4492867
35,2022,866,4492867
36,1999,644,4543561
36,2000,632,4511168
36,2001,596,4457678
36,2002,569,4168398
36,2003,527,4051962
36,2004,526,4048580
36,2005,513,4130501
36,2006,603,4380502
36,2007,633,4302578
36,2008,552,4083819
36,2009,591,3905615
36,2010,557,3802087
36,2011,584,3952699
36,2012,608,3836469
36,2013,592,3957642
36,2014,653,4014413
36,2015,719,4108775
36,2016,754,4375562
36,2017,756,4313987
36,2018,813,4366923
36,2019,770,4372444
36,2020,766,4319361
36,2021,839,4490254
36,2022,870,4490254
37,1999,636,4582792
37,2000,597,4517060
37,2001,639,4534648
37,2002,639,4459389
37,2003,609,4165007
37,2004,598,4051890
37,2005,551,4044933
37,2006,619,4126573
37,2007,609,4370533
37,2008,668,4291673
37,2009,591,4071181
37,2010,645,3934445
37,2011,591,3833451
37,2012,620,3959492
37,2013,544,3842679
37,2014,680,3974190
37,2015,647,4028403
37,2016,731,4103498
37,2017,788,4394351
37,2018,763,4313086
37,2019,790,4361286
37,2020,775,4374441
37,2021,797,4397037
37,2022,862,4397037
38,1999,659,4530009
38,2000,674,4553814
38,2001,652,4529329
38,2002,683,4538848
38,2003,632,4462051
38,2004,595,4174027
38,2005,582,4060608
38,2006,617,4056686
38,2007,620,4136991
38,2008,671,4382157
38,2009,675,4304006
38,2010,624,4121880
38,2011,603,3898503
38,2012,612,3839004
38,2013,619,3964301
38,2014,579,3859181
38,2015,652,3987141
38,2016,710,4022119
38,2017,724,4120468
38,2018,810,4391406
38,2019,820,4305576
38,2020,737,4362662
38,2021,808,4463130
38,2022,749,4463130
39,1999,687,4620569
39,2000,648,4608504
39,2001,705,4553123
39,2002,710,4534393
39,2003,651,4542489
39,2004,666,4473096
39,2005,636,4185554
39,2006,659,4074868
39,2007,586,4070056
39,2008,641,4151773
39,2009,695,4397562
39,2010,692,4364796
39,2011,690,4081736
39,2012,676,3902667
39,2013,648,3842425
39,2014,636,3979827
39,2015,636,3870862
39,2016,675,3979601
39,2017,722,4038244
39,2018,734,4115771
39,2019,822,4382349
39,2020,769,4305093
39,2021,852,4456030
39,2022,811,4456030
40,1999,657,4667525
40,2000,751,4711434
40,2001,704,4606601
40,2002,732,4551912
40,2003,683,4529389
40,2004,726,4540929
40,2005,666,4470383
40,2006,616,4184594
40,2007,691,4071341
40,2008,636,4065710
40,2009,662,4145183
40,2010,721,4383274
40,2011,726,4323778
40,2012,671,4084481
40,2013,608,3904767
40,2014,611,3856888
40,2015,673,3989839
40,2016,662,3862150
40,2017,743,3994423
40,2018,708,4031314
40,2019,742,4105313
40,2020,774,4378957
40,2021,774,4391796
40,2022,849,4391796
41,1999,635,4461898
41,2000,670,4466676
41,2001,701,4700471
41,2002,780,4610846
41,2003,738,4556844
41,2004,708,4540376
41,2005,713,4553968
41,2006,658,4488189
41,2007,695,4202260
41,2008,680,4090091
41,2009,669,4085265
41,2010,677,4114985
41,2011,738,4384253
41,2012,723,4324963
41,2013,689,4084927
41,2014,720,3917413
41,2015,668,3865228
41,2016,679,3979596
41,2017,693,3875738
41,2018,711,3986156
41,2019,683,4020254
41,2020,690,4100150
41,2021,836,4372860
41,2022,856,4372860
42,1999,663,4506931
42,2000,699,4547220
42,2001,658,4514435
42,2002,715,4699196
42,2003,732,4606465
42,2004,758,4555019
42,2005,757,4537278
42,2006,706,4552280
42,2007,713,4485432
42,2008,687,4199463
42,2009,697,4085849
42,2010,674,4076104
42,2011,724,4159664
42,2012,782,4384022
42,2013,760,4323573
42,2014,699,4095929
42,2015,686,3924258
42,2016,667,3854553
42,2017,719,3990700
42,2018,703,3866067
42,2019,712,3974741
42,2020,694,4014287
42,2021,725,4193750
42,2022,776,4193750
43,1999,585,4297852
43,2000,654,4407870
43,2001,709,4523433
43,2002,735,4515522
43,2003,750,4699388
43,2004,722,4610120
43,2005,722,4559728
43,2006,719,4544742
43,2007,776,4560505
43,2008,758,4495218
43,2009,755,4209233
43,2010,658,4105105
43,2011,714,4078100
43,2012,749,4158551
43,2013,739,4380926
43,2014,748,4332491
43,2015,739,4100708
43,2016,700,3912307
43,2017,713,3863455
43,2018,751,3979609
43,2019,706,3854040
43,2020,642,3967810
43,2021,714,4099002
43,2022,780,4099002
44,1999,640,4259922
44,2000,676,4308663
44,2001,687,4470894
44,2002,748,4511955
44,2003,741,4497961
44,2004,776,4679182
44,2005,799,4585528
44,2006,777,4532763
44,2007,825,4512801
44,2008,827,4524541
44,2009,799,4454485
44,2010,757,4211496
44,2011,700,4087850
44,2012,723,4076204
44,2013,726,4154727
44,2014,748,4388762
44,2015,829,4335165
44,2016,725,4087645
44,2017,745,3919057
44,2018,696,3851155
44,2019,728,3967275
44,2020,680,3846684
44,2021,692,4047128
44,2022,747,4047128
45,1999,634,4245882
45,2000,648,4341460
45,2001,644,4301955
45,2002,727,4461379
45,2003,724,4499971
45,2004,751,4486566
45,2005,790,4666734
45,2006,749,4573546
45,2007,789,4519792
45,2008,830,4499251
45,2009,811,4509265
45,2010,814,4508868
45,2011,785,4170798
45,2012,712,4084512
45,2013,732,4070408
45,2014,782,4161450
45,2015,806,4389345
45,2016,751,4319616
45,2017,800,4091579
45,2018,714,3904041
45,2019,757,3837909
45,2020,672,3957972
45,2021,713,3908305
45,2022,734,3908305
46,1999,593,3994950
46,2000,579,4087563
46,2001,651,4331582
46,2002,711,4301101
46,2003,715,4462427
46,2004,746,4506067
46,2005,721,4496805
46,2006,796,4682144
46,2007,817,4591932
46,2008,814,4541484
46,2009,884,4523596
46,2010,878,4519761
46,2011,850,4428601
46,2012,790,4165735
46,2013,742,4076903
46,2014,778,4076237
46,2015,800,4160573
46,2016,834,4371961
46,2017,864,4320583
46,2018,801,4074459
46,2019,729,3889372
46,2020,703,3826694
46,2021,705,3951786
46,2022,730,3951786
47,1999,582,3937147
47,2000,620,4019692
47,2001,698,4152347
47,2002,719,4330110
47,2003,677,4300483
47,2004,781,4465196
47,2005,787,4511695
47,2006,802,4506142
47,2007,823,4694196
47,2008,893,4606123
47,2009,845,4557336
47,2010,859,4535265
47,2011,862,4517819
47,2012,833,4421347
47,2013,757,4156273
47,2014,763,4082150
47,2015,751,4073685
47,2016,772,4142964
47,2017,903,4370964
47,2018,832,4301318
47,2019,778,4058038
47,2020,685,3876923
47,2021,685,3875209
47,2022,751,3875209
48,1999,511,3710656
48,2000,570,3885145
48,2001,655,4018921
48,2002,667,4143330
48,2003,672,4317939
48,2004,743,4287486
48,2005,762,4449860
48,2006,770,4495342
48,2007,825,4487653
48,2008,870,4672955
48,2009,841,4582655
48,2010,908,4538796
48,2011,864,4521355
48,2012,920,4508318
48,2013,886,4409800
48,2014,827,4158996
48,2015,813,4077689
48,2016,764,4055074
48,2017,833,4140010
48,2018,884,4349714
48,2019,861,4282657
48,2020,750,4043448
48,2021,712,3927492
48,2022,703,3927492
49,1999,497,3765572
49,2000,570,3758544
49,2001,612,3894178
49,2002,649,4016368
49,2003,697,4141856
49,2004,722,4319947
49,2005,704,4292077
49,2006,776,4458112
49,2007,797,4506188
49,2008,858,4501160
49,2009,831,4689393
49,2010,913,4605901
49,2011,921,4519432
49,2012,925,4509567
49,2013,894,4494922
49,2014,964,4409209
49,2015,841,4152552
49,2016,747,4058008
49,2017,830,4050722
49,2018,789,4117603
49,2019,891,4329775
49,2020,768,4265569
49,2021,740,4118718
49,2022,746,4118718
50,1999,485,3762700
50,2000,528,3808515
50,2001,608,3796146
50,2002,642,3881009
50,2003,653,3998812
50,2004,703,4121104
50,2005,649,4295348
50,2006,734,4264904
50,2007,744,4426479
50,2008,864,4471128
50,2009,919,4462192
50,2010,909,4660295
50,2011,909,4581833
50,2012,898,4505608
50,2013,932,4494482
50,2014,899,4491431
50,2015,862,4400288
50,2016,798,4131293
50,2017,759,4051078
50,2018,789,4026474
50,2019,783,4096572
50,2020,746,4310670
50,2021,822,4366085
50,2022,784,4366085
51,1999,512,3601854
51,2000,540,3616997
51,2001,528,3796980
51,2002,614,3797199
51,2003,637,3886144
51,2004,643,4010062
51,2005,657,4138594
51,2006,753,4320192
51,2007,752,4294933
51,2008,829,4464006
51,2009,881,4514833
51,2010,902,4464631
51,2011,951,4626453
51,2012,963,4566251
51,2013,894,4489236
51,2014,971,4488666
51,2015,962,4479664
51,2016,857,4375892
51,2017,802,4121394
51,2018,791,4025069
51,2019,797,4004343
51,2020,711,4076434
51,2021,791,4297812
51,2022,854,4297812
52,1999,485,3873166
52,2000,485,3707436
52,2001,521,3654405
52,2002,527,3785188
52,2003,591,3782009
52,2004,616,3868188
52,2005,672,3989065
52,2006,748,4114856
52,2007,805,4292620
52,2008,791,4264599
52,2009,899,4429228
52,2010,903,4500846
52,2011,931,4478180
52,2012,978,4609523
52,2013,944,4547907
52,2014,907,4480175
52,2015,949,4474344
52,2016,989,4452636
52,2017,883,4363205
52,2018,893,4094079
52,2019,803,4001782
52,2020,698,3983727
52,2021,767,4136193
52,2022,850,4136193
53,1999,393,2785325
53,2000,517,3635040
53,2001,518,3631014
53,2002,508,3650409
53,2003,559,3783390
53,2004,591,3782872
53,2005,649,3871906
53,2006,686,3996095
53,2007,725,4124978
53,2008,760,4306809
53,2009,878,4281465
53,2010,879,4380354
53,2011,897,4458125
53,2012,913,4459925
53,2013,919,4589261
53,2014,925,4535748
53,2015,988,4463494
53,2016,950,4445605
53,2017,929,4437426
53,2018,893,4333375
53,2019,775,4068851
53,2020,760,3979962
53,2021,754,4046823
53,2022,813,4046823
54,1999,389,2900567
54,2000,380,2817560
54,2001,507,3808740
54,2002,544,3626101
54,2003,556,3646923
54,2004,610,3782442
54,2005,600,3783820
54,2006,612,3874826
54,2007,701,4001168
54,2008,778,4132932
54,2009,809,4317125
54,2010,834,4291999
54,2011,888,4415607
54,2012,930,4437952
54,2013,921,4438340
54,2014,958,4574789
54,2015,979,4516527
54,2016,975,4433630
54,2017,958,4427991
54,2018,959,4405567
54,2019,838,4305603
54,2020,756,4044734
54,2021,712,4060013
54,2022,797,4060013
55,1999,415,2859176
55,2000,371,2850600
55,2001,431,2851092
55,2002,499,3788111
55,2003,505,3601691
55,2004,509,3618001
55,2005,564,3748247
55,2006,628,3745012
55,2007,677,3829701
55,2008,728,3949524
55,2009,787,4074019
55,2010,822,4254709
55,2011,837,4263989
55,2012,903,4393250
55,2013,910,4415162
55,2014,902,4421625
55,2015,915,4553385
55,2016,927,4484565
55,2017,925,4413266
55,2018,971,4393983
55,2019,888,4374565
55,2020,751,4277856
55,2021,699,4119517
55,2022,763,4119517
56,1999,378,2934509
56,2000,332,2837452
56,2001,392,2846838
56,2002,450,2846712
56,2003,533,3785668
56,2004,503,3603856
56,2005,501,3625240
56,2006,552,3760899
56,2007,608,3761384
56,2008,685,3850704
56,2009,725,3975863
56,2010,837,4037513
56,2011,812,4232520
56,2012,867,4240395
56,2013,877,4369543
56,2014,953,4395471
56,2015,976,4399120
56,2016,930,4518758
56,2017,876,4461346
56,2018,954,4377130
56,2019,907,4361016
56,2020,766,4343881
56,2021,748,4280217
56,2022,758,4280217
57,1999,333,2561216
57,2000,362,2864020
57,2001,396,2805407
57,2002,412,2833628
57,2003,420,2831596
57,2004,525,3763702
57,2005,483,3582008
57,2006,532,3601973
57,2007,591,3734883
57,2008,635,3733201
57,2009,685,3819855
57,2010,743,3936386
57,2011,775,4066089
57,2012,822,4207605
57,2013,782,4215577
57,2014,823,4347179
57,2015,926,4371245
57,2016,913,4362807
57,2017,907,4493573
57,2018,978,4422810
57,2019,950,4342385
57,2020,778,4327862
57,2021,784,4383354
57,2022,820,4383354
58,1999,297,2412512
58,2000,299,2540152
58,2001,419,2900132
58,2002,392,2792832
58,2003,453,2821608
58,2004,413,2819754
58,2005,527,3748661
58,2006,540,3568659
58,2007,554,3588953
58,2008,575,3722427
58,2009,682,3721219
58,2010,692,3794928
58,2011,730,3918566
58,2012,761,4040118
58,2013,838,4181408
58,2014,792,4191757
58,2015,813,4320522
58,2016,814,4332953
58,2017,903,4335891
58,2018,957,4453038
58,2019,922,4385570
58,2020,735,4306615
58,2021,841,4384908
58,2022,890,4384908
59,1999,255,2317408
59,2000,344,2377013
59,2001,347,2565506
59,2002,433,2881784
59,2003,403,2773994
59,2004,399,2801863
59,2005,402,2799064
59,2006,540,3720317
59,2007,532,3539851
59,2008,589,3558712
59,2009,612,3689647
59,2010,666,3641269
59,2011,654,3774384
59,2012,732,3891149
59,2013,754,4012740
59,2014,836,4155417
59,2015,828,4163670
59,2016,791,4281025
59,2017,808,4303880
59,2018,892,4294024
59,2019,905,4413855
59,2020,797,4346885
59,2021,754,4399318
59,2022,807,4399318
60,1999,275,2313430
60,2000,260,2319944
60,2001,302,2380300
60,2002,331,2540735
60,2003,382,2849408
60,2004,400,2739059
60,2005,390,2763609
60,2006,429,2757092
60,2007,586,3659454
60,2008,537,3476545
60,2009,570,3489302
60,2010,626,3621131
60,2011,648,3664521
60,2012,691,3745489
60,2013,721,3862796
60,2014,804,3985367
60,2015,726,4125792
60,2016,797,4123968
60,2017,821,4249921
60,2018,854,4259361
60,2019,787,4252663
60,2020,700,4372095
60,2021,749,4391144
60,2022,865,4391144
61,1999,254,2178551
61,2000,252,2221227
61,2001,270,2323707
61,2002,300,2370358
61,2003,342,2534959
61,2004,400,2848602
61,2005,386,2745139
61,2006,381,2776869
61,2007,415,2775802
61,2008,524,3694987
61,2009,543,3517588
61,2010,548,3492596
61,2011,539,3584377
61,2012,639,3635456
61,2013,695,3715993
61,2014,700,3834428
61,2015,735,3954601
61,2016,747,4083962
61,2017,795,4091662
61,2018,839,4202894
61,2019,770,4215172
61,2020,733,4208976
61,2021,720,4312796
61,2022,830,4312796
62,1999,238,2076327
62,2000,249,2171072
62,2001,266,2213270
62,2002,291,2306156
62,2003,292,2352131
62,2004,307,2515357
62,2005,356,2827064
62,2006,333,2725651
62,2007,352,2757918
62,2008,416,2757325
62,2009,471,3673134
62,2010,513,3563182
62,2011,495,3487302
62,2012,488,3554439
62,2013,508,3603520
62,2014,633,3685822
62,2015,656,3801935
62,2016,688,3911429
62,2017,689,4050159
62,2018,738,4043396
62,2019,744,4156645
62,2020,661,4168433
62,2021,677,4228770
62,2022,733,4228770
63,1999,223,2054965
63,2000,236,2053151
63,2001,252,2172024
63,2002,274,2195850
63,2003,265,2289143
63,2004,292,2335553
63,2005,311,2498812
