Age,Year,Deaths,Population
31,2010,816,3970218
31,2011,928,4317087
31,2012,957,4242178
31,2013,999,4297330
31,2014,1089,4318706
31,2015,1221,4278233
31,2016,1657,4423807
31,2017,1831,4425408
31,2018,1721,4421549
31,2019,1863,4502311
31,2020,2469,4627340
31,2021,2866,4745375
32,1999,434,4043957
32,2000,423,3994121
32,2001,444,4082902
32,2002,518,4330977
32,2003,567,4245067
32,2004,572,4023788
32,2005,623,3848038
32,2006,642,3772538
32,2007,683,3899463
32,2008,699,3807761
32,2009,741,3921281
32,2010,766,3986847
32,2011,926,4052694
32,2012,947,4332058
32,2013,1031,4254331
32,2014,1108,4320072
32,2015,1392,4343614
32,2016,1685,4283076
32,2017,1979,4453718
32,2018,1843,4433749
32,2019,1765,4421505
32,2020,2551,4514736
32,2021,2854,4612291
33,1999,402,4079717
33,2000,439,4026573
33,2001,490,4014912
33,2002,543,4095531
33,2003,597,4337299
33,2004,558,4257394
33,2005,623,4035045
33,2006,657,3860165
33,2007,674,3780927
33,2008,697,3907253
33,2009,721,3813001
33,2010,764,3880150
33,2011,868,3976037
33,2012,965,4065562
33,2013,982,4342738
33,2014,1196,4276113
33,2015,1361,4341754
33,2016,1718,4345786
33,2017,1945,4310977
33,2018,1809,4461246
33,2019,1892,4432973
33,2020,2523,4432699
33,2021,2917,4531756
34,1999,558,4362276
34,2000,473,4188149
34,2001,455,4033412
34,2002,587,4026721
34,2003,611,4102582
34,2004,651,4349395
34,2005,725,4268679
34,2006,761,4049149
34,2007,715,3871236
34,2008,664,3791506
34,2009,691,3916499
34,2010,757,3839216
34,2011,878,3940370
34,2012,890,3987787
34,2013,999,4075159
34,2014,1184,4362895
34,2015,1355,4294838
34,2016,1756,4341535
34,2017,1957,4371478
34,2018,1771,4318192
34,2019,1925,4460132
34,2020,2449,4442547
34,2021,2830,4482395
35,1999,561,4605618
35,2000,563,4516118
35,2001,541,4161140
35,2002,638,4050190
35,2003,637,4042650
35,2004,702,4127056
35,2005,695,4377057
35,2006,774,4302604
35,2007,786,4083733
35,2008,752,3908041
35,2009,652,3829432
35,2010,796,3956434
35,2011,845,3827920
35,2012,878,3950567
35,2013,962,3996723
35,2014,1125,4094039
35,2015,1375,4379404
35,2016,1735,4293125
35,2017,1963,4364947
35,2018,1832,4376401
35,2019,1964,4315866
35,2020,2563,4466747
35,2021,2867,4492867
36,1999,609,4543561
36,2000,618,4511168
36,2001,602,4457678
36,2002,722,4168398
36,2003,714,4051962
36,2004,677,4048580
36,2005,711,4130501
36,2006,777,4380502
36,2007,807,4302578
36,2008,775,4083819
36,2009,743,3905615
36,2010,780,3802087
36,2011,833,3952699
36,2012,875,3836469
36,2013,915,3957642
36,2014,1064,4014413
36,2015,1325,4108775
36,2016,1679,4375562
36,2017,1976,4313987
36,2018,1851,4366923
36,2019,1912,4372444
36,2020,2512,4319361
36,2021,2832,4490254
37,1999,666,4582792
37,2000,644,4517060
37,2001,710,4534648
37,2002,734,4459389
37,2003,774,4165007
37,2004,773,4051890
37,2005,772,4044933
37,2006,864,4126573
37,2007,887,4370533
37,2008,900,4291673
37,2009,783,4071181
37,2010,775,3934445
37,2011,804,3833451
37,2012,874,3959492
37,2013,888,3842679
37,2014,1035,3974190
37,2015,1236,4028403
37,2016,1609,4103498
37,2017,1847,4394351
37,2018,1816,4313086
37,2019,1919,4361286
37,2020,2554,4374441
37,2021,2924,4397037
38,1999,739,4530009
38,2000,701,4553814
38,2001,781,4529329
38,2002,869,4538848
38,2003,847,4462051
38,2004,840,4174027
38,2005,849,4060608
38,2006,905,4056686
38,2007,866,4136991
38,2008,874,4382157
38,2009,869,4304006
38,2010,858,4121880
38,2011,882,3898503
38,2012,816,3839004
38,2013,872,3964301
38,2014,976,3859181
38,2015,1190,3987141
38,2016,1580,4022119
38,2017,1671,4120468
38,2018,1824,4391406
38,2019,1904,4305576
38,2020,2486,4362662
38,2021,2948,4463130
39,1999,667,4620569
39,2000,744,4608504
39,2001,814,4553123
39,2002,874,4534393
39,2003,946,4542489
39,2004,878,4473096
39,2005,819,4185554
39,2006,959,4074868
39,2007,873,4070056
39,2008,890,4151773
39,2009,910,4397562
39,2010,929,4364796
39,2011,964,4081736
39,2012,919,3902667
39,2013,912,3842425
39,2014,1004,3979827
39,2015,1076,3870862
39,2016,1490,3979601
39,2017,1719,4038244
39,2018,1734,4115771
39,2019,1898,4382349
39,2020,2576,4305093
39,2021,2958,4456030
40,1999,730,4667525
40,2000,794,4711434
40,2001,839,4606601
40,2002,945,4551912
40,2003,950,4529389
40,2004,1025,4540929
40,2005,992,4470383
40,2006,960,4184594
40,2007,934,4071341
40,2008,868,4065710
40,2009,937,4145183
40,2010,954,4383274
40,2011,1030,4323778
40,2012,924,4084481
40,2013,928,3904767
40,2014,968,3856888
40,2015,1125,3989839
40,2016,1297,3862150
40,2017,1637,3994423
40,2018,1570,4031314
40,2019,1829,4105313
40,2020,2529,4378957
40,2021,2887,4391796
41,1999,794,4461898
41,2000,818,4466676
41,2001,830,4700471
41,2002,1045,4610846
41,2003,1041,4556844
41,2004,1028,4540376
41,2005,1063,4553968
41,2006,1042,4488189
41,2007,1012,4202260
41,2008,955,4090091
41,2009,946,4085265
41,2010,915,4114985
41,2011,1024,4384253
41,2012,985,4324963
41,2013,963,4084927
41,2014,1039,3917413
41,2015,1039,3865228
41,2016,1332,3979596
41,2017,1527,3875738
41,2018,1567,3986156
41,2019,1635,4020254
41,2020,2273,4100150
41,2021,2840,4372860
42,1999,757,4506931
42,2000,753,4547220
42,2001,806,4514435
42,2002,1002,4699196
42,2003,1013,4606465
42,2004,1071,4555019
42,2005,1092,4537278
42,2006,1257,4552280
42,2007,1103,4485432
42,2008,1004,4199463
42,2009,1003,4085849
42,2010,913,4076104
42,2011,1063,4159664
42,2012,1034,4384022
42,2013,1134,4323573
42,2014,1091,4095929
42,2015,1156,3924258
42,2016,1302,3854553
42,2017,1433,3990700
42,2018,1405,3866067
42,2019,1596,3974741
42,2020,2134,4014287
42,2021,2651,4193750
43,1999,774,4297852
43,2000,781,4407870
43,2001,875,4523433
43,2002,1016,4515522
43,2003,1105,4699388
43,2004,1143,4610120
43,2005,1146,4559728
43,2006,1292,4544742
43,2007,1238,4560505
43,2008,1113,4495218
43,2009,991,4209233
43,2010,930,4105105
43,2011,981,4078100
43,2012,1029,4158551
43,2013,1082,4380926
43,2014,1123,4332491
43,2015,1176,4100708
43,2016,1345,3912307
43,2017,1425,3863455
43,2018,1462,3979609
43,2019,1487,3854040
43,2020,2004,3967810
43,2021,2500,4099002
44,1999,798,4259922
44,2000,790,4308663
44,2001,871,4470894
44,2002,1013,4511955
44,2003,1131,4497961
44,2004,1091,4679182
44,2005,1194,4585528
44,2006,1336,4532763
44,2007,1165,4512801
44,2008,1246,4524541
44,2009,1104,4454485
44,2010,1073,4211496
44,2011,1099,4087850
44,2012,1007,4076204
44,2013,1094,4154727
44,2014,1192,4388762
44,2015,1315,4335165
44,2016,1443,4087645
44,2017,1394,3919057
44,2018,1438,3851155
44,2019,1463,3967275
44,2020,1866,3846684
44,2021,2364,4047128
45,1999,757,4245882
45,2000,759,4341460
45,2001,858,4301955
45,2002,993,4461379
45,2003,998,4499971
45,2004,1121,4486566
45,2005,1188,4666734
45,2006,1273,4573546
45,2007,1227,4519792
45,2008,1237,4499251
45,2009,1197,4509265
45,2010,1111,4508868
45,2011,1126,4170798
45,2012,1117,4084512
45,2013,1083,4070408
45,2014,1128,4161450
45,2015,1321,4389345
45,2016,1492,4319616
45,2017,1541,4091579
45,2018,1430,3904041
45,2019,1434,3837909
45,2020,1857,3957972
45,2021,2274,3908305
46,1999,688,3994950
46,2000,637,4087563
46,2001,814,4331582
46,2002,992,4301101
46,2003,1065,4462427
46,2004,1130,4506067
46,2005,1127,4496805
46,2006,1357,4682144
46,2007,1255,4591932
46,2008,1324,4541484
46,2009,1332,4523596
46,2010,1220,4519761
46,2011,1215,4428601
46,2012,1147,4165735
46,2013,1122,4076903
46,2014,1184,4076237
46,2015,1343,4160573
46,2016,1560,4371961
46,2017,1705,4320583
46,2018,1512,4074459
46,2019,1363,3889372
46,2020,1906,3826694
46,2021,2217,3951786
47,1999,574,3937147
47,2000,663,4019692
47,2001,732,4152347
47,2002,901,4330110
47,2003,1013,4300483
47,2004,1112,4465196
47,2005,1234,4511695
47,2006,1293,4506142
47,2007,1356,4694196
47,2008,1301,4606123
47,2009,1328,4557336
47,2010,1258,4535265
47,2011,1245,4517819
47,2012,1277,4421347
47,2013,1240,4156273
47,2014,1223,4082150
47,2015,1256,4073685
47,2016,1425,4142964
47,2017,1775,4370964
47,2018,1481,4301318
47,2019,1554,4058038
47,2020,1877,3876923
47,2021,2121,3875209
48,1999,528,3710656
48,2000,568,3885145
48,2001,678,4018921
48,2002,852,4143330
48,2003,971,4317939
48,2004,1048,4287486
48,2005,1146,4449860
48,2006,1299,4495342
48,2007,1288,4487653
48,2008,1245,4672955
48,2009,1349,4582655
48,2010,1292,4538796
48,2011,1342,4521355
48,2012,1293,4508318
48,2013,1264,4409800
48,2014,1281,4158996
48,2015,1295,4077689
48,2016,1506,4055074
48,2017,1688,4140010
48,2018,1573,4349714
48,2019,1695,4282657
48,2020,2045,4043448
48,2021,2166,3927492
49,1999,495,3765572
49,2000,544,3758544
49,2001,578,3894178
49,2002,713,4016368
49,2003,899,4141856
49,2004,994,4319947
49,2005,1102,4292077
49,2006,1242,4458112
49,2007,1270,4506188
49,2008,1298,4501160
49,2009,1253,4689393
49,2010,1287,4605901
49,2011,1409,4519432
49,2012,1344,4509567
49,2013,1338,4494922
49,2014,1319,4409209
49,2015,1372,4152552
49,2016,1569,4058008
49,2017,1567,4050722
49,2018,1594,4117603
49,2019,1719,4329775
49,2020,2118,4265569
49,2021,2365,4118718
50,1999,404,3762700
50,2000,456,3808515
50,2001,570,3796146
50,2002,686,3881009
50,2003,784,3998812
50,2004,885,4121104
50,2005,1010,4295348
50,2006,1210,4264904
50,2007,1225,4426479
50,2008,1237,4471128
50,2009,1170,4462192
50,2010,1220,4660295
50,2011,1348,4581833
50,2012,1309,4505608
50,2013,1397,4494482
50,2014,1323,4491431
50,2015,1387,4400288
50,2016,1523,4131293
50,2017,1623,4051078
50,2018,1550,4026474
50,2019,1610,4096572
50,2020,2126,4310670
50,2021,2482,4366085
51,1999,361,3601854
51,2000,402,3616997
51,2001,470,3796980
51,2002,633,3797199
51,2003,689,3886144
51,2004,826,4010062
51,2005,938,4138594
51,2006,1132,4320192
51,2007,1151,4294933
51,2008,1180,4464006
51,2009,1205,4514833
51,2010,1238,4464631
51,2011,1340,4626453
51,2012,1372,4566251
51,2013,1374,4489236
51,2014,1409,4488666
51,2015,1498,4479664
51,2016,1572,4375892
51,2017,1670,4121394
51,2018,1533,4025069
51,2019,1589,4004343
51,2020,2003,4076434
51,2021,2391,4297812
52,1999,358,3873166
52,2000,378,3707436
52,2001,413,3654405
52,2002,529,3785188
52,2003,642,3782009
52,2004,703,3868188
52,2005,859,3989065
52,2006,1061,4114856
52,2007,1160,4292620
52,2008,1113,4264599
52,2009,1132,4429228
52,2010,1182,4500846
52,2011,1220,4478180
52,2012,1279,4609523
52,2013,1378,4547907
52,2014,1394,4480175
52,2015,1418,4474344
52,2016,1680,4452636
52,2017,1705,4363205
52,2018,1558,4094079
52,2019,1651,4001782
52,2020,1941,3983727
52,2021,2277,4136193
53,1999,252,2785325
53,2000,346,3635040
53,2001,362,3631014
53,2002,454,3650409
53,2003,616,3783390
53,2004,646,3782872
53,2005,785,3871906
53,2006,906,3996095
53,2007,980,4124978
53,2008,1041,4306809
53,2009,1107,4281465
53,2010,1092,4380354
53,2011,1210,4458125
53,2012,1216,4459925
53,2013,1263,4589261
53,2014,1337,4535748
53,2015,1437,4463494
53,2016,1689,4445605
53,2017,1803,4437426
53,2018,1629,4333375
53,2019,1603,4068851
53,2020,1952,3979962
53,2021,2210,4046823
54,1999,207,2900567
54,2000,233,2817560
54,2001,321,3808740
54,2002,429,3626101
54,2003,497,3646923
54,2004,556,3782442
54,2005,652,3783820
54,2006,772,3874826
54,2007,880,4001168
54,2008,945,4132932
54,2009,996,4317125
54,2010,1035,4291999
54,2011,1154,4415607
54,2012,1182,4437952
54,2013,1237,4438340
54,2014,1366,4574789
54,2015,1433,4516527
54,2016,1607,4433630
54,2017,1782,4427991
54,2018,1652,4405567
54,2019,1690,4305603
54,2020,1986,4044734
54,2021,2361,4060013
55,1999,200,2859176
55,2000,220,2850600
55,2001,241,2851092
55,2002,367,3788111
55,2003,430,3601691
55,2004,471,3618001
55,2005,582,3748247
55,2006,691,3745012
55,2007,777,3829701
55,2008,873,3949524
55,2009,924,4074019
55,2010,999,4254709
55,2011,1053,4263989
55,2012,1118,4393250
55,2013,1219,4415162
55,2014,1337,4421625
55,2015,1394,4553385
55,2016,1647,4484565
55,2017,1734,4413266
55,2018,1664,4393983
55,2019,1819,4374565
55,2020,2051,4277856
55,2021,2323,4119517
56,1999,187,2934509
56,2000,166,2837452
56,2001,169,2846838
56,2002,242,2846712
56,2003,391,3785668
56,2004,429,3603856
56,2005,466,3625240
56,2006,658,3760899
56,2007,695,3761384
56,2008,762,3850704
56,2009,822,3975863
56,2010,900,4037513
56,2011,1005,4232520
56,2012,1008,4240395
56,2013,1188,4369543
56,2014,1273,4395471
56,2015,1378,4399120
56,2016,1561,4518758
56,2017,1706,4461346
56,2018,1578,4377130
56,2019,1676,4361016
56,2020,2088,4343881
56,2021,2368,4280217
57,1999,156,2561216
57,2000,175,2864020
57,2001,170,2805407
57,2002,228,2833628
57,2003,284,2831596
57,2004,408,3763702
57,2005,474,3582008
57,2006,528,3601973
57,2007,603,3734883
57,2008,637,3733201
57,2009,708,3819855
57,2010,787,3936386
57,2011,883,4066089
57,2012,956,4207605
57,2013,1062,4215577
57,2014,1074,4347179
57,2015,1226,4371245
57,2016,1463,4362807
57,2017,1595,4493573
57,2018,1586,4422810
57,2019,1627,4342385
57,2020,2013,4327862
57,2021,2333,4383354
58,1999,119,2412512
58,2000,117,2540152
58,2001,187,2900132
58,2002,198,2792832
58,2003,252,2821608
58,2004,280,2819754
58,2005,412,3748661
58,2006,475,3568659
58,2007,564,3588953
58,2008,571,3722427
58,2009,636,3721219
58,2010,671,3794928
58,2011,754,3918566
58,2012,807,4040118
58,2013,962,4181408
58,2014,997,4191757
58,2015,1150,4320522
58,2016,1367,4332953
58,2017,1506,4335891
58,2018,1496,4453038
58,2019,1637,4385570
58,2020,1948,4306615
58,2021,2350,4384908
59,1999,98,2317408
59,2000,116,2377013
59,2001,134,2565506
59,2002,200,2881784
59,2003,189,2773994
59,2004,231,2801863
59,2005,294,2799064
59,2006,427,3720317
59,2007,462,3539851
59,2008,518,3558712
59,2009,542,3689647
59,2010,590,3641269
59,2011,648,3774384
59,2012,748,3891149
59,2013,820,4012740
59,2014,967,4155417
59,2015,1007,4163670
59,2016,1216,4281025
59,2017,1327,4303880
59,2018,1378,4294024
59,2019,1504,4413855
59,2020,1810,4346885
59,2021,2232,4399318
60,1999,92,2313430
60,2000,103,2319944
60,2001,100,2380300
60,2002,147,2540735
60,2003,180,2849408
60,2004,224,2739059
60,2005,248,2763609
60,2006,312,2757092
60,2007,409,3659454
60,2008,427,3476545
60,2009,506,3489302
60,2010,534,3621131
60,2011,584,3664521
60,2012,624,3745489
60,2013,727,3862796
60,2014,823,3985367
60,2015,833,4125792
60,2016,1037,4123968
60,2017,1200,4249921
60,2018,1246,4259361
60,2019,1374,4252663
60,2020,1719,4372095
60,2021,2143,4391144
61,1999,76,2178551
61,2000,91,2221227
61,2001,91,2323707
61,2002,133,2370358
61,2003,150,2534959
61,2004,171,2848602
61,2005,233,2745139
61,2006,236,2776869
61,2007,297,2775802
61,2008,364,3694987
61,2009,369,3517588
61,2010,464,3492596
61,2011,495,3584377
61,2012,471,3635456
61,2013,637,3715993
61,2014,701,3834428
61,2015,759,3954601
61,2016,932,4083962
61,2017,1060,4091662
61,2018,1193,4202894
61,2019,1231,4215172
61,2020,1510,4208976
61,2021,1942,4312796
62,1999,84,2076327
62,2000,63,2171072
62,2001,104,2213270
62,2002,124,2306156
62,2003,130,2352131
62,2004,172,2515357
62,2005,204,2827064
62,2006,197,2725651
62,2007,246,2757918
62,2008,243,2757325
62,2009,325,3673134
62,2010,382,3563182
62,2011,428,3487302
62,2012,436,3554439
62,2013,574,3603520
62,2014,622,3685822
62,2015,699,3801935
62,2016,889,3911429
62,2017,942,4050159
62,2018,1038,4043396
62,2019,1095,4156645
62,2020,1352,4168433
62,2021,1777,4228770
63,1999,79,2054965
63,2000,83,2053151
63,2001,71,2172024
63,2002,92,2195850
63,2003,115,2289143
63,2004,147,2335553
63,2005,177,2498812
63,2006,200,2810202
63,2007,222,2711325
63,2008,195,2744863
63,2009,245,2745716
63,2010,338,3483884
63,2011,351,3459297
63,2012,377,3454687
63,2013,482,3519231
63,2014,494,3572379
63,2015,581,3651393
63,2016,738,3757382
63,2017,809,3875907
63,2018,940,4000235
