Age,Year,Deaths,Population
63,2019,1011,3996088
63,2020,1327,4106492
63,2021,1614,4190193
64,1999,70,2069932
64,2000,53,2040053
64,2001,94,2047019
64,2002,97,2147166
64,2003,118,2168747
64,2004,118,2259557
64,2005,150,2303653
64,2006,144,2463439
64,2007,178,2769163
64,2008,184,2668775
64,2009,198,2699257
64,2010,246,2657131
64,2011,311,3611095
64,2012,365,3423614
64,2013,423,3420461
64,2014,418,3488136
64,2015,484,3536156
64,2016,635,3606295
64,2017,728,3720053
64,2018,748,3825765
64,2019,899,3950578
64,2020,1080,3944582
64,2021,1450,4112847
65,1999,61,1913454
65,2000,54,2029911
65,2001,70,2012270
65,2002,94,2025379
65,2003,105,2125962
65,2004,101,2148431
65,2005,121,2240858
65,2006,140,2286008
65,2007,134,2445756
65,2008,213,2751913
65,2009,181,2653345
65,2010,171,2680761
65,2011,242,2672909
65,2012,319,3570839
65,2013,337,3391067
65,2014,366,3384449
65,2015,440,3450043
65,2016,514,3490890
65,2017,599,3567978
65,2018,688,3669600
65,2019,766,3774597
65,2020,914,3897420
65,2021,1234,3928157
66,1999,69,1896361
66,2000,44,1860320
66,2001,61,2013441
66,2002,75,1986541
66,2003,86,1999916
66,2004,86,2098650
66,2005,119,2121740
66,2006,131,2213751
66,2007,135,2257671
66,2008,159,2416007
66,2009,180,2719454
66,2010,159,2639141
66,2011,191,2643148
66,2012,215,2640984
66,2013,320,3534440
66,2014,354,3347776
66,2015,396,3344134
66,2016,427,3403647
66,2017,496,3451069
66,2018,560,3516436
66,2019,626,3618069
66,2020,781,3720410
66,2021,1088,3834444
67,1999,56,1916683
67,2000,43,1896451
67,2001,63,1850485
67,2002,70,1986526
67,2003,92,1961151
67,2004,108,1975087
67,2005,95,2074635
67,2006,121,2098690
67,2007,109,2191327
67,2008,137,2235669
67,2009,160,2394376
67,2010,177,2649365
67,2011,188,2584544
67,2012,195,2609069
67,2013,223,2604610
67,2014,295,3485502
67,2015,300,3304187
67,2016,358,3295266
67,2017,416,3361747
67,2018,509,3398755
67,2019,564,3464437
67,2020,707,3562236
67,2021,904,3695234
68,1999,57,1917811
68,2000,60,1864515
68,2001,51,1852792
68,2002,72,1821142
68,2003,78,1955990
68,2004,73,1930847
68,2005,90,1945279
68,2006,117,2044245
68,2007,97,2068095
68,2008,112,2160024
68,2009,118,2204229
68,2010,133,2323672
68,2011,173,2652309
68,2012,207,2546946
68,2013,195,2569911
68,2014,200,2572527
68,2015,270,3436357
68,2016,308,3251936
68,2017,368,3251249
68,2018,421,3307833
68,2019,468,3345475
68,2020,549,3407082
68,2021,745,3537207
69,1999,58,1897189
69,2000,43,1882348
69,2001,51,1833245
69,2002,54,1818893
69,2003,80,1787777
69,2004,70,1920414
69,2005,86,1896115
69,2006,84,1910507
69,2007,93,2007386
69,2008,86,2030734
69,2009,103,2120973
69,2010,101,2142324
69,2011,120,2320878
69,2012,154,2609515
69,2013,159,2508689
69,2014,158,2535012
69,2015,197,2532747
69,2016,273,3378344
69,2017,349,3204338
69,2018,328,3194269
69,2019,404,3252423
69,2020,487,3286519
69,2021,620,3399278
70,1999,62,1872535
70,2000,49,1875175
70,2001,52,1817859
70,2002,48,1792760
70,2003,50,1777336
70,2004,60,1744903
70,2005,75,1873726
70,2006,87,1848556
70,2007,83,1860716
70,2008,84,1953328
70,2009,98,1974076
70,2010,91,2043121
70,2011,89,2129501
70,2012,111,2279580
70,2013,138,2569502
70,2014,159,2466485
70,2015,139,2492490
70,2016,190,2487211
70,2017,261,3324662
70,2018,283,3144466
70,2019,319,3136704
70,2020,393,3192029
70,2021,458,3229649
71,1999,50,1830815
71,2000,55,1788269
71,2001,63,1844676
71,2002,51,1782107
71,2003,59,1760292
71,2004,82,1747347
71,2005,86,1718367
71,2006,88,1848947
71,2007,65,1826784
71,2008,67,1841560
71,2009,75,1936308
71,2010,91,1949323
71,2011,107,2022340
71,2012,107,2088076
71,2013,124,2238499
71,2014,181,2519748
71,2015,133,2421191
71,2016,155,2445650
71,2017,182,2443843
71,2018,262,3260552
71,2019,275,3083083
71,2020,300,3074732
71,2021,366,3076389
72,1999,46,1751382
72,2000,57,1791696
72,2001,55,1743767
72,2002,74,1797946
72,2003,72,1736351
72,2004,75,1713793
72,2005,72,1700960
72,2006,77,1672443
72,2007,79,1798955
72,2008,71,1776463
72,2009,82,1790136
72,2010,83,1864275
72,2011,79,1911624
72,2012,85,1979898
72,2013,113,2044846
72,2014,117,2194234
72,2015,131,2469605
72,2016,155,2371252
72,2017,168,2399286
72,2018,167,2392283
72,2019,244,3191048
72,2020,240,3017173
72,2021,328,2988058
73,1999,47,1714390
73,2000,41,1725168
73,2001,44,1733630
73,2002,50,1697450
73,2003,67,1751589
73,2004,51,1691931
73,2005,72,1671512
73,2006,75,1660842
73,2007,51,1633722
73,2008,74,1758650
73,2009,73,1737897
73,2010,70,1736960
73,2011,83,1839285
73,2012,84,1867571
73,2013,101,1934570
73,2014,103,2002191
73,2015,118,2146052
73,2016,133,2413647
73,2017,127,2321473
73,2018,126,2344633
73,2019,175,2334433
73,2020,246,3117385
73,2021,277,2917030
74,1999,50,1708289
74,2000,40,1677133
74,2001,43,1682014
74,2002,65,1679791
74,2003,66,1644551
74,2004,79,1696130
74,2005,71,1638505
74,2006,88,1619038
74,2007,59,1608315
74,2008,65,1581331
74,2009,67,1702305
74,2010,61,1684487
74,2011,72,1705200
74,2012,84,1792914
74,2013,86,1820632
74,2014,81,1890366
74,2015,106,1953711
74,2016,131,2092487
74,2017,140,2357801
74,2018,136,2263489
74,2019,141,2283164
74,2020,167,2274412
74,2021,223,3060676
75,1999,54,1637734
75,2000,50,1651641
75,2001,50,1610892
75,2002,57,1620812
75,2003,56,1617308
75,2004,73,1581121
75,2005,67,1629763
75,2006,98,1573506
75,2007,52,1553097
75,2008,52,1541027
75,2009,56,1513301
75,2010,66,1620077
75,2011,48,1638322
75,2012,74,1657855
75,2013,83,1743415
75,2014,81,1774697
75,2015,85,1839823
75,2016,87,1900211
75,2017,108,2039236
75,2018,129,2293604
75,2019,134,2198286
75,2020,117,2219565
75,2021,160,2157557
76,1999,60,1539287
76,2000,41,1556567
76,2001,60,1589103
76,2002,52,1554475
76,2003,59,1567629
76,2004,64,1566753
76,2005,81,1535359
76,2006,77,1587027
76,2007,59,1535224
76,2008,57,1518327
76,2009,72,1510000
76,2010,62,1471070
76,2011,51,1580914
76,2012,60,1588005
76,2013,61,1607329
76,2014,77,1694648
76,2015,86,1722041
76,2016,77,1784266
76,2017,80,1847158
76,2018,116,1978012
76,2019,124,2222392
76,2020,109,2130427
76,2021,158,2060045
77,1999,63,1499362
77,2000,58,1460781
77,2001,60,1503097
77,2002,55,1522890
77,2003,62,1489790
77,2004,83,1501866
77,2005,77,1501643
77,2006,82,1472328
77,2007,50,1521903
77,2008,55,1472006
77,2009,64,1455744
77,2010,54,1455330
77,2011,48,1430790
77,2012,54,1527795
77,2013,73,1534778
77,2014,59,1557239
77,2015,69,1639085
77,2016,69,1664566
77,2017,73,1729114
77,2018,73,1786181
77,2019,91,1911261
77,2020,114,2147097
77,2021,132,1992972
78,1999,42,1407240
78,2000,38,1431916
78,2001,47,1405933
78,2002,53,1436185
78,2003,54,1456995
78,2004,64,1425682
78,2005,67,1439475
78,2006,77,1441641
78,2007,51,1414814
78,2008,70,1464084
78,2009,72,1417539
78,2010,58,1400123
78,2011,53,1394574
78,2012,53,1377972
78,2013,57,1471162
78,2014,67,1481505
78,2015,57,1500813
78,2016,71,1578915
78,2017,81,1607240
78,2018,83,1666402
78,2019,87,1720817
78,2020,97,1839828
78,2021,102,1997941
79,1999,45,1258983
79,2000,48,1314908
79,2001,37,1346388
79,2002,47,1336099
79,2003,57,1366120
79,2004,65,1385977
79,2005,72,1357369
79,2006,70,1372532
79,2007,63,1375325
79,2008,49,1350299
79,2009,59,1398480
79,2010,51,1371195
79,2011,64,1344087
79,2012,59,1337956
79,2013,62,1321197
79,2014,63,1414235
79,2015,56,1422071
79,2016,54,1439937
79,2017,70,1518513
79,2018,65,1542867
79,2019,95,1599909
79,2020,71,1649916
79,2021,97,1696254
80,1999,40,1189382
80,2000,55,1207365
80,2001,49,1254832
80,2002,45,1269310
80,2003,46,1259724
80,2004,56,1286733
80,2005,77,1305661
80,2006,86,1278890
80,2007,54,1292775
80,2008,67,1294601
80,2009,56,1270444
80,2010,60,1308511
80,2011,48,1293211
80,2012,52,1283660
80,2013,55,1277377
80,2014,52,1264072
80,2015,60,1351196
80,2016,51,1358260
80,2017,52,1378494
80,2018,63,1451583
80,2019,56,1475278
80,2020,67,1526957
80,2021,81,1507612
81,1999,44,1047265
81,2000,26,1072048
81,2001,38,1154138
81,2002,48,1180698
81,2003,65,1196760
81,2004,60,1189534
81,2005,71,1218283
81,2006,78,1239927
81,2007,40,1216593
81,2008,43,1232307
81,2009,53,1236769
81,2010,44,1212865
81,2011,57,1253347
81,2012,44,1228420
81,2013,60,1219160
81,2014,42,1216009
81,2015,47,1201044
81,2016,52,1284298
81,2017,56,1293831
81,2018,62,1311488
81,2019,71,1381641
81,2020,60,1400392
81,2021,78,1366271
82,1999,36,972176
82,2000,37,981562
82,2001,38,993071
82,2002,42,1075053
82,2003,45,1100969
82,2004,52,1115106
82,2005,78,1109756
82,2006,75,1138135
82,2007,58,1158822
82,2008,43,1136851
82,2009,44,1152248
82,2010,48,1161421
82,2011,56,1145240
82,2012,49,1184179
82,2013,47,1160321
82,2014,50,1153634
82,2015,51,1148948
82,2016,45,1135109
82,2017,57,1216640
82,2018,49,1224165
82,2019,67,1241341
82,2020,57,1303809
82,2021,66,1254351
83,1999,36,875092
83,2000,38,883063
83,2001,29,927192
83,2002,47,919945
83,2003,47,997727
83,2004,50,1023151
83,2005,56,1038431
83,2006,79,1036784
83,2007,39,1065220
83,2008,47,1086404
83,2009,53,1067638
83,2010,33,1074809
83,2011,51,1087100
83,2012,39,1074693
83,2013,47,1111120
83,2014,49,1090465
83,2015,39,1082562
83,2016,41,1079082
83,2017,37,1068110
83,2018,49,1143669
83,2019,49,1151190
83,2020,50,1163249
83,2021,58,1156487
84,1999,47,798393
84,2000,39,801329
84,2001,31,808972
84,2002,38,849397
84,2003,46,843416
84,2004,52,913980
84,2005,60,939062
84,2006,66,954381
84,2007,39,953666
84,2008,35,980196
84,2009,56,1000612
84,2010,44,985721
84,2011,46,1007645
84,2012,50,1012099
84,2013,46,1000660
84,2014,56,1036186
84,2015,56,1015591
84,2016,43,1008890
84,2017,43,1008215
84,2018,52,996403
84,2019,51,1067757
84,2020,57,1070307
84,2021,48,1016585
