"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"70 years"	"70"	"2011"	"2011"	89	2129501	4.2
	"70 years"	"70"	"2012"	"2012"	111	2279580	4.9
	"70 years"	"70"	"2013"	"2013"	138	2569502	5.4
	"70 years"	"70"	"2014"	"2014"	159	2466485	6.4
	"70 years"	"70"	"2015"	"2015"	139	2492490	5.6
	"70 years"	"70"	"2016"	"2016"	190	2487211	7.6
	"70 years"	"70"	"2017"	"2017"	261	3324662	7.9
	"70 years"	"70"	"2018"	"2018"	283	3144466	9.0
	"70 years"	"70"	"2019"	"2019"	319	3136704	10.2
	"70 years"	"70"	"2020 "	"2020"	393	3192029	12.3
	"71 years"	"71"	"1999"	"1999"	50	1830815	2.7
	"71 years"	"71"	"2000"	"2000"	55	1788269	3.1
	"71 years"	"71"	"2001"	"2001"	63	1844676	3.4
	"71 years"	"71"	"2002"	"2002"	51	1782107	2.9
	"71 years"	"71"	"2003"	"2003"	59	1760292	3.4
	"71 years"	"71"	"2004"	"2004"	82	1747347	4.7
	"71 years"	"71"	"2005"	"2005"	86	1718367	5.0
	"71 years"	"71"	"2006"	"2006"	88	1848947	4.8
	"71 years"	"71"	"2007"	"2007"	65	1826784	3.6
	"71 years"	"71"	"2008"	"2008"	67	1841560	3.6
	"71 years"	"71"	"2009"	"2009"	75	1936308	3.9
	"71 years"	"71"	"2010"	"2010"	91	1949323	4.7
	"71 years"	"71"	"2011"	"2011"	107	2022340	5.3
	"71 years"	"71"	"2012"	"2012"	107	2088076	5.1
	"71 years"	"71"	"2013"	"2013"	124	2238499	5.5
	"71 years"	"71"	"2014"	"2014"	181	2519748	7.2
	"71 years"	"71"	"2015"	"2015"	133	2421191	5.5
	"71 years"	"71"	"2016"	"2016"	155	2445650	6.3
	"71 years"	"71"	"2017"	"2017"	182	2443843	7.4
	"71 years"	"71"	"2018"	"2018"	262	3260552	8.0
	"71 years"	"71"	"2019"	"2019"	275	3083083	8.9
	"71 years"	"71"	"2020 "	"2020"	300	3074732	9.8
	"72 years"	"72"	"1999"	"1999"	46	1751382	2.6
	"72 years"	"72"	"2000"	"2000"	57	1791696	3.2
	"72 years"	"72"	"2001"	"2001"	55	1743767	3.2
	"72 years"	"72"	"2002"	"2002"	74	1797946	4.1
	"72 years"	"72"	"2003"	"2003"	72	1736351	4.1
	"72 years"	"72"	"2004"	"2004"	75	1713793	4.4
	"72 years"	"72"	"2005"	"2005"	72	1700960	4.2
	"72 years"	"72"	"2006"	"2006"	77	1672443	4.6
	"72 years"	"72"	"2007"	"2007"	79	1798955	4.4
	"72 years"	"72"	"2008"	"2008"	71	1776463	4.0
	"72 years"	"72"	"2009"	"2009"	82	1790136	4.6
	"72 years"	"72"	"2010"	"2010"	83	1864275	4.5
	"72 years"	"72"	"2011"	"2011"	79	1911624	4.1
	"72 years"	"72"	"2012"	"2012"	85	1979898	4.3
	"72 years"	"72"	"2013"	"2013"	113	2044846	5.5
	"72 years"	"72"	"2014"	"2014"	117	2194234	5.3
	"72 years"	"72"	"2015"	"2015"	131	2469605	5.3
	"72 years"	"72"	"2016"	"2016"	155	2371252	6.5
	"72 years"	"72"	"2017"	"2017"	168	2399286	7.0
	"72 years"	"72"	"2018"	"2018"	167	2392283	7.0
	"72 years"	"72"	"2019"	"2019"	244	3191048	7.6
	"72 years"	"72"	"2020 "	"2020"	240	3017173	8.0
	"73 years"	"73"	"1999"	"1999"	47	1714390	2.7
	"73 years"	"73"	"2000"	"2000"	41	1725168	2.4
	"73 years"	"73"	"2001"	"2001"	44	1733630	2.5
	"73 years"	"73"	"2002"	"2002"	50	1697450	2.9
	"73 years"	"73"	"2003"	"2003"	67	1751589	3.8
	"73 years"	"73"	"2004"	"2004"	51	1691931	3.0
	"73 years"	"73"	"2005"	"2005"	72	1671512	4.3
	"73 years"	"73"	"2006"	"2006"	75	1660842	4.5
	"73 years"	"73"	"2007"	"2007"	51	1633722	3.1
	"73 years"	"73"	"2008"	"2008"	74	1758650	4.2
	"73 years"	"73"	"2009"	"2009"	73	1737897	4.2
	"73 years"	"73"	"2010"	"2010"	70	1736960	4.0
	"73 years"	"73"	"2011"	"2011"	83	1839285	4.5
	"73 years"	"73"	"2012"	"2012"	84	1867571	4.5
	"73 years"	"73"	"2013"	"2013"	101	1934570	5.2
	"73 years"	"73"	"2014"	"2014"	103	2002191	5.1
	"73 years"	"73"	"2015"	"2015"	118	2146052	5.5
	"73 years"	"73"	"2016"	"2016"	133	2413647	5.5
	"73 years"	"73"	"2017"	"2017"	127	2321473	5.5
	"73 years"	"73"	"2018"	"2018"	126	2344633	5.4
	"73 years"	"73"	"2019"	"2019"	175	2334433	7.5
	"73 years"	"73"	"2020 "	"2020"	246	3117385	7.9
	"74 years"	"74"	"1999"	"1999"	50	1708289	2.9
	"74 years"	"74"	"2000"	"2000"	40	1677133	2.4
	"74 years"	"74"	"2001"	"2001"	43	1682014	2.6
	"74 years"	"74"	"2002"	"2002"	65	1679791	3.9
	"74 years"	"74"	"2003"	"2003"	66	1644551	4.0
	"74 years"	"74"	"2004"	"2004"	79	1696130	4.7
	"74 years"	"74"	"2005"	"2005"	71	1638505	4.3
	"74 years"	"74"	"2006"	"2006"	88	1619038	5.4
	"74 years"	"74"	"2007"	"2007"	59	1608315	3.7
	"74 years"	"74"	"2008"	"2008"	65	1581331	4.1
	"74 years"	"74"	"2009"	"2009"	67	1702305	3.9
	"74 years"	"74"	"2010"	"2010"	61	1684487	3.6
	"74 years"	"74"	"2011"	"2011"	72	1705200	4.2
	"74 years"	"74"	"2012"	"2012"	84	1792914	4.7
	"74 years"	"74"	"2013"	"2013"	86	1820632	4.7
	"74 years"	"74"	"2014"	"2014"	81	1890366	4.3
	"74 years"	"74"	"2015"	"2015"	106	1953711	5.4
	"74 years"	"74"	"2016"	"2016"	131	2092487	6.3
	"74 years"	"74"	"2017"	"2017"	140	2357801	5.9
	"74 years"	"74"	"2018"	"2018"	136	2263489	6.0
	"74 years"	"74"	"2019"	"2019"	141	2283164	6.2
	"74 years"	"74"	"2020 "	"2020"	167	2274412	7.3
	"75 years"	"75"	"1999"	"1999"	54	1637734	3.3
	"75 years"	"75"	"2000"	"2000"	50	1651641	3.0
	"75 years"	"75"	"2001"	"2001"	50	1610892	3.1
	"75 years"	"75"	"2002"	"2002"	57	1620812	3.5
	"75 years"	"75"	"2003"	"2003"	56	1617308	3.5
	"75 years"	"75"	"2004"	"2004"	73	1581121	4.6
	"75 years"	"75"	"2005"	"2005"	67	1629763	4.1
	"75 years"	"75"	"2006"	"2006"	98	1573506	6.2
	"75 years"	"75"	"2007"	"2007"	52	1553097	3.3
	"75 years"	"75"	"2008"	"2008"	52	1541027	3.4
	"75 years"	"75"	"2009"	"2009"	56	1513301	3.7
	"75 years"	"75"	"2010"	"2010"	66	1620077	4.1
	"75 years"	"75"	"2011"	"2011"	48	1638322	2.9
	"75 years"	"75"	"2012"	"2012"	74	1657855	4.5
	"75 years"	"75"	"2013"	"2013"	83	1743415	4.8
	"75 years"	"75"	"2014"	"2014"	81	1774697	4.6
	"75 years"	"75"	"2015"	"2015"	85	1839823	4.6
	"75 years"	"75"	"2016"	"2016"	87	1900211	4.6
	"75 years"	"75"	"2017"	"2017"	108	2039236	5.3
	"75 years"	"75"	"2018"	"2018"	129	2293604	5.6
	"75 years"	"75"	"2019"	"2019"	134	2198286	6.1
	"75 years"	"75"	"2020 "	"2020"	117	2219565	5.3
	"76 years"	"76"	"1999"	"1999"	60	1539287	3.9
	"76 years"	"76"	"2000"	"2000"	41	1556567	2.6
	"76 years"	"76"	"2001"	"2001"	60	1589103	3.8
	"76 years"	"76"	"2002"	"2002"	52	1554475	3.3
	"76 years"	"76"	"2003"	"2003"	59	1567629	3.8
	"76 years"	"76"	"2004"	"2004"	64	1566753	4.1
	"76 years"	"76"	"2005"	"2005"	81	1535359	5.3
	"76 years"	"76"	"2006"	"2006"	77	1587027	4.9
	"76 years"	"76"	"2007"	"2007"	59	1535224	3.8
	"76 years"	"76"	"2008"	"2008"	57	1518327	3.8
	"76 years"	"76"	"2009"	"2009"	72	1510000	4.8
	"76 years"	"76"	"2010"	"2010"	62	1471070	4.2
	"76 years"	"76"	"2011"	"2011"	51	1580914	3.2
	"76 years"	"76"	"2012"	"2012"	60	1588005	3.8
	"76 years"	"76"	"2013"	"2013"	61	1607329	3.8
	"76 years"	"76"	"2014"	"2014"	77	1694648	4.5
	"76 years"	"76"	"2015"	"2015"	86	1722041	5.0
	"76 years"	"76"	"2016"	"2016"	77	1784266	4.3
	"76 years"	"76"	"2017"	"2017"	80	1847158	4.3
	"76 years"	"76"	"2018"	"2018"	116	1978012	5.9
	"76 years"	"76"	"2019"	"2019"	124	2222392	5.6
	"76 years"	"76"	"2020 "	"2020"	109	2130427	5.1
	"77 years"	"77"	"1999"	"1999"	63	1499362	4.2
	"77 years"	"77"	"2000"	"2000"	58	1460781	4.0
	"77 years"	"77"	"2001"	"2001"	60	1503097	4.0
	"77 years"	"77"	"2002"	"2002"	55	1522890	3.6
	"77 years"	"77"	"2003"	"2003"	62	1489790	4.2
	"77 years"	"77"	"2004"	"2004"	83	1501866	5.5
	"77 years"	"77"	"2005"	"2005"	77	1501643	5.1
	"77 years"	"77"	"2006"	"2006"	82	1472328	5.6
	"77 years"	"77"	"2007"	"2007"	50	1521903	3.3
	"77 years"	"77"	"2008"	"2008"	55	1472006	3.7
	"77 years"	"77"	"2009"	"2009"	64	1455744	4.4
	"77 years"	"77"	"2010"	"2010"	54	1455330	3.7
	"77 years"	"77"	"2011"	"2011"	48	1430790	3.4
	"77 years"	"77"	"2012"	"2012"	54	1527795	3.5
	"77 years"	"77"	"2013"	"2013"	73	1534778	4.8
	"77 years"	"77"	"2014"	"2014"	59	1557239	3.8
	"77 years"	"77"	"2015"	"2015"	69	1639085	4.2
	"77 years"	"77"	"2016"	"2016"	69	1664566	4.1
	"77 years"	"77"	"2017"	"2017"	73	1729114	4.2
	"77 years"	"77"	"2018"	"2018"	73	1786181	4.1
	"77 years"	"77"	"2019"	"2019"	91	1911261	4.8
	"77 years"	"77"	"2020 "	"2020"	114	2147097	5.3
	"78 years"	"78"	"1999"	"1999"	42	1407240	3.0
	"78 years"	"78"	"2000"	"2000"	38	1431916	2.7
	"78 years"	"78"	"2001"	"2001"	47	1405933	3.3
	"78 years"	"78"	"2002"	"2002"	53	1436185	3.7
	"78 years"	"78"	"2003"	"2003"	54	1456995	3.7
	"78 years"	"78"	"2004"	"2004"	64	1425682	4.5
	"78 years"	"78"	"2005"	"2005"	67	1439475	4.7
	"78 years"	"78"	"2006"	"2006"	77	1441641	5.3
	"78 years"	"78"	"2007"	"2007"	51	1414814	3.6
	"78 years"	"78"	"2008"	"2008"	70	1464084	4.8
	"78 years"	"78"	"2009"	"2009"	72	1417539	5.1
	"78 years"	"78"	"2010"	"2010"	58	1400123	4.1
	"78 years"	"78"	"2011"	"2011"	53	1394574	3.8
	"78 years"	"78"	"2012"	"2012"	53	1377972	3.8
	"78 years"	"78"	"2013"	"2013"	57	1471162	3.9
	"78 years"	"78"	"2014"	"2014"	67	1481505	4.5
	"78 years"	"78"	"2015"	"2015"	57	1500813	3.8
	"78 years"	"78"	"2016"	"2016"	71	1578915	4.5
	"78 years"	"78"	"2017"	"2017"	81	1607240	5.0
	"78 years"	"78"	"2018"	"2018"	83	1666402	5.0
	"78 years"	"78"	"2019"	"2019"	87	1720817	5.1
	"78 years"	"78"	"2020 "	"2020"	97	1839828	5.3
	"79 years"	"79"	"1999"	"1999"	45	1258983	3.6
	"79 years"	"79"	"2000"	"2000"	48	1314908	3.7
	"79 years"	"79"	"2001"	"2001"	37	1346388	2.7
	"79 years"	"79"	"2002"	"2002"	47	1336099	3.5
	"79 years"	"79"	"2003"	"2003"	57	1366120	4.2
	"79 years"	"79"	"2004"	"2004"	65	1385977	4.7
	"79 years"	"79"	"2005"	"2005"	72	1357369	5.3
	"79 years"	"79"	"2006"	"2006"	70	1372532	5.1
	"79 years"	"79"	"2007"	"2007"	63	1375325	4.6
	"79 years"	"79"	"2008"	"2008"	49	1350299	3.6
	"79 years"	"79"	"2009"	"2009"	59	1398480	4.2
	"79 years"	"79"	"2010"	"2010"	51	1371195	3.7
	"79 years"	"79"	"2011"	"2011"	64	1344087	4.8
	"79 years"	"79"	"2012"	"2012"	59	1337956	4.4
	"79 years"	"79"	"2013"	"2013"	62	1321197	4.7
	"79 years"	"79"	"2014"	"2014"	63	1414235	4.5
	"79 years"	"79"	"2015"	"2015"	56	1422071	3.9
	"79 years"	"79"	"2016"	"2016"	54	1439937	3.8
	"79 years"	"79"	"2017"	"2017"	70	1518513	4.6
	"79 years"	"79"	"2018"	"2018"	65	1542867	4.2
	"79 years"	"79"	"2019"	"2019"	95	1599909	5.9
	"79 years"	"79"	"2020 "	"2020"	71	1649916	4.3
	"80 years"	"80"	"1999"	"1999"	40	1189382	3.4
	"80 years"	"80"	"2000"	"2000"	55	1207365	4.6
	"80 years"	"80"	"2001"	"2001"	49	1254832	3.9
	"80 years"	"80"	"2002"	"2002"	45	1269310	3.5
	"80 years"	"80"	"2003"	"2003"	46	1259724	3.7
	"80 years"	"80"	"2004"	"2004"	56	1286733	4.4
	"80 years"	"80"	"2005"	"2005"	77	1305661	5.9
	"80 years"	"80"	"2006"	"2006"	86	1278890	6.7
	"80 years"	"80"	"2007"	"2007"	54	1292775	4.2
	"80 years"	"80"	"2008"	"2008"	67	1294601	5.2
	"80 years"	"80"	"2009"	"2009"	56	1270444	4.4
	"80 years"	"80"	"2010"	"2010"	60	1308511	4.6
	"80 years"	"80"	"2011"	"2011"	48	1293211	3.7
	"80 years"	"80"	"2012"	"2012"	52	1283660	4.1
	"80 years"	"80"	"2013"	"2013"	55	1277377	4.3
	"80 years"	"80"	"2014"	"2014"	52	1264072	4.1
	"80 years"	"80"	"2015"	"2015"	60	1351196	4.4
	"80 years"	"80"	"2016"	"2016"	51	1358260	3.8
	"80 years"	"80"	"2017"	"2017"	52	1378494	3.8
	"80 years"	"80"	"2018"	"2018"	63	1451583	4.3
	"80 years"	"80"	"2019"	"2019"	56	1475278	3.8
	"80 years"	"80"	"2020 "	"2020"	67	1526957	4.4
	"81 years"	"81"	"1999"	"1999"	44	1047265	4.2
	"81 years"	"81"	"2000"	"2000"	26	1072048	2.4
	"81 years"	"81"	"2001"	"2001"	38	1154138	3.3
	"81 years"	"81"	"2002"	"2002"	48	1180698	4.1
	"81 years"	"81"	"2003"	"2003"	65	1196760	5.4
	"81 years"	"81"	"2004"	"2004"	60	1189534	5.0
	"81 years"	"81"	"2005"	"2005"	71	1218283	5.8
	"81 years"	"81"	"2006"	"2006"	78	1239927	6.3
	"81 years"	"81"	"2007"	"2007"	40	1216593	3.3
	"81 years"	"81"	"2008"	"2008"	43	1232307	3.5
	"81 years"	"81"	"2009"	"2009"	53	1236769	4.3
	"81 years"	"81"	"2010"	"2010"	44	1212865	3.6
	"81 years"	"81"	"2011"	"2011"	57	1253347	4.5
	"81 years"	"81"	"2012"	"2012"	44	1228420	3.6
	"81 years"	"81"	"2013"	"2013"	60	1219160	4.9
	"81 years"	"81"	"2014"	"2014"	42	1216009	3.5
	"81 years"	"81"	"2015"	"2015"	47	1201044	3.9
	"81 years"	"81"	"2016"	"2016"	52	1284298	4.0
	"81 years"	"81"	"2017"	"2017"	56	1293831	4.3
	"81 years"	"81"	"2018"	"2018"	62	1311488	4.7
	"81 years"	"81"	"2019"	"2019"	71	1381641	5.1
	"81 years"	"81"	"2020 "	"2020"	60	1400392	4.3
	"82 years"	"82"	"1999"	"1999"	36	972176	3.7
	"82 years"	"82"	"2000"	"2000"	37	981562	3.8
	"82 years"	"82"	"2001"	"2001"	38	993071	3.8
	"82 years"	"82"	"2002"	"2002"	42	1075053	3.9
	"82 years"	"82"	"2003"	"2003"	45	1100969	4.1
	"82 years"	"82"	"2004"	"2004"	52	1115106	4.7
	"82 years"	"82"	"2005"	"2005"	78	1109756	7.0
	"82 years"	"82"	"2006"	"2006"	75	1138135	6.6
	"82 years"	"82"	"2007"	"2007"	58	1158822	5.0
	"82 years"	"82"	"2008"	"2008"	43	1136851	3.8
	"82 years"	"82"	"2009"	"2009"	44	1152248	3.8
	"82 years"	"82"	"2010"	"2010"	48	1161421	4.1
	"82 years"	"82"	"2011"	"2011"	56	1145240	4.9
	"82 years"	"82"	"2012"	"2012"	49	1184179	4.1
	"82 years"	"82"	"2013"	"2013"	47	1160321	4.1
	"82 years"	"82"	"2014"	"2014"	50	1153634	4.3
	"82 years"	"82"	"2015"	"2015"	51	1148948	4.4
	"82 years"	"82"	"2016"	"2016"	45	1135109	4.0
	"82 years"	"82"	"2017"	"2017"	57	1216640	4.7
	"82 years"	"82"	"2018"	"2018"	49	1224165	4.0
	"82 years"	"82"	"2019"	"2019"	67	1241341	5.4
	"82 years"	"82"	"2020 "	"2020"	57	1303809	4.4
	"83 years"	"83"	"1999"	"1999"	36	875092	4.1
	"83 years"	"83"	"2000"	"2000"	38	883063	4.3
	"83 years"	"83"	"2001"	"2001"	29	927192	3.1
	"83 years"	"83"	"2002"	"2002"	47	919945	5.1
	"83 years"	"83"	"2003"	"2003"	47	997727	4.7
	"83 years"	"83"	"2004"	"2004"	50	1023151	4.9
	"83 years"	"83"	"2005"	"2005"	56	1038431	5.4
	"83 years"	"83"	"2006"	"2006"	79	1036784	7.6
	"83 years"	"83"	"2007"	"2007"	39	1065220	3.7
	"83 years"	"83"	"2008"	"2008"	47	1086404	4.3
	"83 years"	"83"	"2009"	"2009"	53	1067638	5.0
	"83 years"	"83"	"2010"	"2010"	33	1074809	3.1
	"83 years"	"83"	"2011"	"2011"	51	1087100	4.7
	"83 years"	"83"	"2012"	"2012"	39	1074693	3.6
	"83 years"	"83"	"2013"	"2013"	47	1111120	4.2
	"83 years"	"83"	"2014"	"2014"	49	1090465	4.5
	"83 years"	"83"	"2015"	"2015"	39	1082562	3.6
	"83 years"	"83"	"2016"	"2016"	41	1079082	3.8
	"83 years"	"83"	"2017"	"2017"	37	1068110	3.5
	"83 years"	"83"	"2018"	"2018"	49	1143669	4.3
	"83 years"	"83"	"2019"	"2019"	49	1151190	4.3
	"83 years"	"83"	"2020 "	"2020"	50	1163249	4.3
	"84 years"	"84"	"1999"	"1999"	47	798393	5.9
	"84 years"	"84"	"2000"	"2000"	39	801329	4.9
	"84 years"	"84"	"2001"	"2001"	31	808972	3.8
	"84 years"	"84"	"2002"	"2002"	38	849397	4.5
	"84 years"	"84"	"2003"	"2003"	46	843416	5.5
	"84 years"	"84"	"2004"	"2004"	52	913980	5.7
	"84 years"	"84"	"2005"	"2005"	60	939062	6.4
	"84 years"	"84"	"2006"	"2006"	66	954381	6.9
	"84 years"	"84"	"2007"	"2007"	39	953666	4.1
	"84 years"	"84"	"2008"	"2008"	35	980196	3.6
	"84 years"	"84"	"2009"	"2009"	56	1000612	5.6
	"84 years"	"84"	"2010"	"2010"	44	985721	4.5
	"84 years"	"84"	"2011"	"2011"	46	1007645	4.6
	"84 years"	"84"	"2012"	"2012"	50	1012099	4.9
	"84 years"	"84"	"2013"	"2013"	46	1000660	4.6
	"84 years"	"84"	"2014"	"2014"	56	1036186	5.4
	"84 years"	"84"	"2015"	"2015"	56	1015591	5.5
	"84 years"	"84"	"2016"	"2016"	43	1008890	4.3
	"84 years"	"84"	"2017"	"2017"	43	1008215	4.3
	"84 years"	"84"	"2018"	"2018"	52	996403	5.2
	"84 years"	"84"	"2019"	"2019"	51	1067757	4.8
	"84 years"	"84"	"2020 "	"2020"	57	1070307	5.3
	"85 years"	"85"	"1999"	"1999"	28	Not Applicable	Not Applicable
	"85 years"	"85"	"2000"	"2000"	28	Not Applicable	Not Applicable
	"85 years"	"85"	"2001"	"2001"	29	Not Applicable	Not Applicable
	"85 years"	"85"	"2002"	"2002"	36	Not Applicable	Not Applicable
	"85 years"	"85"	"2003"	"2003"	50	Not Applicable	Not Applicable
	"85 years"	"85"	"2004"	"2004"	47	Not Applicable	Not Applicable
	"85 years"	"85"	"2005"	"2005"	55	Not Applicable	Not Applicable
	"85 years"	"85"	"2006"	"2006"	63	Not Applicable	Not Applicable
	"85 years"	"85"	"2007"	"2007"	46	Not Applicable	Not Applicable
	"85 years"	"85"	"2008"	"2008"	46	Not Applicable	Not Applicable
	"85 years"	"85"	"2009"	"2009"	32	Not Applicable	Not Applicable
	"85 years"	"85"	"2010"	"2010"	53	Not Applicable	Not Applicable
	"85 years"	"85"	"2011"	"2011"	48	Not Applicable	Not Applicable
	"85 years"	"85"	"2012"	"2012"	51	Not Applicable	Not Applicable
	"85 years"	"85"	"2013"	"2013"	55	Not Applicable	Not Applicable
	"85 years"	"85"	"2014"	"2014"	49	Not Applicable	Not Applicable
	"85 years"	"85"	"2015"	"2015"	51	Not Applicable	Not Applicable
	"85 years"	"85"	"2016"	"2016"	41	Not Applicable	Not Applicable
	"85 years"	"85"	"2017"	"2017"	46	Not Applicable	Not Applicable
	"85 years"	"85"	"2018"	"2018"	49	Not Applicable	Not Applicable
	"85 years"	"85"	"2019"	"2019"	39	Not Applicable	Not Applicable
	"85 years"	"85"	"2020 "	"2020"	48	Not Applicable	Not Applicable
	"86 years"	"86"	"1999"	"1999"	37	Not Applicable	Not Applicable
	"86 years"	"86"	"2000"	"2000"	25	Not Applicable	Not Applicable
	"86 years"	"86"	"2001"	"2001"	29	Not Applicable	Not Applicable
	"86 years"	"86"	"2002"	"2002"	37	Not Applicable	Not Applicable
	"86 years"	"86"	"2003"	"2003"	41	Not Applicable	Not Applicable
	"86 years"	"86"	"2004"	"2004"	44	Not Applicable	Not Applicable
	"86 years"	"86"	"2005"	"2005"	54	Not Applicable	Not Applicable
	"86 years"	"86"	"2006"	"2006"	45	Not Applicable	Not Applicable
	"86 years"	"86"	"2007"	"2007"	35	Not Applicable	Not Applicable
	"86 years"	"86"	"2008"	"2008"	29	Not Applicable	Not Applicable
	"86 years"	"86"	"2009"	"2009"	40	Not Applicable	Not Applicable
	"86 years"	"86"	"2010"	"2010"	38	Not Applicable	Not Applicable
	"86 years"	"86"	"2011"	"2011"	40	Not Applicable	Not Applicable
	"86 years"	"86"	"2012"	"2012"	29	Not Applicable	Not Applicable
	"86 years"	"86"	"2013"	"2013"	37	Not Applicable	Not Applicable
	"86 years"	"86"	"2014"	"2014"	44	Not Applicable	Not Applicable
	"86 years"	"86"	"2015"	"2015"	41	Not Applicable	Not Applicable
	"86 years"	"86"	"2016"	"2016"	48	Not Applicable	Not Applicable
	"86 years"	"86"	"2017"	"2017"	39	Not Applicable	Not Applicable
	"86 years"	"86"	"2018"	"2018"	43	Not Applicable	Not Applicable
	"86 years"	"86"	"2019"	"2019"	44	Not Applicable	Not Applicable
	"86 years"	"86"	"2020 "	"2020"	36	Not Applicable	Not Applicable
	"87 years"	"87"	"1999"	"1999"	23	Not Applicable	Not Applicable
	"87 years"	"87"	"2000"	"2000"	39	Not Applicable	Not Applicable
	"87 years"	"87"	"2001"	"2001"	32	Not Applicable	Not Applicable
	"87 years"	"87"	"2002"	"2002"	30	Not Applicable	Not Applicable
	"87 years"	"87"	"2003"	"2003"	32	Not Applicable	Not Applicable
	"87 years"	"87"	"2004"	"2004"	34	Not Applicable	Not Applicable
	"87 years"	"87"	"2005"	"2005"	48	Not Applicable	Not Applicable
	"87 years"	"87"	"2006"	"2006"	46	Not Applicable	Not Applicable
	"87 years"	"87"	"2007"	"2007"	26	Not Applicable	Not Applicable
	"87 years"	"87"	"2008"	"2008"	32	Not Applicable	Not Applicable
	"87 years"	"87"	"2009"	"2009"	44	Not Applicable	Not Applicable
	"87 years"	"87"	"2010"	"2010"	47	Not Applicable	Not Applicable
	"87 years"	"87"	"2011"	"2011"	36	Not Applicable	Not Applicable
	"87 years"	"87"	"2012"	"2012"	42	Not Applicable	Not Applicable
	"87 years"	"87"	"2013"	"2013"	42	Not Applicable	Not Applicable
	"87 years"	"87"	"2014"	"2014"	31	Not Applicable	Not Applicable
	"87 years"	"87"	"2015"	"2015"	58	Not Applicable	Not Applicable
	"87 years"	"87"	"2016"	"2016"	43	Not Applicable	Not Applicable
	"87 years"	"87"	"2017"	"2017"	34	Not Applicable	Not Applicable
	"87 years"	"87"	"2018"	"2018"	37	Not Applicable	Not Applicable
	"87 years"	"87"	"2019"	"2019"	38	Not Applicable	Not Applicable
	"87 years"	"87"	"2020 "	"2020"	32	Not Applicable	Not Applicable
	"88 years"	"88"	"1999"	"1999"	20	Not Applicable	Not Applicable
	"88 years"	"88"	"2000"	"2000"	34	Not Applicable	Not Applicable
	"88 years"	"88"	"2001"	"2001"	23	Not Applicable	Not Applicable
	"88 years"	"88"	"2002"	"2002"	27	Not Applicable	Not Applicable
	"88 years"	"88"	"2003"	"2003"	36	Not Applicable	Not Applicable
	"88 years"	"88"	"2004"	"2004"	25	Not Applicable	Not Applicable
	"88 years"	"88"	"2005"	"2005"	35	Not Applicable	Not Applicable
	"88 years"	"88"	"2006"	"2006"	48	Not Applicable	Not Applicable
	"88 years"	"88"	"2007"	"2007"	31	Not Applicable	Not Applicable
	"88 years"	"88"	"2008"	"2008"	23	Not Applicable	Not Applicable
	"88 years"	"88"	"2009"	"2009"	29	Not Applicable	Not Applicable
	"88 years"	"88"	"2010"	"2010"	33	Not Applicable	Not Applicable
	"88 years"	"88"	"2011"	"2011"	25	Not Applicable	Not Applicable
	"88 years"	"88"	"2012"	"2012"	28	Not Applicable	Not Applicable
	"88 years"	"88"	"2013"	"2013"	44	Not Applicable	Not Applicable
	"88 years"	"88"	"2014"	"2014"	31	Not Applicable	Not Applicable
	"88 years"	"88"	"2015"	"2015"	47	Not Applicable	Not Applicable
	"88 years"	"88"	"2016"	"2016"	31	Not Applicable	Not Applicable
	"88 years"	"88"	"2017"	"2017"	39	Not Applicable	Not Applicable
	"88 years"	"88"	"2018"	"2018"	36	Not Applicable	Not Applicable
	"88 years"	"88"	"2019"	"2019"	36	Not Applicable	Not Applicable
	"88 years"	"88"	"2020 "	"2020"	33	Not Applicable	Not Applicable
	"89 years"	"89"	"1999"	"1999"	26	Not Applicable	Not Applicable
	"89 years"	"89"	"2000"	"2000"	24	Not Applicable	Not Applicable
	"89 years"	"89"	"2001"	"2001"	23	Not Applicable	Not Applicable
	"89 years"	"89"	"2002"	"2002"	29	Not Applicable	Not Applicable
	"89 years"	"89"	"2003"	"2003"	28	Not Applicable	Not Applicable
	"89 years"	"89"	"2004"	"2004"	29	Not Applicable	Not Applicable
	"89 years"	"89"	"2005"	"2005"	43	Not Applicable	Not Applicable
	"89 years"	"89"	"2006"	"2006"	48	Not Applicable	Not Applicable
	"89 years"	"89"	"2007"	"2007"	25	Not Applicable	Not Applicable
	"89 years"	"89"	"2008"	"2008"	25	Not Applicable	Not Applicable
	"89 years"	"89"	"2009"	"2009"	24	Not Applicable	Not Applicable
	"89 years"	"89"	"2010"	"2010"	22	Not Applicable	Not Applicable
	"89 years"	"89"	"2011"	"2011"	26	Not Applicable	Not Applicable
	"89 years"	"89"	"2012"	"2012"	24	Not Applicable	Not Applicable
	"89 years"	"89"	"2013"	"2013"	34	Not Applicable	Not Applicable
	"89 years"	"89"	"2014"	"2014"	36	Not Applicable	Not Applicable
	"89 years"	"89"	"2015"	"2015"	35	Not Applicable	Not Applicable
	"89 years"	"89"	"2016"	"2016"	34	Not Applicable	Not Applicable
	"89 years"	"89"	"2017"	"2017"	29	Not Applicable	Not Applicable
	"89 years"	"89"	"2018"	"2018"	27	Not Applicable	Not Applicable
	"89 years"	"89"	"2019"	"2019"	25	Not Applicable	Not Applicable
	"89 years"	"89"	"2020 "	"2020"	38	Not Applicable	Not Applicable
