"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"30 years"	"30"	"2005"	"2005"	539	3866581	13.9
	"30 years"	"30"	"2006"	"2006"	637	3779051	16.9
	"30 years"	"30"	"2007"	"2007"	671	3894527	17.2
	"30 years"	"30"	"2008"	"2008"	697	3970191	17.6
	"30 years"	"30"	"2009"	"2009"	757	4104133	18.4
	"30 years"	"30"	"2010"	"2010"	852	4285668	19.9
	"30 years"	"30"	"2011"	"2011"	959	4224516	22.7
	"30 years"	"30"	"2012"	"2012"	940	4283410	21.9
	"30 years"	"30"	"2013"	"2013"	975	4294831	22.7
	"30 years"	"30"	"2014"	"2014"	1024	4250780	24.1
	"30 years"	"30"	"2015"	"2015"	1219	4417209	27.6
	"30 years"	"30"	"2016"	"2016"	1594	4392155	36.3
	"30 years"	"30"	"2017"	"2017"	1777	4410631	40.3
	"30 years"	"30"	"2018"	"2018"	1812	4501282	40.3
	"30 years"	"30"	"2019"	"2019"	1808	4614384	39.2
	"30 years"	"30"	"2020 "	"2020"	2490	4821081	51.6
	"31 years"	"31"	"1999"	"1999"	377	3936187	9.6
	"31 years"	"31"	"2000"	"2000"	385	4011575	9.6
	"31 years"	"31"	"2001"	"2001"	397	4302689	9.2
	"31 years"	"31"	"2002"	"2002"	508	4210913	12.1
	"31 years"	"31"	"2003"	"2003"	534	3973726	13.4
	"31 years"	"31"	"2004"	"2004"	462	3790984	12.2
	"31 years"	"31"	"2005"	"2005"	520	3705594	14.0
	"31 years"	"31"	"2006"	"2006"	682	3824265	17.8
	"31 years"	"31"	"2007"	"2007"	661	3724612	17.7
	"31 years"	"31"	"2008"	"2008"	674	3828094	17.6
	"31 years"	"31"	"2009"	"2009"	720	3890200	18.5
	"31 years"	"31"	"2010"	"2010"	816	3970218	20.6
	"31 years"	"31"	"2011"	"2011"	928	4317087	21.5
	"31 years"	"31"	"2012"	"2012"	957	4242178	22.6
	"31 years"	"31"	"2013"	"2013"	999	4297330	23.2
	"31 years"	"31"	"2014"	"2014"	1089	4318706	25.2
	"31 years"	"31"	"2015"	"2015"	1221	4278233	28.5
	"31 years"	"31"	"2016"	"2016"	1657	4423807	37.5
	"31 years"	"31"	"2017"	"2017"	1831	4425408	41.4
	"31 years"	"31"	"2018"	"2018"	1721	4421549	38.9
	"31 years"	"31"	"2019"	"2019"	1863	4502311	41.4
	"31 years"	"31"	"2020 "	"2020"	2469	4627340	53.4
	"32 years"	"32"	"1999"	"1999"	434	4043957	10.7
	"32 years"	"32"	"2000"	"2000"	423	3994121	10.6
	"32 years"	"32"	"2001"	"2001"	444	4082902	10.9
	"32 years"	"32"	"2002"	"2002"	518	4330977	12.0
	"32 years"	"32"	"2003"	"2003"	567	4245067	13.4
	"32 years"	"32"	"2004"	"2004"	572	4023788	14.2
	"32 years"	"32"	"2005"	"2005"	623	3848038	16.2
	"32 years"	"32"	"2006"	"2006"	642	3772538	17.0
	"32 years"	"32"	"2007"	"2007"	683	3899463	17.5
	"32 years"	"32"	"2008"	"2008"	699	3807761	18.4
	"32 years"	"32"	"2009"	"2009"	741	3921281	18.9
	"32 years"	"32"	"2010"	"2010"	766	3986847	19.2
	"32 years"	"32"	"2011"	"2011"	926	4052694	22.8
	"32 years"	"32"	"2012"	"2012"	947	4332058	21.9
	"32 years"	"32"	"2013"	"2013"	1031	4254331	24.2
	"32 years"	"32"	"2014"	"2014"	1108	4320072	25.6
	"32 years"	"32"	"2015"	"2015"	1392	4343614	32.0
	"32 years"	"32"	"2016"	"2016"	1685	4283076	39.3
	"32 years"	"32"	"2017"	"2017"	1979	4453718	44.4
	"32 years"	"32"	"2018"	"2018"	1843	4433749	41.6
	"32 years"	"32"	"2019"	"2019"	1765	4421505	39.9
	"32 years"	"32"	"2020 "	"2020"	2551	4514736	56.5
	"33 years"	"33"	"1999"	"1999"	402	4079717	9.9
	"33 years"	"33"	"2000"	"2000"	439	4026573	10.9
	"33 years"	"33"	"2001"	"2001"	490	4014912	12.2
	"33 years"	"33"	"2002"	"2002"	543	4095531	13.3
	"33 years"	"33"	"2003"	"2003"	597	4337299	13.8
	"33 years"	"33"	"2004"	"2004"	558	4257394	13.1
	"33 years"	"33"	"2005"	"2005"	623	4035045	15.4
	"33 years"	"33"	"2006"	"2006"	657	3860165	17.0
	"33 years"	"33"	"2007"	"2007"	674	3780927	17.8
	"33 years"	"33"	"2008"	"2008"	697	3907253	17.8
	"33 years"	"33"	"2009"	"2009"	721	3813001	18.9
	"33 years"	"33"	"2010"	"2010"	764	3880150	19.7
	"33 years"	"33"	"2011"	"2011"	868	3976037	21.8
	"33 years"	"33"	"2012"	"2012"	965	4065562	23.7
	"33 years"	"33"	"2013"	"2013"	982	4342738	22.6
	"33 years"	"33"	"2014"	"2014"	1196	4276113	28.0
	"33 years"	"33"	"2015"	"2015"	1361	4341754	31.3
	"33 years"	"33"	"2016"	"2016"	1718	4345786	39.5
	"33 years"	"33"	"2017"	"2017"	1945	4310977	45.1
	"33 years"	"33"	"2018"	"2018"	1809	4461246	40.5
	"33 years"	"33"	"2019"	"2019"	1892	4432973	42.7
	"33 years"	"33"	"2020 "	"2020"	2523	4432699	56.9
	"34 years"	"34"	"1999"	"1999"	558	4362276	12.8
	"34 years"	"34"	"2000"	"2000"	473	4188149	11.3
	"34 years"	"34"	"2001"	"2001"	455	4033412	11.3
	"34 years"	"34"	"2002"	"2002"	587	4026721	14.6
	"34 years"	"34"	"2003"	"2003"	611	4102582	14.9
	"34 years"	"34"	"2004"	"2004"	651	4349395	15.0
	"34 years"	"34"	"2005"	"2005"	725	4268679	17.0
	"34 years"	"34"	"2006"	"2006"	761	4049149	18.8
	"34 years"	"34"	"2007"	"2007"	715	3871236	18.5
	"34 years"	"34"	"2008"	"2008"	664	3791506	17.5
	"34 years"	"34"	"2009"	"2009"	691	3916499	17.6
	"34 years"	"34"	"2010"	"2010"	757	3839216	19.7
	"34 years"	"34"	"2011"	"2011"	878	3940370	22.3
	"34 years"	"34"	"2012"	"2012"	890	3987787	22.3
	"34 years"	"34"	"2013"	"2013"	999	4075159	24.5
	"34 years"	"34"	"2014"	"2014"	1184	4362895	27.1
	"34 years"	"34"	"2015"	"2015"	1355	4294838	31.5
	"34 years"	"34"	"2016"	"2016"	1756	4341535	40.4
	"34 years"	"34"	"2017"	"2017"	1957	4371478	44.8
	"34 years"	"34"	"2018"	"2018"	1771	4318192	41.0
	"34 years"	"34"	"2019"	"2019"	1925	4460132	43.2
	"34 years"	"34"	"2020 "	"2020"	2449	4442547	55.1
	"35 years"	"35"	"1999"	"1999"	561	4605618	12.2
	"35 years"	"35"	"2000"	"2000"	563	4516118	12.5
	"35 years"	"35"	"2001"	"2001"	541	4161140	13.0
	"35 years"	"35"	"2002"	"2002"	638	4050190	15.8
	"35 years"	"35"	"2003"	"2003"	637	4042650	15.8
	"35 years"	"35"	"2004"	"2004"	702	4127056	17.0
	"35 years"	"35"	"2005"	"2005"	695	4377057	15.9
	"35 years"	"35"	"2006"	"2006"	774	4302604	18.0
	"35 years"	"35"	"2007"	"2007"	786	4083733	19.2
	"35 years"	"35"	"2008"	"2008"	752	3908041	19.2
	"35 years"	"35"	"2009"	"2009"	652	3829432	17.0
	"35 years"	"35"	"2010"	"2010"	796	3956434	20.1
	"35 years"	"35"	"2011"	"2011"	845	3827920	22.1
	"35 years"	"35"	"2012"	"2012"	878	3950567	22.2
	"35 years"	"35"	"2013"	"2013"	962	3996723	24.1
	"35 years"	"35"	"2014"	"2014"	1125	4094039	27.5
	"35 years"	"35"	"2015"	"2015"	1375	4379404	31.4
	"35 years"	"35"	"2016"	"2016"	1735	4293125	40.4
	"35 years"	"35"	"2017"	"2017"	1963	4364947	45.0
	"35 years"	"35"	"2018"	"2018"	1832	4376401	41.9
	"35 years"	"35"	"2019"	"2019"	1964	4315866	45.5
	"35 years"	"35"	"2020 "	"2020"	2563	4466747	57.4
	"36 years"	"36"	"1999"	"1999"	609	4543561	13.4
	"36 years"	"36"	"2000"	"2000"	618	4511168	13.7
	"36 years"	"36"	"2001"	"2001"	602	4457678	13.5
	"36 years"	"36"	"2002"	"2002"	722	4168398	17.3
	"36 years"	"36"	"2003"	"2003"	714	4051962	17.6
	"36 years"	"36"	"2004"	"2004"	677	4048580	16.7
	"36 years"	"36"	"2005"	"2005"	711	4130501	17.2
	"36 years"	"36"	"2006"	"2006"	777	4380502	17.7
	"36 years"	"36"	"2007"	"2007"	807	4302578	18.8
	"36 years"	"36"	"2008"	"2008"	775	4083819	19.0
	"36 years"	"36"	"2009"	"2009"	743	3905615	19.0
	"36 years"	"36"	"2010"	"2010"	780	3802087	20.5
	"36 years"	"36"	"2011"	"2011"	833	3952699	21.1
	"36 years"	"36"	"2012"	"2012"	875	3836469	22.8
	"36 years"	"36"	"2013"	"2013"	915	3957642	23.1
	"36 years"	"36"	"2014"	"2014"	1064	4014413	26.5
	"36 years"	"36"	"2015"	"2015"	1325	4108775	32.2
	"36 years"	"36"	"2016"	"2016"	1679	4375562	38.4
	"36 years"	"36"	"2017"	"2017"	1976	4313987	45.8
	"36 years"	"36"	"2018"	"2018"	1851	4366923	42.4
	"36 years"	"36"	"2019"	"2019"	1912	4372444	43.7
	"36 years"	"36"	"2020 "	"2020"	2512	4319361	58.2
	"37 years"	"37"	"1999"	"1999"	666	4582792	14.5
	"37 years"	"37"	"2000"	"2000"	644	4517060	14.3
	"37 years"	"37"	"2001"	"2001"	710	4534648	15.7
	"37 years"	"37"	"2002"	"2002"	734	4459389	16.5
	"37 years"	"37"	"2003"	"2003"	774	4165007	18.6
	"37 years"	"37"	"2004"	"2004"	773	4051890	19.1
	"37 years"	"37"	"2005"	"2005"	772	4044933	19.1
	"37 years"	"37"	"2006"	"2006"	864	4126573	20.9
	"37 years"	"37"	"2007"	"2007"	887	4370533	20.3
	"37 years"	"37"	"2008"	"2008"	900	4291673	21.0
	"37 years"	"37"	"2009"	"2009"	783	4071181	19.2
	"37 years"	"37"	"2010"	"2010"	775	3934445	19.7
	"37 years"	"37"	"2011"	"2011"	804	3833451	21.0
	"37 years"	"37"	"2012"	"2012"	874	3959492	22.1
	"37 years"	"37"	"2013"	"2013"	888	3842679	23.1
	"37 years"	"37"	"2014"	"2014"	1035	3974190	26.0
	"37 years"	"37"	"2015"	"2015"	1236	4028403	30.7
	"37 years"	"37"	"2016"	"2016"	1609	4103498	39.2
	"37 years"	"37"	"2017"	"2017"	1847	4394351	42.0
	"37 years"	"37"	"2018"	"2018"	1816	4313086	42.1
	"37 years"	"37"	"2019"	"2019"	1919	4361286	44.0
	"37 years"	"37"	"2020 "	"2020"	2554	4374441	58.4
	"38 years"	"38"	"1999"	"1999"	739	4530009	16.3
	"38 years"	"38"	"2000"	"2000"	701	4553814	15.4
	"38 years"	"38"	"2001"	"2001"	781	4529329	17.2
	"38 years"	"38"	"2002"	"2002"	869	4538848	19.1
	"38 years"	"38"	"2003"	"2003"	847	4462051	19.0
	"38 years"	"38"	"2004"	"2004"	840	4174027	20.1
	"38 years"	"38"	"2005"	"2005"	849	4060608	20.9
	"38 years"	"38"	"2006"	"2006"	905	4056686	22.3
	"38 years"	"38"	"2007"	"2007"	866	4136991	20.9
	"38 years"	"38"	"2008"	"2008"	874	4382157	19.9
	"38 years"	"38"	"2009"	"2009"	869	4304006	20.2
	"38 years"	"38"	"2010"	"2010"	858	4121880	20.8
	"38 years"	"38"	"2011"	"2011"	882	3898503	22.6
	"38 years"	"38"	"2012"	"2012"	816	3839004	21.3
	"38 years"	"38"	"2013"	"2013"	872	3964301	22.0
	"38 years"	"38"	"2014"	"2014"	976	3859181	25.3
	"38 years"	"38"	"2015"	"2015"	1190	3987141	29.8
	"38 years"	"38"	"2016"	"2016"	1580	4022119	39.3
	"38 years"	"38"	"2017"	"2017"	1671	4120468	40.6
	"38 years"	"38"	"2018"	"2018"	1824	4391406	41.5
	"38 years"	"38"	"2019"	"2019"	1904	4305576	44.2
	"38 years"	"38"	"2020 "	"2020"	2486	4362662	57.0
	"39 years"	"39"	"1999"	"1999"	667	4620569	14.4
	"39 years"	"39"	"2000"	"2000"	744	4608504	16.1
	"39 years"	"39"	"2001"	"2001"	814	4553123	17.9
	"39 years"	"39"	"2002"	"2002"	874	4534393	19.3
	"39 years"	"39"	"2003"	"2003"	946	4542489	20.8
	"39 years"	"39"	"2004"	"2004"	878	4473096	19.6
	"39 years"	"39"	"2005"	"2005"	819	4185554	19.6
	"39 years"	"39"	"2006"	"2006"	959	4074868	23.5
	"39 years"	"39"	"2007"	"2007"	873	4070056	21.4
	"39 years"	"39"	"2008"	"2008"	890	4151773	21.4
	"39 years"	"39"	"2009"	"2009"	910	4397562	20.7
	"39 years"	"39"	"2010"	"2010"	929	4364796	21.3
	"39 years"	"39"	"2011"	"2011"	964	4081736	23.6
	"39 years"	"39"	"2012"	"2012"	919	3902667	23.5
	"39 years"	"39"	"2013"	"2013"	912	3842425	23.7
	"39 years"	"39"	"2014"	"2014"	1004	3979827	25.2
	"39 years"	"39"	"2015"	"2015"	1076	3870862	27.8
	"39 years"	"39"	"2016"	"2016"	1490	3979601	37.4
	"39 years"	"39"	"2017"	"2017"	1719	4038244	42.6
	"39 years"	"39"	"2018"	"2018"	1734	4115771	42.1
	"39 years"	"39"	"2019"	"2019"	1898	4382349	43.3
	"39 years"	"39"	"2020 "	"2020"	2576	4305093	59.8
	"40 years"	"40"	"1999"	"1999"	730	4667525	15.6
	"40 years"	"40"	"2000"	"2000"	794	4711434	16.9
	"40 years"	"40"	"2001"	"2001"	839	4606601	18.2
	"40 years"	"40"	"2002"	"2002"	945	4551912	20.8
	"40 years"	"40"	"2003"	"2003"	950	4529389	21.0
	"40 years"	"40"	"2004"	"2004"	1025	4540929	22.6
	"40 years"	"40"	"2005"	"2005"	992	4470383	22.2
	"40 years"	"40"	"2006"	"2006"	960	4184594	22.9
	"40 years"	"40"	"2007"	"2007"	934	4071341	22.9
	"40 years"	"40"	"2008"	"2008"	868	4065710	21.3
	"40 years"	"40"	"2009"	"2009"	937	4145183	22.6
	"40 years"	"40"	"2010"	"2010"	954	4383274	21.8
	"40 years"	"40"	"2011"	"2011"	1030	4323778	23.8
	"40 years"	"40"	"2012"	"2012"	924	4084481	22.6
	"40 years"	"40"	"2013"	"2013"	928	3904767	23.8
	"40 years"	"40"	"2014"	"2014"	968	3856888	25.1
	"40 years"	"40"	"2015"	"2015"	1125	3989839	28.2
	"40 years"	"40"	"2016"	"2016"	1297	3862150	33.6
	"40 years"	"40"	"2017"	"2017"	1637	3994423	41.0
	"40 years"	"40"	"2018"	"2018"	1570	4031314	38.9
	"40 years"	"40"	"2019"	"2019"	1829	4105313	44.6
	"40 years"	"40"	"2020 "	"2020"	2529	4378957	57.8
	"41 years"	"41"	"1999"	"1999"	794	4461898	17.8
	"41 years"	"41"	"2000"	"2000"	818	4466676	18.3
	"41 years"	"41"	"2001"	"2001"	830	4700471	17.7
	"41 years"	"41"	"2002"	"2002"	1045	4610846	22.7
	"41 years"	"41"	"2003"	"2003"	1041	4556844	22.8
	"41 years"	"41"	"2004"	"2004"	1028	4540376	22.6
	"41 years"	"41"	"2005"	"2005"	1063	4553968	23.3
	"41 years"	"41"	"2006"	"2006"	1042	4488189	23.2
	"41 years"	"41"	"2007"	"2007"	1012	4202260	24.1
	"41 years"	"41"	"2008"	"2008"	955	4090091	23.3
	"41 years"	"41"	"2009"	"2009"	946	4085265	23.2
	"41 years"	"41"	"2010"	"2010"	915	4114985	22.2
	"41 years"	"41"	"2011"	"2011"	1024	4384253	23.4
	"41 years"	"41"	"2012"	"2012"	985	4324963	22.8
	"41 years"	"41"	"2013"	"2013"	963	4084927	23.6
	"41 years"	"41"	"2014"	"2014"	1039	3917413	26.5
	"41 years"	"41"	"2015"	"2015"	1039	3865228	26.9
	"41 years"	"41"	"2016"	"2016"	1332	3979596	33.5
	"41 years"	"41"	"2017"	"2017"	1527	3875738	39.4
	"41 years"	"41"	"2018"	"2018"	1567	3986156	39.3
	"41 years"	"41"	"2019"	"2019"	1635	4020254	40.7
	"41 years"	"41"	"2020 "	"2020"	2273	4100150	55.4
	"42 years"	"42"	"1999"	"1999"	757	4506931	16.8
	"42 years"	"42"	"2000"	"2000"	753	4547220	16.6
	"42 years"	"42"	"2001"	"2001"	806	4514435	17.9
	"42 years"	"42"	"2002"	"2002"	1002	4699196	21.3
	"42 years"	"42"	"2003"	"2003"	1013	4606465	22.0
	"42 years"	"42"	"2004"	"2004"	1071	4555019	23.5
	"42 years"	"42"	"2005"	"2005"	1092	4537278	24.1
	"42 years"	"42"	"2006"	"2006"	1257	4552280	27.6
	"42 years"	"42"	"2007"	"2007"	1103	4485432	24.6
	"42 years"	"42"	"2008"	"2008"	1004	4199463	23.9
	"42 years"	"42"	"2009"	"2009"	1003	4085849	24.5
	"42 years"	"42"	"2010"	"2010"	913	4076104	22.4
	"42 years"	"42"	"2011"	"2011"	1063	4159664	25.6
	"42 years"	"42"	"2012"	"2012"	1034	4384022	23.6
	"42 years"	"42"	"2013"	"2013"	1134	4323573	26.2
	"42 years"	"42"	"2014"	"2014"	1091	4095929	26.6
	"42 years"	"42"	"2015"	"2015"	1156	3924258	29.5
	"42 years"	"42"	"2016"	"2016"	1302	3854553	33.8
	"42 years"	"42"	"2017"	"2017"	1433	3990700	35.9
	"42 years"	"42"	"2018"	"2018"	1405	3866067	36.3
	"42 years"	"42"	"2019"	"2019"	1596	3974741	40.2
	"42 years"	"42"	"2020 "	"2020"	2134	4014287	53.2
	"43 years"	"43"	"1999"	"1999"	774	4297852	18.0
	"43 years"	"43"	"2000"	"2000"	781	4407870	17.7
	"43 years"	"43"	"2001"	"2001"	875	4523433	19.3
	"43 years"	"43"	"2002"	"2002"	1016	4515522	22.5
	"43 years"	"43"	"2003"	"2003"	1105	4699388	23.5
	"43 years"	"43"	"2004"	"2004"	1143	4610120	24.8
	"43 years"	"43"	"2005"	"2005"	1146	4559728	25.1
	"43 years"	"43"	"2006"	"2006"	1292	4544742	28.4
	"43 years"	"43"	"2007"	"2007"	1238	4560505	27.1
	"43 years"	"43"	"2008"	"2008"	1113	4495218	24.8
	"43 years"	"43"	"2009"	"2009"	991	4209233	23.5
	"43 years"	"43"	"2010"	"2010"	930	4105105	22.7
	"43 years"	"43"	"2011"	"2011"	981	4078100	24.1
	"43 years"	"43"	"2012"	"2012"	1029	4158551	24.7
	"43 years"	"43"	"2013"	"2013"	1082	4380926	24.7
	"43 years"	"43"	"2014"	"2014"	1123	4332491	25.9
	"43 years"	"43"	"2015"	"2015"	1176	4100708	28.7
	"43 years"	"43"	"2016"	"2016"	1345	3912307	34.4
	"43 years"	"43"	"2017"	"2017"	1425	3863455	36.9
	"43 years"	"43"	"2018"	"2018"	1462	3979609	36.7
	"43 years"	"43"	"2019"	"2019"	1487	3854040	38.6
	"43 years"	"43"	"2020 "	"2020"	2004	3967810	50.5
	"44 years"	"44"	"1999"	"1999"	798	4259922	18.7
	"44 years"	"44"	"2000"	"2000"	790	4308663	18.3
	"44 years"	"44"	"2001"	"2001"	871	4470894	19.5
	"44 years"	"44"	"2002"	"2002"	1013	4511955	22.5
	"44 years"	"44"	"2003"	"2003"	1131	4497961	25.1
	"44 years"	"44"	"2004"	"2004"	1091	4679182	23.3
	"44 years"	"44"	"2005"	"2005"	1194	4585528	26.0
	"44 years"	"44"	"2006"	"2006"	1336	4532763	29.5
	"44 years"	"44"	"2007"	"2007"	1165	4512801	25.8
	"44 years"	"44"	"2008"	"2008"	1246	4524541	27.5
	"44 years"	"44"	"2009"	"2009"	1104	4454485	24.8
	"44 years"	"44"	"2010"	"2010"	1073	4211496	25.5
	"44 years"	"44"	"2011"	"2011"	1099	4087850	26.9
	"44 years"	"44"	"2012"	"2012"	1007	4076204	24.7
	"44 years"	"44"	"2013"	"2013"	1094	4154727	26.3
	"44 years"	"44"	"2014"	"2014"	1192	4388762	27.2
	"44 years"	"44"	"2015"	"2015"	1315	4335165	30.3
	"44 years"	"44"	"2016"	"2016"	1443	4087645	35.3
	"44 years"	"44"	"2017"	"2017"	1394	3919057	35.6
	"44 years"	"44"	"2018"	"2018"	1438	3851155	37.3
	"44 years"	"44"	"2019"	"2019"	1463	3967275	36.9
	"44 years"	"44"	"2020 "	"2020"	1866	3846684	48.5
	"45 years"	"45"	"1999"	"1999"	757	4245882	17.8
	"45 years"	"45"	"2000"	"2000"	759	4341460	17.5
	"45 years"	"45"	"2001"	"2001"	858	4301955	19.9
	"45 years"	"45"	"2002"	"2002"	993	4461379	22.3
	"45 years"	"45"	"2003"	"2003"	998	4499971	22.2
	"45 years"	"45"	"2004"	"2004"	1121	4486566	25.0
	"45 years"	"45"	"2005"	"2005"	1188	4666734	25.5
	"45 years"	"45"	"2006"	"2006"	1273	4573546	27.8
	"45 years"	"45"	"2007"	"2007"	1227	4519792	27.1
	"45 years"	"45"	"2008"	"2008"	1237	4499251	27.5
	"45 years"	"45"	"2009"	"2009"	1197	4509265	26.5
	"45 years"	"45"	"2010"	"2010"	1111	4508868	24.6
	"45 years"	"45"	"2011"	"2011"	1126	4170798	27.0
	"45 years"	"45"	"2012"	"2012"	1117	4084512	27.3
	"45 years"	"45"	"2013"	"2013"	1083	4070408	26.6
	"45 years"	"45"	"2014"	"2014"	1128	4161450	27.1
	"45 years"	"45"	"2015"	"2015"	1321	4389345	30.1
	"45 years"	"45"	"2016"	"2016"	1492	4319616	34.5
	"45 years"	"45"	"2017"	"2017"	1541	4091579	37.7
	"45 years"	"45"	"2018"	"2018"	1430	3904041	36.6
	"45 years"	"45"	"2019"	"2019"	1434	3837909	37.4
	"45 years"	"45"	"2020 "	"2020"	1857	3957972	46.9
	"46 years"	"46"	"1999"	"1999"	688	3994950	17.2
	"46 years"	"46"	"2000"	"2000"	637	4087563	15.6
	"46 years"	"46"	"2001"	"2001"	814	4331582	18.8
	"46 years"	"46"	"2002"	"2002"	992	4301101	23.1
	"46 years"	"46"	"2003"	"2003"	1065	4462427	23.9
	"46 years"	"46"	"2004"	"2004"	1130	4506067	25.1
	"46 years"	"46"	"2005"	"2005"	1127	4496805	25.1
	"46 years"	"46"	"2006"	"2006"	1357	4682144	29.0
	"46 years"	"46"	"2007"	"2007"	1255	4591932	27.3
	"46 years"	"46"	"2008"	"2008"	1324	4541484	29.2
	"46 years"	"46"	"2009"	"2009"	1332	4523596	29.4
	"46 years"	"46"	"2010"	"2010"	1220	4519761	27.0
	"46 years"	"46"	"2011"	"2011"	1215	4428601	27.4
	"46 years"	"46"	"2012"	"2012"	1147	4165735	27.5
	"46 years"	"46"	"2013"	"2013"	1122	4076903	27.5
	"46 years"	"46"	"2014"	"2014"	1184	4076237	29.0
	"46 years"	"46"	"2015"	"2015"	1343	4160573	32.3
	"46 years"	"46"	"2016"	"2016"	1560	4371961	35.7
	"46 years"	"46"	"2017"	"2017"	1705	4320583	39.5
	"46 years"	"46"	"2018"	"2018"	1512	4074459	37.1
	"46 years"	"46"	"2019"	"2019"	1363	3889372	35.0
	"46 years"	"46"	"2020 "	"2020"	1906	3826694	49.8
	"47 years"	"47"	"1999"	"1999"	574	3937147	14.6
	"47 years"	"47"	"2000"	"2000"	663	4019692	16.5
	"47 years"	"47"	"2001"	"2001"	732	4152347	17.6
	"47 years"	"47"	"2002"	"2002"	901	4330110	20.8
	"47 years"	"47"	"2003"	"2003"	1013	4300483	23.6
	"47 years"	"47"	"2004"	"2004"	1112	4465196	24.9
	"47 years"	"47"	"2005"	"2005"	1234	4511695	27.4
	"47 years"	"47"	"2006"	"2006"	1293	4506142	28.7
	"47 years"	"47"	"2007"	"2007"	1356	4694196	28.9
	"47 years"	"47"	"2008"	"2008"	1301	4606123	28.2
	"47 years"	"47"	"2009"	"2009"	1328	4557336	29.1
	"47 years"	"47"	"2010"	"2010"	1258	4535265	27.7
	"47 years"	"47"	"2011"	"2011"	1245	4517819	27.6
	"47 years"	"47"	"2012"	"2012"	1277	4421347	28.9
	"47 years"	"47"	"2013"	"2013"	1240	4156273	29.8
	"47 years"	"47"	"2014"	"2014"	1223	4082150	30.0
	"47 years"	"47"	"2015"	"2015"	1256	4073685	30.8
	"47 years"	"47"	"2016"	"2016"	1425	4142964	34.4
	"47 years"	"47"	"2017"	"2017"	1775	4370964	40.6
	"47 years"	"47"	"2018"	"2018"	1481	4301318	34.4
	"47 years"	"47"	"2019"	"2019"	1554	4058038	38.3
	"47 years"	"47"	"2020 "	"2020"	1877	3876923	48.4
	"48 years"	"48"	"1999"	"1999"	528	3710656	14.2
	"48 years"	"48"	"2000"	"2000"	568	3885145	14.6
	"48 years"	"48"	"2001"	"2001"	678	4018921	16.9
	"48 years"	"48"	"2002"	"2002"	852	4143330	20.6
	"48 years"	"48"	"2003"	"2003"	971	4317939	22.5
	"48 years"	"48"	"2004"	"2004"	1048	4287486	24.4
	"48 years"	"48"	"2005"	"2005"	1146	4449860	25.8
	"48 years"	"48"	"2006"	"2006"	1299	4495342	28.9
	"48 years"	"48"	"2007"	"2007"	1288	4487653	28.7
	"48 years"	"48"	"2008"	"2008"	1245	4672955	26.6
	"48 years"	"48"	"2009"	"2009"	1349	4582655	29.4
	"48 years"	"48"	"2010"	"2010"	1292	4538796	28.5
	"48 years"	"48"	"2011"	"2011"	1342	4521355	29.7
	"48 years"	"48"	"2012"	"2012"	1293	4508318	28.7
	"48 years"	"48"	"2013"	"2013"	1264	4409800	28.7
	"48 years"	"48"	"2014"	"2014"	1281	4158996	30.8
	"48 years"	"48"	"2015"	"2015"	1295	4077689	31.8
	"48 years"	"48"	"2016"	"2016"	1506	4055074	37.1
	"48 years"	"48"	"2017"	"2017"	1688	4140010	40.8
	"48 years"	"48"	"2018"	"2018"	1573	4349714	36.2
	"48 years"	"48"	"2019"	"2019"	1695	4282657	39.6
	"48 years"	"48"	"2020 "	"2020"	2045	4043448	50.6
	"49 years"	"49"	"1999"	"1999"	495	3765572	13.1
	"49 years"	"49"	"2000"	"2000"	544	3758544	14.5
	"49 years"	"49"	"2001"	"2001"	578	3894178	14.8
	"49 years"	"49"	"2002"	"2002"	713	4016368	17.8
	"49 years"	"49"	"2003"	"2003"	899	4141856	21.7
	"49 years"	"49"	"2004"	"2004"	994	4319947	23.0
	"49 years"	"49"	"2005"	"2005"	1102	4292077	25.7
	"49 years"	"49"	"2006"	"2006"	1242	4458112	27.9
	"49 years"	"49"	"2007"	"2007"	1270	4506188	28.2
	"49 years"	"49"	"2008"	"2008"	1298	4501160	28.8
	"49 years"	"49"	"2009"	"2009"	1253	4689393	26.7
	"49 years"	"49"	"2010"	"2010"	1287	4605901	27.9
	"49 years"	"49"	"2011"	"2011"	1409	4519432	31.2
	"49 years"	"49"	"2012"	"2012"	1344	4509567	29.8
	"49 years"	"49"	"2013"	"2013"	1338	4494922	29.8
	"49 years"	"49"	"2014"	"2014"	1319	4409209	29.9
	"49 years"	"49"	"2015"	"2015"	1372	4152552	33.0
	"49 years"	"49"	"2016"	"2016"	1569	4058008	38.7
	"49 years"	"49"	"2017"	"2017"	1567	4050722	38.7
	"49 years"	"49"	"2018"	"2018"	1594	4117603	38.7
	"49 years"	"49"	"2019"	"2019"	1719	4329775	39.7
	"49 years"	"49"	"2020 "	"2020"	2118	4265569	49.7
	"50 years"	"50"	"1999"	"1999"	404	3762700	10.7
	"50 years"	"50"	"2000"	"2000"	456	3808515	12.0
	"50 years"	"50"	"2001"	"2001"	570	3796146	15.0
	"50 years"	"50"	"2002"	"2002"	686	3881009	17.7
	"50 years"	"50"	"2003"	"2003"	784	3998812	19.6
	"50 years"	"50"	"2004"	"2004"	885	4121104	21.5
	"50 years"	"50"	"2005"	"2005"	1010	4295348	23.5
