"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"29 years"	"29"	"2018"	"2018"	821	4611070	17.8
	"29 years"	"29"	"2019"	"2019"	809	4806144	16.8
	"29 years"	"29"	"2020 "	"2020"	876	4835107	18.1
"Total"	"29 years"	"29"			13375	91945708	14.5
	"30 years"	"30"	"1999"	"1999"	497	4181212	11.9
	"30 years"	"30"	"2000"	"2000"	499	4289970	11.6
	"30 years"	"30"	"2001"	"2001"	548	4218260	13.0
	"30 years"	"30"	"2002"	"2002"	506	3994164	12.7
	"30 years"	"30"	"2003"	"2003"	501	3813536	13.1
	"30 years"	"30"	"2004"	"2004"	463	3737940	12.4
	"30 years"	"30"	"2005"	"2005"	493	3866581	12.8
	"30 years"	"30"	"2006"	"2006"	485	3779051	12.8
	"30 years"	"30"	"2007"	"2007"	500	3894527	12.8
	"30 years"	"30"	"2008"	"2008"	526	3970191	13.2
	"30 years"	"30"	"2009"	"2009"	542	4104133	13.2
	"30 years"	"30"	"2010"	"2010"	532	4285668	12.4
	"30 years"	"30"	"2011"	"2011"	614	4224516	14.5
	"30 years"	"30"	"2012"	"2012"	622	4283410	14.5
	"30 years"	"30"	"2013"	"2013"	621	4294831	14.5
	"30 years"	"30"	"2014"	"2014"	652	4250780	15.3
	"30 years"	"30"	"2015"	"2015"	698	4417209	15.8
	"30 years"	"30"	"2016"	"2016"	719	4392155	16.4
	"30 years"	"30"	"2017"	"2017"	739	4410631	16.8
	"30 years"	"30"	"2018"	"2018"	849	4501282	18.9
	"30 years"	"30"	"2019"	"2019"	811	4614384	17.6
	"30 years"	"30"	"2020 "	"2020"	876	4821081	18.2
"Total"	"30 years"	"30"			13293	92345512	14.4
	"31 years"	"31"	"1999"	"1999"	536	3936187	13.6
	"31 years"	"31"	"2000"	"2000"	485	4011575	12.1
	"31 years"	"31"	"2001"	"2001"	555	4302689	12.9
	"31 years"	"31"	"2002"	"2002"	577	4210913	13.7
	"31 years"	"31"	"2003"	"2003"	529	3973726	13.3
	"31 years"	"31"	"2004"	"2004"	502	3790984	13.2
	"31 years"	"31"	"2005"	"2005"	478	3705594	12.9
	"31 years"	"31"	"2006"	"2006"	482	3824265	12.6
	"31 years"	"31"	"2007"	"2007"	479	3724612	12.9
	"31 years"	"31"	"2008"	"2008"	543	3828094	14.2
	"31 years"	"31"	"2009"	"2009"	468	3890200	12.0
	"31 years"	"31"	"2010"	"2010"	556	3970218	14.0
	"31 years"	"31"	"2011"	"2011"	659	4317087	15.3
	"31 years"	"31"	"2012"	"2012"	628	4242178	14.8
	"31 years"	"31"	"2013"	"2013"	647	4297330	15.1
	"31 years"	"31"	"2014"	"2014"	684	4318706	15.8
	"31 years"	"31"	"2015"	"2015"	700	4278233	16.4
	"31 years"	"31"	"2016"	"2016"	727	4423807	16.4
	"31 years"	"31"	"2017"	"2017"	824	4425408	18.6
	"31 years"	"31"	"2018"	"2018"	789	4421549	17.8
	"31 years"	"31"	"2019"	"2019"	831	4502311	18.5
	"31 years"	"31"	"2020 "	"2020"	901	4627340	19.5
"Total"	"31 years"	"31"			13580	91023006	14.9
	"32 years"	"32"	"1999"	"1999"	506	4043957	12.5
	"32 years"	"32"	"2000"	"2000"	482	3994121	12.1
	"32 years"	"32"	"2001"	"2001"	505	4082902	12.4
	"32 years"	"32"	"2002"	"2002"	469	4330977	10.8
	"32 years"	"32"	"2003"	"2003"	610	4245067	14.4
	"32 years"	"32"	"2004"	"2004"	528	4023788	13.1
	"32 years"	"32"	"2005"	"2005"	527	3848038	13.7
	"32 years"	"32"	"2006"	"2006"	432	3772538	11.5
	"32 years"	"32"	"2007"	"2007"	542	3899463	13.9
	"32 years"	"32"	"2008"	"2008"	484	3807761	12.7
	"32 years"	"32"	"2009"	"2009"	515	3921281	13.1
	"32 years"	"32"	"2010"	"2010"	545	3986847	13.7
	"32 years"	"32"	"2011"	"2011"	565	4052694	13.9
	"32 years"	"32"	"2012"	"2012"	613	4332058	14.2
	"32 years"	"32"	"2013"	"2013"	636	4254331	14.9
	"32 years"	"32"	"2014"	"2014"	641	4320072	14.8
	"32 years"	"32"	"2015"	"2015"	698	4343614	16.1
	"32 years"	"32"	"2016"	"2016"	719	4283076	16.8
	"32 years"	"32"	"2017"	"2017"	782	4453718	17.6
	"32 years"	"32"	"2018"	"2018"	800	4433749	18.0
	"32 years"	"32"	"2019"	"2019"	776	4421505	17.6
	"32 years"	"32"	"2020 "	"2020"	849	4514736	18.8
"Total"	"32 years"	"32"			13224	91366293	14.5
	"33 years"	"33"	"1999"	"1999"	556	4079717	13.6
	"33 years"	"33"	"2000"	"2000"	468	4026573	11.6
	"33 years"	"33"	"2001"	"2001"	535	4014912	13.3
	"33 years"	"33"	"2002"	"2002"	541	4095531	13.2
	"33 years"	"33"	"2003"	"2003"	561	4337299	12.9
	"33 years"	"33"	"2004"	"2004"	587	4257394	13.8
	"33 years"	"33"	"2005"	"2005"	534	4035045	13.2
	"33 years"	"33"	"2006"	"2006"	486	3860165	12.6
	"33 years"	"33"	"2007"	"2007"	511	3780927	13.5
	"33 years"	"33"	"2008"	"2008"	543	3907253	13.9
	"33 years"	"33"	"2009"	"2009"	522	3813001	13.7
	"33 years"	"33"	"2010"	"2010"	575	3880150	14.8
	"33 years"	"33"	"2011"	"2011"	603	3976037	15.2
	"33 years"	"33"	"2012"	"2012"	569	4065562	14.0
	"33 years"	"33"	"2013"	"2013"	575	4342738	13.2
	"33 years"	"33"	"2014"	"2014"	635	4276113	14.8
	"33 years"	"33"	"2015"	"2015"	718	4341754	16.5
	"33 years"	"33"	"2016"	"2016"	711	4345786	16.4
	"33 years"	"33"	"2017"	"2017"	780	4310977	18.1
	"33 years"	"33"	"2018"	"2018"	757	4461246	17.0
	"33 years"	"33"	"2019"	"2019"	796	4432973	18.0
	"33 years"	"33"	"2020 "	"2020"	826	4432699	18.6
"Total"	"33 years"	"33"			13389	91073852	14.7
	"34 years"	"34"	"1999"	"1999"	613	4362276	14.1
	"34 years"	"34"	"2000"	"2000"	517	4188149	12.3
	"34 years"	"34"	"2001"	"2001"	538	4033412	13.3
	"34 years"	"34"	"2002"	"2002"	530	4026721	13.2
	"34 years"	"34"	"2003"	"2003"	588	4102582	14.3
	"34 years"	"34"	"2004"	"2004"	582	4349395	13.4
	"34 years"	"34"	"2005"	"2005"	581	4268679	13.6
	"34 years"	"34"	"2006"	"2006"	540	4049149	13.3
	"34 years"	"34"	"2007"	"2007"	573	3871236	14.8
	"34 years"	"34"	"2008"	"2008"	489	3791506	12.9
	"34 years"	"34"	"2009"	"2009"	574	3916499	14.7
	"34 years"	"34"	"2010"	"2010"	527	3839216	13.7
	"34 years"	"34"	"2011"	"2011"	568	3940370	14.4
	"34 years"	"34"	"2012"	"2012"	600	3987787	15.0
	"34 years"	"34"	"2013"	"2013"	604	4075159	14.8
	"34 years"	"34"	"2014"	"2014"	677	4362895	15.5
	"34 years"	"34"	"2015"	"2015"	696	4294838	16.2
	"34 years"	"34"	"2016"	"2016"	700	4341535	16.1
	"34 years"	"34"	"2017"	"2017"	754	4371478	17.2
	"34 years"	"34"	"2018"	"2018"	699	4318192	16.2
	"34 years"	"34"	"2019"	"2019"	816	4460132	18.3
	"34 years"	"34"	"2020 "	"2020"	798	4442547	18.0
"Total"	"34 years"	"34"			13564	91393753	14.8
	"35 years"	"35"	"1999"	"1999"	660	4605618	14.3
	"35 years"	"35"	"2000"	"2000"	561	4516118	12.4
	"35 years"	"35"	"2001"	"2001"	584	4161140	14.0
	"35 years"	"35"	"2002"	"2002"	540	4050190	13.3
	"35 years"	"35"	"2003"	"2003"	539	4042650	13.3
	"35 years"	"35"	"2004"	"2004"	563	4127056	13.6
	"35 years"	"35"	"2005"	"2005"	611	4377057	14.0
	"35 years"	"35"	"2006"	"2006"	617	4302604	14.3
	"35 years"	"35"	"2007"	"2007"	574	4083733	14.1
	"35 years"	"35"	"2008"	"2008"	583	3908041	14.9
	"35 years"	"35"	"2009"	"2009"	543	3829432	14.2
	"35 years"	"35"	"2010"	"2010"	566	3956434	14.3
	"35 years"	"35"	"2011"	"2011"	529	3827920	13.8
	"35 years"	"35"	"2012"	"2012"	594	3950567	15.0
	"35 years"	"35"	"2013"	"2013"	626	3996723	15.7
	"35 years"	"35"	"2014"	"2014"	641	4094039	15.7
	"35 years"	"35"	"2015"	"2015"	687	4379404	15.7
	"35 years"	"35"	"2016"	"2016"	727	4293125	16.9
	"35 years"	"35"	"2017"	"2017"	732	4364947	16.8
	"35 years"	"35"	"2018"	"2018"	832	4376401	19.0
	"35 years"	"35"	"2019"	"2019"	752	4315866	17.4
	"35 years"	"35"	"2020 "	"2020"	787	4466747	17.6
"Total"	"35 years"	"35"			13848	92025812	15.0
	"36 years"	"36"	"1999"	"1999"	644	4543561	14.2
	"36 years"	"36"	"2000"	"2000"	632	4511168	14.0
	"36 years"	"36"	"2001"	"2001"	596	4457678	13.4
	"36 years"	"36"	"2002"	"2002"	569	4168398	13.7
	"36 years"	"36"	"2003"	"2003"	527	4051962	13.0
	"36 years"	"36"	"2004"	"2004"	526	4048580	13.0
	"36 years"	"36"	"2005"	"2005"	513	4130501	12.4
	"36 years"	"36"	"2006"	"2006"	603	4380502	13.8
	"36 years"	"36"	"2007"	"2007"	633	4302578	14.7
	"36 years"	"36"	"2008"	"2008"	552	4083819	13.5
	"36 years"	"36"	"2009"	"2009"	591	3905615	15.1
	"36 years"	"36"	"2010"	"2010"	557	3802087	14.6
	"36 years"	"36"	"2011"	"2011"	584	3952699	14.8
	"36 years"	"36"	"2012"	"2012"	608	3836469	15.8
	"36 years"	"36"	"2013"	"2013"	592	3957642	15.0
	"36 years"	"36"	"2014"	"2014"	653	4014413	16.3
	"36 years"	"36"	"2015"	"2015"	719	4108775	17.5
	"36 years"	"36"	"2016"	"2016"	754	4375562	17.2
	"36 years"	"36"	"2017"	"2017"	756	4313987	17.5
	"36 years"	"36"	"2018"	"2018"	813	4366923	18.6
	"36 years"	"36"	"2019"	"2019"	770	4372444	17.6
	"36 years"	"36"	"2020 "	"2020"	766	4319361	17.7
"Total"	"36 years"	"36"			13958	92004724	15.2
	"37 years"	"37"	"1999"	"1999"	636	4582792	13.9
	"37 years"	"37"	"2000"	"2000"	597	4517060	13.2
	"37 years"	"37"	"2001"	"2001"	639	4534648	14.1
	"37 years"	"37"	"2002"	"2002"	639	4459389	14.3
	"37 years"	"37"	"2003"	"2003"	609	4165007	14.6
	"37 years"	"37"	"2004"	"2004"	598	4051890	14.8
	"37 years"	"37"	"2005"	"2005"	551	4044933	13.6
	"37 years"	"37"	"2006"	"2006"	619	4126573	15.0
	"37 years"	"37"	"2007"	"2007"	609	4370533	13.9
	"37 years"	"37"	"2008"	"2008"	668	4291673	15.6
	"37 years"	"37"	"2009"	"2009"	591	4071181	14.5
	"37 years"	"37"	"2010"	"2010"	645	3934445	16.4
	"37 years"	"37"	"2011"	"2011"	591	3833451	15.4
	"37 years"	"37"	"2012"	"2012"	620	3959492	15.7
	"37 years"	"37"	"2013"	"2013"	544	3842679	14.2
	"37 years"	"37"	"2014"	"2014"	680	3974190	17.1
	"37 years"	"37"	"2015"	"2015"	647	4028403	16.1
	"37 years"	"37"	"2016"	"2016"	731	4103498	17.8
	"37 years"	"37"	"2017"	"2017"	788	4394351	17.9
	"37 years"	"37"	"2018"	"2018"	763	4313086	17.7
	"37 years"	"37"	"2019"	"2019"	790	4361286	18.1
	"37 years"	"37"	"2020 "	"2020"	775	4374441	17.7
"Total"	"37 years"	"37"			14330	92335001	15.5
	"38 years"	"38"	"1999"	"1999"	659	4530009	14.5
	"38 years"	"38"	"2000"	"2000"	674	4553814	14.8
	"38 years"	"38"	"2001"	"2001"	652	4529329	14.4
	"38 years"	"38"	"2002"	"2002"	683	4538848	15.0
	"38 years"	"38"	"2003"	"2003"	632	4462051	14.2
	"38 years"	"38"	"2004"	"2004"	595	4174027	14.3
	"38 years"	"38"	"2005"	"2005"	582	4060608	14.3
	"38 years"	"38"	"2006"	"2006"	617	4056686	15.2
	"38 years"	"38"	"2007"	"2007"	620	4136991	15.0
	"38 years"	"38"	"2008"	"2008"	671	4382157	15.3
	"38 years"	"38"	"2009"	"2009"	675	4304006	15.7
	"38 years"	"38"	"2010"	"2010"	624	4121880	15.1
	"38 years"	"38"	"2011"	"2011"	603	3898503	15.5
	"38 years"	"38"	"2012"	"2012"	612	3839004	15.9
	"38 years"	"38"	"2013"	"2013"	619	3964301	15.6
	"38 years"	"38"	"2014"	"2014"	579	3859181	15.0
	"38 years"	"38"	"2015"	"2015"	652	3987141	16.4
	"38 years"	"38"	"2016"	"2016"	710	4022119	17.7
	"38 years"	"38"	"2017"	"2017"	724	4120468	17.6
	"38 years"	"38"	"2018"	"2018"	810	4391406	18.4
	"38 years"	"38"	"2019"	"2019"	820	4305576	19.0
	"38 years"	"38"	"2020 "	"2020"	737	4362662	16.9
"Total"	"38 years"	"38"			14550	92600767	15.7
	"39 years"	"39"	"1999"	"1999"	687	4620569	14.9
	"39 years"	"39"	"2000"	"2000"	648	4608504	14.1
	"39 years"	"39"	"2001"	"2001"	705	4553123	15.5
	"39 years"	"39"	"2002"	"2002"	710	4534393	15.7
	"39 years"	"39"	"2003"	"2003"	651	4542489	14.3
	"39 years"	"39"	"2004"	"2004"	666	4473096	14.9
	"39 years"	"39"	"2005"	"2005"	636	4185554	15.2
	"39 years"	"39"	"2006"	"2006"	659	4074868	16.2
	"39 years"	"39"	"2007"	"2007"	586	4070056	14.4
	"39 years"	"39"	"2008"	"2008"	641	4151773	15.4
	"39 years"	"39"	"2009"	"2009"	695	4397562	15.8
	"39 years"	"39"	"2010"	"2010"	692	4364796	15.9
	"39 years"	"39"	"2011"	"2011"	690	4081736	16.9
	"39 years"	"39"	"2012"	"2012"	676	3902667	17.3
	"39 years"	"39"	"2013"	"2013"	648	3842425	16.9
	"39 years"	"39"	"2014"	"2014"	636	3979827	16.0
	"39 years"	"39"	"2015"	"2015"	636	3870862	16.4
	"39 years"	"39"	"2016"	"2016"	675	3979601	17.0
	"39 years"	"39"	"2017"	"2017"	722	4038244	17.9
	"39 years"	"39"	"2018"	"2018"	734	4115771	17.8
	"39 years"	"39"	"2019"	"2019"	822	4382349	18.8
	"39 years"	"39"	"2020 "	"2020"	769	4305093	17.9
"Total"	"39 years"	"39"			14984	93075358	16.1
	"40 years"	"40"	"1999"	"1999"	657	4667525	14.1
	"40 years"	"40"	"2000"	"2000"	751	4711434	15.9
	"40 years"	"40"	"2001"	"2001"	704	4606601	15.3
	"40 years"	"40"	"2002"	"2002"	732	4551912	16.1
	"40 years"	"40"	"2003"	"2003"	683	4529389	15.1
	"40 years"	"40"	"2004"	"2004"	726	4540929	16.0
	"40 years"	"40"	"2005"	"2005"	666	4470383	14.9
	"40 years"	"40"	"2006"	"2006"	616	4184594	14.7
	"40 years"	"40"	"2007"	"2007"	691	4071341	17.0
	"40 years"	"40"	"2008"	"2008"	636	4065710	15.6
	"40 years"	"40"	"2009"	"2009"	662	4145183	16.0
	"40 years"	"40"	"2010"	"2010"	721	4383274	16.4
	"40 years"	"40"	"2011"	"2011"	726	4323778	16.8
	"40 years"	"40"	"2012"	"2012"	671	4084481	16.4
	"40 years"	"40"	"2013"	"2013"	608	3904767	15.6
	"40 years"	"40"	"2014"	"2014"	611	3856888	15.8
	"40 years"	"40"	"2015"	"2015"	673	3989839	16.9
	"40 years"	"40"	"2016"	"2016"	662	3862150	17.1
	"40 years"	"40"	"2017"	"2017"	743	3994423	18.6
	"40 years"	"40"	"2018"	"2018"	708	4031314	17.6
	"40 years"	"40"	"2019"	"2019"	742	4105313	18.1
	"40 years"	"40"	"2020 "	"2020"	774	4378957	17.7
"Total"	"40 years"	"40"			15163	93460185	16.2
	"41 years"	"41"	"1999"	"1999"	635	4461898	14.2
	"41 years"	"41"	"2000"	"2000"	670	4466676	15.0
	"41 years"	"41"	"2001"	"2001"	701	4700471	14.9
	"41 years"	"41"	"2002"	"2002"	780	4610846	16.9
	"41 years"	"41"	"2003"	"2003"	738	4556844	16.2
	"41 years"	"41"	"2004"	"2004"	708	4540376	15.6
	"41 years"	"41"	"2005"	"2005"	713	4553968	15.7
	"41 years"	"41"	"2006"	"2006"	658	4488189	14.7
	"41 years"	"41"	"2007"	"2007"	695	4202260	16.5
	"41 years"	"41"	"2008"	"2008"	680	4090091	16.6
	"41 years"	"41"	"2009"	"2009"	669	4085265	16.4
	"41 years"	"41"	"2010"	"2010"	677	4114985	16.5
	"41 years"	"41"	"2011"	"2011"	738	4384253	16.8
	"41 years"	"41"	"2012"	"2012"	723	4324963	16.7
	"41 years"	"41"	"2013"	"2013"	689	4084927	16.9
	"41 years"	"41"	"2014"	"2014"	720	3917413	18.4
	"41 years"	"41"	"2015"	"2015"	668	3865228	17.3
	"41 years"	"41"	"2016"	"2016"	679	3979596	17.1
	"41 years"	"41"	"2017"	"2017"	693	3875738	17.9
	"41 years"	"41"	"2018"	"2018"	711	3986156	17.8
	"41 years"	"41"	"2019"	"2019"	683	4020254	17.0
	"41 years"	"41"	"2020 "	"2020"	690	4100150	16.8
"Total"	"41 years"	"41"			15318	93410547	16.4
	"42 years"	"42"	"1999"	"1999"	663	4506931	14.7
	"42 years"	"42"	"2000"	"2000"	699	4547220	15.4
	"42 years"	"42"	"2001"	"2001"	658	4514435	14.6
	"42 years"	"42"	"2002"	"2002"	715	4699196	15.2
	"42 years"	"42"	"2003"	"2003"	732	4606465	15.9
	"42 years"	"42"	"2004"	"2004"	758	4555019	16.6
	"42 years"	"42"	"2005"	"2005"	757	4537278	16.7
	"42 years"	"42"	"2006"	"2006"	706	4552280	15.5
	"42 years"	"42"	"2007"	"2007"	713	4485432	15.9
	"42 years"	"42"	"2008"	"2008"	687	4199463	16.4
	"42 years"	"42"	"2009"	"2009"	697	4085849	17.1
	"42 years"	"42"	"2010"	"2010"	674	4076104	16.5
	"42 years"	"42"	"2011"	"2011"	724	4159664	17.4
	"42 years"	"42"	"2012"	"2012"	782	4384022	17.8
	"42 years"	"42"	"2013"	"2013"	760	4323573	17.6
	"42 years"	"42"	"2014"	"2014"	699	4095929	17.1
	"42 years"	"42"	"2015"	"2015"	686	3924258	17.5
	"42 years"	"42"	"2016"	"2016"	667	3854553	17.3
	"42 years"	"42"	"2017"	"2017"	719	3990700	18.0
	"42 years"	"42"	"2018"	"2018"	703	3866067	18.2
	"42 years"	"42"	"2019"	"2019"	712	3974741	17.9
	"42 years"	"42"	"2020 "	"2020"	694	4014287	17.3
"Total"	"42 years"	"42"			15605	93953466	16.6
	"43 years"	"43"	"1999"	"1999"	585	4297852	13.6
	"43 years"	"43"	"2000"	"2000"	654	4407870	14.8
	"43 years"	"43"	"2001"	"2001"	709	4523433	15.7
	"43 years"	"43"	"2002"	"2002"	735	4515522	16.3
	"43 years"	"43"	"2003"	"2003"	750	4699388	16.0
	"43 years"	"43"	"2004"	"2004"	722	4610120	15.7
	"43 years"	"43"	"2005"	"2005"	722	4559728	15.8
	"43 years"	"43"	"2006"	"2006"	719	4544742	15.8
	"43 years"	"43"	"2007"	"2007"	776	4560505	17.0
	"43 years"	"43"	"2008"	"2008"	758	4495218	16.9
	"43 years"	"43"	"2009"	"2009"	755	4209233	17.9
	"43 years"	"43"	"2010"	"2010"	658	4105105	16.0
	"43 years"	"43"	"2011"	"2011"	714	4078100	17.5
	"43 years"	"43"	"2012"	"2012"	749	4158551	18.0
	"43 years"	"43"	"2013"	"2013"	739	4380926	16.9
	"43 years"	"43"	"2014"	"2014"	748	4332491	17.3
	"43 years"	"43"	"2015"	"2015"	739	4100708	18.0
	"43 years"	"43"	"2016"	"2016"	700	3912307	17.9
	"43 years"	"43"	"2017"	"2017"	713	3863455	18.5
	"43 years"	"43"	"2018"	"2018"	751	3979609	18.9
	"43 years"	"43"	"2019"	"2019"	706	3854040	18.3
	"43 years"	"43"	"2020 "	"2020"	642	3967810	16.2
"Total"	"43 years"	"43"			15744	94156713	16.7
	"44 years"	"44"	"1999"	"1999"	640	4259922	15.0
	"44 years"	"44"	"2000"	"2000"	676	4308663	15.7
	"44 years"	"44"	"2001"	"2001"	687	4470894	15.4
	"44 years"	"44"	"2002"	"2002"	748	4511955	16.6
	"44 years"	"44"	"2003"	"2003"	741	4497961	16.5
	"44 years"	"44"	"2004"	"2004"	776	4679182	16.6
	"44 years"	"44"	"2005"	"2005"	799	4585528	17.4
	"44 years"	"44"	"2006"	"2006"	777	4532763	17.1
	"44 years"	"44"	"2007"	"2007"	825	4512801	18.3
	"44 years"	"44"	"2008"	"2008"	827	4524541	18.3
	"44 years"	"44"	"2009"	"2009"	799	4454485	17.9
	"44 years"	"44"	"2010"	"2010"	757	4211496	18.0
	"44 years"	"44"	"2011"	"2011"	700	4087850	17.1
	"44 years"	"44"	"2012"	"2012"	723	4076204	17.7
	"44 years"	"44"	"2013"	"2013"	726	4154727	17.5
	"44 years"	"44"	"2014"	"2014"	748	4388762	17.0
	"44 years"	"44"	"2015"	"2015"	829	4335165	19.1
	"44 years"	"44"	"2016"	"2016"	725	4087645	17.7
	"44 years"	"44"	"2017"	"2017"	745	3919057	19.0
	"44 years"	"44"	"2018"	"2018"	696	3851155	18.1
	"44 years"	"44"	"2019"	"2019"	728	3967275	18.4
	"44 years"	"44"	"2020 "	"2020"	680	3846684	17.7
"Total"	"44 years"	"44"			16352	94264715	17.3
	"45 years"	"45"	"1999"	"1999"	634	4245882	14.9
	"45 years"	"45"	"2000"	"2000"	648	4341460	14.9
	"45 years"	"45"	"2001"	"2001"	644	4301955	15.0
	"45 years"	"45"	"2002"	"2002"	727	4461379	16.3
	"45 years"	"45"	"2003"	"2003"	724	4499971	16.1
	"45 years"	"45"	"2004"	"2004"	751	4486566	16.7
	"45 years"	"45"	"2005"	"2005"	790	4666734	16.9
	"45 years"	"45"	"2006"	"2006"	749	4573546	16.4
	"45 years"	"45"	"2007"	"2007"	789	4519792	17.5
	"45 years"	"45"	"2008"	"2008"	830	4499251	18.4
	"45 years"	"45"	"2009"	"2009"	811	4509265	18.0
	"45 years"	"45"	"2010"	"2010"	814	4508868	18.1
	"45 years"	"45"	"2011"	"2011"	785	4170798	18.8
	"45 years"	"45"	"2012"	"2012"	712	4084512	17.4
	"45 years"	"45"	"2013"	"2013"	732	4070408	18.0
	"45 years"	"45"	"2014"	"2014"	782	4161450	18.8
	"45 years"	"45"	"2015"	"2015"	806	4389345	18.4
	"45 years"	"45"	"2016"	"2016"	751	4319616	17.4
	"45 years"	"45"	"2017"	"2017"	800	4091579	19.6
	"45 years"	"45"	"2018"	"2018"	714	3904041	18.3
	"45 years"	"45"	"2019"	"2019"	757	3837909	19.7
	"45 years"	"45"	"2020 "	"2020"	672	3957972	17.0
"Total"	"45 years"	"45"			16422	94602299	17.4
	"46 years"	"46"	"1999"	"1999"	593	3994950	14.8
	"46 years"	"46"	"2000"	"2000"	579	4087563	14.2
	"46 years"	"46"	"2001"	"2001"	651	4331582	15.0
	"46 years"	"46"	"2002"	"2002"	711	4301101	16.5
	"46 years"	"46"	"2003"	"2003"	715	4462427	16.0
	"46 years"	"46"	"2004"	"2004"	746	4506067	16.6
	"46 years"	"46"	"2005"	"2005"	721	4496805	16.0
	"46 years"	"46"	"2006"	"2006"	796	4682144	17.0
	"46 years"	"46"	"2007"	"2007"	817	4591932	17.8
	"46 years"	"46"	"2008"	"2008"	814	4541484	17.9
	"46 years"	"46"	"2009"	"2009"	884	4523596	19.5
	"46 years"	"46"	"2010"	"2010"	878	4519761	19.4
	"46 years"	"46"	"2011"	"2011"	850	4428601	19.2
	"46 years"	"46"	"2012"	"2012"	790	4165735	19.0
	"46 years"	"46"	"2013"	"2013"	742	4076903	18.2
	"46 years"	"46"	"2014"	"2014"	778	4076237	19.1
	"46 years"	"46"	"2015"	"2015"	800	4160573	19.2
	"46 years"	"46"	"2016"	"2016"	834	4371961	19.1
	"46 years"	"46"	"2017"	"2017"	864	4320583	20.0
	"46 years"	"46"	"2018"	"2018"	801	4074459	19.7
	"46 years"	"46"	"2019"	"2019"	729	3889372	18.7
	"46 years"	"46"	"2020 "	"2020"	703	3826694	18.4
"Total"	"46 years"	"46"			16796	94430530	17.8
	"47 years"	"47"	"1999"	"1999"	582	3937147	14.8
	"47 years"	"47"	"2000"	"2000"	620	4019692	15.4
	"47 years"	"47"	"2001"	"2001"	698	4152347	16.8
	"47 years"	"47"	"2002"	"2002"	719	4330110	16.6
	"47 years"	"47"	"2003"	"2003"	677	4300483	15.7
	"47 years"	"47"	"2004"	"2004"	781	4465196	17.5
	"47 years"	"47"	"2005"	"2005"	787	4511695	17.4
	"47 years"	"47"	"2006"	"2006"	802	4506142	17.8
	"47 years"	"47"	"2007"	"2007"	823	4694196	17.5
	"47 years"	"47"	"2008"	"2008"	893	4606123	19.4
	"47 years"	"47"	"2009"	"2009"	845	4557336	18.5
	"47 years"	"47"	"2010"	"2010"	859	4535265	18.9
	"47 years"	"47"	"2011"	"2011"	862	4517819	19.1
	"47 years"	"47"	"2012"	"2012"	833	4421347	18.8
	"47 years"	"47"	"2013"	"2013"	757	4156273	18.2
	"47 years"	"47"	"2014"	"2014"	763	4082150	18.7
	"47 years"	"47"	"2015"	"2015"	751	4073685	18.4
	"47 years"	"47"	"2016"	"2016"	772	4142964	18.6
	"47 years"	"47"	"2017"	"2017"	903	4370964	20.7
	"47 years"	"47"	"2018"	"2018"	832	4301318	19.3
	"47 years"	"47"	"2019"	"2019"	778	4058038	19.2
	"47 years"	"47"	"2020 "	"2020"	685	3876923	17.7
"Total"	"47 years"	"47"			17022	94617213	18.0
	"48 years"	"48"	"1999"	"1999"	511	3710656	13.8
	"48 years"	"48"	"2000"	"2000"	570	3885145	14.7
	"48 years"	"48"	"2001"	"2001"	655	4018921	16.3
	"48 years"	"48"	"2002"	"2002"	667	4143330	16.1
	"48 years"	"48"	"2003"	"2003"	672	4317939	15.6
	"48 years"	"48"	"2004"	"2004"	743	4287486	17.3
	"48 years"	"48"	"2005"	"2005"	762	4449860	17.1
	"48 years"	"48"	"2006"	"2006"	770	4495342	17.1
	"48 years"	"48"	"2007"	"2007"	825	4487653	18.4
	"48 years"	"48"	"2008"	"2008"	870	4672955	18.6
	"48 years"	"48"	"2009"	"2009"	841	4582655	18.4
	"48 years"	"48"	"2010"	"2010"	908	4538796	20.0
	"48 years"	"48"	"2011"	"2011"	864	4521355	19.1
	"48 years"	"48"	"2012"	"2012"	920	4508318	20.4
	"48 years"	"48"	"2013"	"2013"	886	4409800	20.1
	"48 years"	"48"	"2014"	"2014"	827	4158996	19.9
	"48 years"	"48"	"2015"	"2015"	813	4077689	19.9
	"48 years"	"48"	"2016"	"2016"	764	4055074	18.8
	"48 years"	"48"	"2017"	"2017"	833	4140010	20.1
	"48 years"	"48"	"2018"	"2018"	884	4349714	20.3
	"48 years"	"48"	"2019"	"2019"	861	4282657	20.1
	"48 years"	"48"	"2020 "	"2020"	750	4043448	18.5
"Total"	"48 years"	"48"			17196	94137799	18.3
	"49 years"	"49"	"1999"	"1999"	497	3765572	13.2
	"49 years"	"49"	"2000"	"2000"	570	3758544	15.2
	"49 years"	"49"	"2001"	"2001"	612	3894178	15.7
	"49 years"	"49"	"2002"	"2002"	649	4016368	16.2
	"49 years"	"49"	"2003"	"2003"	697	4141856	16.8
	"49 years"	"49"	"2004"	"2004"	722	4319947	16.7
	"49 years"	"49"	"2005"	"2005"	704	4292077	16.4
	"49 years"	"49"	"2006"	"2006"	776	4458112	17.4
	"49 years"	"49"	"2007"	"2007"	797	4506188	17.7
	"49 years"	"49"	"2008"	"2008"	858	4501160	19.1
	"49 years"	"49"	"2009"	"2009"	831	4689393	17.7
