ID,SeriousScore,Date
936,19,1958-09-24
936,100,1960-05-09
936,200,1960-09-05
936,400,1961-01-24
937,200,1959-09-07
938,1,1959-09-18
938,30,1960-10-19
938,30,1961-05-26
938,200,1961-07-18
939,152,1954-10-12
939,1,1958-06-04
939,200,1958-10-22
939,155,1960-06-06
939,1,1960-07-20
939,100,1960-07-20
939,58,1962-04-01
939,1,1962-05-30
939,1,1962-06-07
940,1,1959-06-05
940,1,1959-09-21
940,235,1959-12-16
940,200,1960-01-25
940,100,1960-01-31
940,19,1962-04-26
940,114,1962-05-20
940,19,1962-05-29
940,1,1962-05-31
940,200,1962-06-14
940,122,1962-08-08
940,19,1962-08-21
940,357,1962-09-28
940,353,1962-11-08
940,1000,1963-04-03
940,19,1963-07-04
941,200,1961-06-17
941,300,1961-12-15
942,200,1956-03-01
943,1,1960-07-24
943,1,1960-08-12
944,19,1960-04-07
945,400,1962-01-01
946,100,1962-03-03
946,1,1962-03-03
946,1,1962-04-25
946,1,1962-05-17
946,1,1962-09-06
947,22,1962-08-15
947,40,1963-01-03
948,372,1962-04-05
949,200,1960-02-13
949,114,1960-02-13
950,19,1962-09-29
951,400,1961-07-04
951,1,1961-07-04
952,400,1960-09-10
952,103,1963-03-22
953,1,1958-03-27
953,1,1960-06-29
954,1,1960-03-10
954,30,1961-12-14
954,1,1962-04-01
955,1,1959-04-30
955,22,1961-09-01
955,42,1961-10-09
956,22,1962-07-09
957,300,1958-12-10
957,20,1961-12-05
957,22,1962-09-09
958,300,1960-01-09
959,1,1958-10-04
959,1,1962-05-05
960,19,1961-04-23
960,1,1962-01-02
960,1,1962-09-01
960,63,1962-11-25
960,300,1963-01-13
961,300,1960-12-11
961,200,1961-01-22
961,1,1962-06-07
962,30,1961-11-17
963,500,1957-11-03
964,1,1958-07-03
964,1,1961-03-27
964,1,1962-02-21
964,1,1963-02-20
965,400,1962-05-31
965,30,1962-06-08
966,1,1961-04-14
967,1,1958-07-18
967,100,1958-08-21
967,1,1958-10-16
967,1,1960-07-25
967,1,1960-08-23
967,1,1960-09-14
967,1,1960-10-13
967,357,1963-05-20
968,1,1960-06-27
969,1,1962-05-06
970,152,1958-07-31
970,1,1958-08-29
970,30,1960-06-14
970,1,1960-08-04
970,1,1960-10-04
970,200,1960-10-31
970,114,1960-12-09
970,19,1961-10-20
970,22,1961-10-21
970,100,1963-03-13
971,100,1959-09-18
971,30,1960-04-02
971,200,1960-07-17
971,100,1960-10-28
971,22,1961-02-14
971,1000,1962-04-13
972,63,1961-12-22
972,1,1962-04-23
973,19,1956-04-11
974,1,1958-01-23
974,1,1961-10-23
975,200,1957-12-02
975,200,1958-01-20
976,200,1955-09-18
976,100,1959-10-10
976,200,1962-06-07
976,40,1962-07-21
977,100,1961-01-25
978,100,1959-07-22
978,19,1960-04-29
978,19,1960-10-04
978,100,1963-06-27
979,1,1960-01-08
980,100,1954-12-16
980,19,1960-05-07
980,1,1960-07-17
981,100,1960-05-27
981,200,1960-11-05
981,200,1961-01-16
981,19,1962-05-12
982,30,1956-04-03
982,200,1956-09-01
982,1,1956-09-28
982,2,1956-10-02
982,100,1956-10-03
982,1,1957-02-23
982,100,1957-05-22
982,100,1957-05-28
982,1,1960-03-29
982,600,1961-10-17
982,114,1961-11-17
983,1,1959-02-08
983,1,1961-03-04
983,400,1961-06-21
983,1,1962-06-29
983,1,1962-06-29
984,200,1962-10-30
985,1,1958-05-21
985,1,1959-03-17
985,30,1960-03-10
985,1,1960-05-29
985,200,1960-09-30
985,1,1960-09-30
986,114,1961-02-10
987,1,1961-11-30
988,1,1960-04-03
989,1,1957-01-21
989,200,1962-03-24
990,300,1961-06-23
991,152,1954-11-29
992,40,1963-08-16
993,1,1962-06-10
994,114,1961-02-10
995,1,1960-05-29
996,30,1959-10-02
996,300,1960-09-08
996,1,1960-11-15
996,1,1961-10-05
996,1,1961-12-01
997,1,1960-05-04
997,1,1961-08-26
997,30,1961-12-10
997,22,1962-08-26
998,1,1960-05-30
998,100,1963-06-05
999,100,1960-05-13
999,95,1961-07-05
1000,235,1954-12-26
1000,1100,1955-11-16
1000,200,1957-06-26
1000,1,1957-11-02
1000,122,1958-09-03
1001,1,1960-02-26
1001,300,1962-06-16
1001,200,1962-06-26
1002,1,1961-11-06
1003,1,1962-03-24
1004,1,1960-07-09
1005,40,1963-05-11
1006,207,1954-09-12
1007,200,1957-07-23
1007,1,1960-08-04
1007,2,1960-09-21
1007,63,1960-10-19
1007,1,1961-05-15
1007,1,1961-07-15
1007,300,1961-08-03
1007,200,1961-08-21
1007,200,1962-06-16
1007,1,1962-08-14
1008,63,1963-06-09
1009,22,1959-06-04
1009,1,1960-06-05
1010,19,1961-07-13
1011,22,1960-12-03
1011,1,1962-10-07
1011,63,1962-10-07
1012,40,1960-11-20
1012,19,1962-09-07
1013,1,1962-08-14
1014,300,1962-06-18
1014,30,1962-08-17
1014,100,1962-09-14
1015,300,1961-06-24
1016,1,1959-10-27
1016,300,1960-04-17
1016,300,1961-02-10
1017,1,1960-11-23
1017,400,1963-06-24
1018,100,1959-10-22
1018,30,1960-01-10
1018,200,1960-11-26
1019,100,1958-01-27
1019,200,1958-02-20
1019,1,1958-12-04
1019,300,1959-03-27
1019,1,1959-07-29
1019,100,1959-07-30
1019,1,1959-08-06
1019,200,1959-08-20
1019,200,1961-05-01
1019,19,1962-04-30
1019,1,1962-05-27
1020,20,1961-08-16
1021,31,1962-05-22
1022,100,1955-06-09
1022,19,1958-09-24
1023,1,1958-06-11
1024,40,1962-12-01
1024,19,1963-02-02
1025,19,1954-10-23
1026,100,1958-11-20
1027,1,1958-10-09
1027,1,1960-08-18
1027,300,1961-02-11
1027,100,1961-03-04
1027,300,1962-03-09
1027,400,1963-07-06
1027,500,1963-07-13
1028,22,1959-03-14
1028,200,1959-05-24
1028,170,1960-02-23
1028,1,1961-06-15
1029,31,1959-08-07
1029,30,1960-05-02
1030,19,1960-08-16
1031,133,1960-11-26
1031,200,1960-12-15
1031,1,1960-12-15
1031,1,1961-08-12
1031,1,1962-04-01
1031,1,1962-04-05
1031,1,1962-04-30
1031,41,1963-03-21
1031,19,1963-03-28
1032,74,1954-06-28
1032,19,1961-10-03
1033,1,1962-06-02
1033,1,1962-07-22
1033,200,1963-01-21
1034,357,1963-02-11
1035,200,1961-06-11
1035,22,1961-07-19
1035,19,1962-03-12
1035,22,1962-05-19
1036,114,1963-05-20
1036,400,1963-06-27
1037,200,1961-02-27
1037,1,1962-08-13
1038,1,1962-03-11
1038,63,1962-12-01
1039,1,1962-09-12
1040,1,1958-10-03
1040,200,1959-12-09
1041,200,1960-01-31
1041,1,1960-04-17
1041,22,1961-07-17
1041,40,1962-09-29
1042,400,1961-11-16
1042,1,1962-01-28
1043,200,1958-08-19
1043,100,1958-08-26
1043,300,1958-09-24
1043,300,1958-11-20
1043,400,1958-12-10
1043,152,1959-12-20
1043,30,1959-12-20
1043,400,1962-06-14
1043,300,1963-06-29
1044,200,1960-08-09
1044,1,1961-11-23
1045,74,1953-10-20
1045,100,1953-11-26
1045,152,1956-10-06
1045,200,1960-11-18
1045,1,1961-02-19
1045,357,1962-11-05
1046,1,1961-10-01
1046,63,1961-12-02
1046,40,1962-01-26
1046,400,1962-08-07
1047,74,1956-08-02
1048,1,1958-08-13
1048,326,1958-11-17
1049,22,1962-05-01
1050,200,1957-02-23
1051,1,1960-03-20
1052,152,1959-09-13
1052,40,1963-01-12
1053,1,1962-04-12
1053,1,1962-04-27
1054,1,1959-06-24
1055,74,1960-07-22
1056,1,1956-07-07
1056,200,1962-09-01
1057,1,1960-06-27
1057,100,1961-10-31
1058,1,1959-06-25
1058,152,1959-12-28
1058,1,1960-03-06
1058,200,1960-08-20
1059,19,1960-11-01
1059,1,1961-02-10
1059,22,1961-06-25
1059,19,1961-10-17
1059,40,1961-12-02
1059,1,1962-06-27
1059,22,1963-03-08
1060,200,1957-08-23
1060,1,1958-07-08
1060,100,1958-08-09
1060,400,1958-08-16
1060,1,1961-10-22
1060,1,1962-02-06
1060,19,1962-09-09
1061,40,1960-08-12
1061,1,1961-08-14
1061,22,1962-09-25
1061,200,1962-10-31
1061,1,1962-10-31
1062,200,1962-05-04
1063,1,1958-01-01
1063,1,1958-07-04
1064,1,1959-10-11
1065,400,1958-07-09
1065,74,1960-06-28
1066,1,1959-02-04
1066,300,1959-02-04
1066,300,1959-02-04
1066,200,1959-02-04
1066,200,1959-02-04
1067,1,1959-02-04
1067,300,1959-02-04
1067,300,1959-02-04
1067,200,1959-02-04
1067,200,1959-02-04
1067,1,1960-09-26
1068,19,1963-10-19
1069,1,1962-10-17
1070,100,1961-05-25
1070,1,1961-07-23
1071,200,1962-05-11
1071,1,1962-05-11
1071,20,1962-05-14
1072,30,1956-10-08
1072,1,1958-01-01
1072,74,1958-08-19
1072,1,1959-09-03
1072,19,1962-03-24
1072,200,1962-05-19
1072,1,1962-09-23
1072,1,1962-11-20
1073,100,1955-11-29
1074,22,1960-03-15
1074,400,1960-06-16
1074,19,1960-11-09
1074,19,1961-06-04
1074,1,1961-06-18
1074,1,1961-07-02
1074,30,1962-04-28
1074,400,1962-06-16
1074,1,1963-01-29
1074,200,1963-04-14
1075,353,1960-11-20
1076,200,1962-03-16
1077,1,1958-09-08
1078,1,1959-06-30
1078,200,1960-10-13
1079,1,1960-04-03
1080,100,1959-06-14
1080,122,1961-06-18
1081,1,1957-02-02
1082,1,1960-10-08
1082,353,1960-12-15
1082,1,1961-05-07
1082,100,1962-01-17
1082,1,1962-01-17
1082,1,1962-04-06
1082,30,1962-04-24
1083,63,1962-01-26
1084,30,1962-11-02
1085,22,1962-05-25
1086,19,1957-07-03
1086,200,1958-04-02
1086,131,1959-01-25
1086,22,1959-09-18
1086,200,1961-04-29
1086,19,1961-06-05
1086,200,1961-09-05
1087,100,1954-06-10
1087,1,1959-03-22
1088,1,1961-09-21
1089,1,1961-11-12
1090,200,1958-04-10
1091,63,1961-01-13
1093,200,1961-02-07
1094,30,1960-01-04
1095,1,1960-07-12
1095,1,1962-03-11
1095,100,1962-12-12
1096,200,1959-03-07
1097,100,1962-11-30
1097,1,1963-05-27
1098,19,1962-08-03
1098,19,1963-06-19
1098,100,1963-10-18
1099,1,1961-06-25
1100,235,1955-03-08
1100,1,1961-07-23
1101,1,1960-02-09
1102,19,1962-02-05
1103,100,1963-07-22
1104,1,1959-11-22
1104,200,1961-12-06
1105,19,1959-07-06
1106,1,1961-05-07
1108,200,1959-05-27
1109,100,1957-02-07
1109,19,1960-12-06
1109,1,1961-07-18
1110,1,1958-07-27
1110,200,1960-03-20
1110,1,1962-02-26
1111,1,1961-05-28
1111,1,1962-04-18
1111,19,1963-03-24
1113,1,1959-03-11
1113,19,1961-07-04
1113,1,1961-08-14
1114,1,1959-06-14
1115,22,1957-12-30
1115,1,1962-05-05
1116,1,1955-08-30
1116,19,1956-05-01
1116,2,1957-01-02
1116,100,1957-12-07
1116,152,1958-01-02
1116,1,1958-04-16
1116,1,1958-04-23
1116,19,1959-01-31
1116,22,1959-03-07
1116,100,1959-06-02
1116,122,1959-06-02
1116,1,1959-07-05
1116,300,1961-02-27
1117,200,1962-05-03
1118,22,1960-11-26
1119,74,1957-11-15
1119,1,1959-03-06
1120,200,1960-03-04
1121,19,1960-10-13
1122,100,1955-03-26
1122,1,1957-12-30
1122,100,1959-07-16
1122,200,1960-05-23
1122,40,1960-05-26
1122,300,1960-09-25
1122,60,1962-10-13
1122,63,1963-02-11
1123,200,1962-08-22
1124,200,1961-07-04
1124,200,1962-05-19
1125,1,1957-05-30
1125,1,1959-09-14
1125,326,1959-10-23
1125,30,1959-11-12
1125,1,1960-01-28
1125,1,1960-02-13
1125,149,1960-02-25
1125,152,1960-04-07
1125,152,1960-04-19
1125,200,1960-05-19
1125,30,1960-05-19
1125,1,1960-11-02
1125,114,1961-11-11
1125,40,1963-05-03
1126,1,1959-06-30
1127,200,1961-04-20
1128,22,1961-05-13
1128,23,1961-10-10
1129,100,1962-08-18
1130,200,1955-08-10
1130,152,1955-08-26
1130,1,1955-10-02
1130,1,1956-10-19
1130,100,1957-01-05
1130,100,1957-08-28
1130,100,1957-12-28
1130,326,1958-02-23
1130,100,1958-04-19
1130,1,1958-04-23
1130,100,1959-02-08
1130,100,1959-09-25
1130,19,1959-09-25
1130,19,1959-11-27
1130,30,1960-02-20
1130,22,1960-03-15
1130,400,1960-08-13
1130,400,1963-01-18
1131,400,1958-06-19
1132,200,1962-11-28
1133,19,1962-06-28
1134,19,1963-07-25
1135,1,1956-06-20
1135,1,1959-02-28
1135,200,1961-06-13
1136,326,1956-08-27
1136,100,1958-01-25
1136,1,1958-05-26
1136,19,1958-06-27
1136,22,1959-11-14
1136,22,1959-11-17
1136,19,1960-02-23
1136,19,1960-07-13
1136,19,1961-03-18
1136,200,1961-05-10
1136,200,1961-07-01
1136,200,1961-10-10
1136,19,1963-01-18
1137,19,1957-09-21
1137,200,1958-05-12
1137,1,1959-08-25
1138,152,1959-03-18
1139,1,1962-08-13
1139,19,1962-10-13
1140,22,1960-08-04
1140,200,1962-05-22
1141,326,1959-02-08
1141,1,1959-03-16
1141,1,1959-04-07
1141,1,1960-01-12
1141,19,1960-03-18
1141,1,1960-10-17
1141,2,1961-04-26
1141,100,1962-01-02
1141,100,1962-01-30
1141,100,1963-03-28
1142,1,1954-11-14
1142,1,1958-02-04
1143,200,1960-11-04
1143,19,1961-02-25
1143,900,1962-02-16
1143,400,1962-07-06
1143,74,1962-08-11
1144,19,1962-09-29
1145,74,1959-09-26
1145,1,1961-09-22
1146,160,1959-04-08
1147,400,1960-10-17
1148,1,1959-07-18
1148,2,1960-11-09
1148,30,1961-01-29
1148,30,1961-02-05
1148,200,1961-03-12
1148,600,1961-03-31
1148,700,1961-06-14
1148,200,1961-06-27
1148,100,1962-02-23
1149,1,1958-03-08
1149,1,1960-03-26
1149,19,1961-07-14
1150,1,1961-10-16
1151,200,1962-02-27
1151,200,1962-02-28
1151,200,1962-03-01
1151,200,1962-03-09
1151,200,1962-03-10
1152,200,1962-06-07
1152,300,1962-08-28
1152,300,1963-01-03
1152,600,1963-01-11
1153,19,1962-04-28
1155,95,1961-10-30
1156,1,1959-03-05
1156,152,1959-05-27
1156,152,1959-05-27
1156,353,1960-08-01
1156,22,1961-05-13
1157,100,1961-10-21
1157,40,1962-01-20
1158,100,1962-02-19
1158,500,1962-09-28
1159,100,1963-01-10
1160,1,1962-03-24
1161,19,1958-11-25
1161,400,1960-02-21
1161,19,1960-06-21
1161,300,1961-03-11
1161,1,1961-06-18
1161,300,1961-10-04
1161,100,1961-10-08
1162,200,1961-05-04
1163,1,1958-09-18
1163,1,1960-11-03
1164,1,1957-08-28
1165,1,1959-09-19
1166,1,1962-02-11
1167,19,1957-04-19
1167,1,1960-11-05
1167,1,1961-07-02
1167,1,1961-10-21
1167,1,1962-01-06
1167,63,1962-12-09
1168,40,1961-06-10
1168,19,1961-10-15
1168,63,1962-04-21
1169,63,1962-12-01
1170,22,1960-06-29
1171,30,1959-04-09
1172,1,1959-06-24
1173,500,1961-01-19
1173,40,1963-06-20
1174,22,1962-09-12
1175,30,1960-02-22
1176,100,1959-04-29
1176,300,1960-04-30
1176,1,1960-08-24
1176,553,1962-01-12
1176,1,1962-06-20
1176,87,1962-06-28
1176,87,1962-06-28
1176,200,1962-06-29
1176,1,1962-07-10
1176,1,1962-10-04
1177,1,1963-02-04
1178,300,1962-05-15
1179,30,1961-10-31
1179,30,1961-11-28
1179,30,1962-01-23
1179,200,1962-04-02
1179,200,1962-10-25
1179,1,1963-05-16
1180,2900,1962-11-23
1180,19,1963-03-08
1180,19,1963-03-16
1181,74,1959-09-26
1181,100,1961-02-15
1182,100,1961-06-22
1182,19,1962-06-27
1182,40,1962-10-26
1182,1,1962-11-10
1183,1,1958-05-19
1184,1,1959-06-23
1184,353,1962-12-07
1184,1,1962-12-07
1184,40,1963-10-31
1185,1,1962-10-13
1186,1,1958-12-26
1187,100,1962-04-20
1187,22,1962-07-02
1187,63,1962-12-01
1188,1,1960-11-13
1189,40,1962-12-22
1191,19,1961-01-16
1191,200,1961-03-16
1191,58,1961-12-24
1191,40,1962-04-19
1192,100,1960-01-27
1192,1,1960-09-29
1192,63,1962-03-08
1192,1,1962-03-13
1192,1,1962-03-18
1192,1,1962-04-21
1192,1,1962-05-14
1192,200,1962-08-04
1192,19,1962-08-08
1192,200,1962-09-29
1192,400,1962-10-07
1192,40,1963-06-01
1192,59,1963-07-04
1192,63,1963-11-15
1192,22,1963-11-18
1193,114,1961-08-23
1195,200,1955-04-14
1195,63,1961-01-13
1195,200,1961-06-28
1196,1,1958-07-17
1196,200,1959-04-25
1196,400,1960-07-30
1196,19,1960-12-05
1197,100,1960-04-26
1198,1,1955-06-14
1198,1,1959-04-29
1199,200,1954-10-05
1199,30,1958-06-02
1199,235,1958-06-02
1199,30,1958-06-05
1199,200,1959-06-07
1200,74,1958-05-06
1201,1,1962-08-06
1202,19,1961-08-10
1202,1,1961-09-18
1203,1,1962-08-02
1204,1,1958-07-09
1204,1,1959-07-02
1204,63,1961-11-30
1204,22,1962-01-13
1204,200,1962-01-13
1204,200,1962-07-02
1204,63,1963-06-09
1205,1,1961-06-22
1206,63,1961-02-04
1206,1,1961-04-24
1206,40,1962-10-22
1207,100,1960-03-30
1207,1,1961-03-02
1207,1,1961-03-31
1208,74,1962-09-08
1209,22,1956-08-05
1209,1,1961-05-23
1209,100,1961-09-01
1209,300,1962-01-26
1210,100,1956-11-14
1211,101,1960-01-19
1211,200,1960-10-07
1212,100,1960-02-19
1213,1,1956-05-07
1214,19,1962-06-28
1214,19,1963-10-24
1215,22,1963-10-08
1216,1,1960-02-25
1216,20,1960-04-05
1217,74,1962-09-30
1218,1,1958-12-11
1219,22,1960-05-09
1219,1,1961-10-12
1219,1,1962-09-12
1219,41,1963-01-15
1220,400,1955-09-13
1220,19,1962-07-09
1221,30,1957-02-13
1221,100,1962-05-14
1223,19,1962-06-06
1223,19,1962-11-16
1223,19,1963-05-06
1224,74,1959-02-14
1225,100,1956-05-29
1226,200,1959-11-15
1227,1,1962-04-19
1227,40,1963-01-18
1228,1,1961-06-22
1229,1,1955-05-07
1229,1,1960-11-14
1229,1,1961-02-14
1229,1,1961-02-28
1229,1,1961-02-28
1231,200,1960-06-21
1231,100,1961-05-04
1231,19,1962-01-04
1232,1,1962-07-15
1233,100,1959-10-10
1233,19,1962-01-29
1233,19,1963-01-18
1233,19,1963-03-04
1234,60,1954-03-25
1235,1,1960-06-09
1235,1,1960-07-20
1235,19,1961-02-01
1236,1,1956-06-27
1237,400,1960-11-17
1237,1,1961-03-26
1237,22,1963-01-12
1237,19,1963-04-13
1238,1,1962-07-13
1239,100,1959-06-02
1239,22,1961-05-11
1239,19,1962-04-11
1240,100,1959-10-08
1241,1,1957-08-22
1242,100,1962-07-08
1243,207,1959-06-02
1244,1,1962-09-22
1245,74,1953-12-17
1246,200,1957-04-18
1246,160,1958-08-11
1246,22,1958-10-18
1246,30,1961-08-11
1247,1,1960-03-17
1247,200,1961-03-09
1248,1,1961-08-04
1249,22,1961-05-20
1250,1,1958-06-09
1251,74,1958-08-16
1252,353,1956-10-29
1252,1,1961-06-25
1253,22,1963-03-09
1254,200,1960-09-28
1254,100,1961-02-19
1254,22,1961-11-04
1254,200,1962-11-21
1255,300,1956-02-06
1255,30,1958-07-23
1255,200,1959-12-13
1255,100,1961-11-22
1256,1,1962-01-14
1257,100,1961-01-15
1258,400,1955-06-15
1259,1,1962-02-11
1260,200,1959-05-12
1261,1,1961-10-24
1262,30,1961-11-01
1263,1,1961-02-17
1264,100,1956-09-16
1264,400,1960-01-16
1265,22,1962-10-11
1266,400,1957-01-22
1266,1,1961-11-02
1266,1,1962-02-22
1267,100,1960-02-10
1267,101,1960-03-21
1267,200,1961-03-29
1267,64,1961-11-04
1267,500,1961-12-26
1267,1,1961-12-31
1268,1,1961-03-29
1268,30,1963-08-26
1269,1100,1960-06-07
1269,1100,1960-07-09
1270,200,1963-03-13
1271,1,1960-03-20
1271,1,1960-05-04
1271,19,1960-05-13
1271,1,1961-04-21
1272,235,1957-12-04
1272,1,1961-05-21
1272,19,1962-07-16
1273,200,1960-07-17
1274,1,1960-09-01
1275,1,1957-09-02
1276,2,1957-11-19
1276,19,1958-04-12
1276,100,1958-04-12
1276,200,1958-04-16
1276,235,1959-11-15
1276,19,1960-03-14
1276,200,1960-08-30
1276,1000,1960-10-16
1276,700,1961-02-17
1276,100,1961-09-22
1276,1,1961-12-10
1276,74,1962-03-31
1276,600,1962-04-27
1277,19,1960-07-12
1277,1,1961-04-19
1277,100,1961-07-18
1278,1,1961-08-02
1279,200,1961-06-25
1279,200,1962-03-24
1280,1,1962-06-27
1280,119,1963-11-08
1281,1,1961-04-29
1282,63,1962-03-31
1282,87,1962-07-17
1283,1,1961-03-29
1284,19,1954-10-01
1285,22,1960-11-26
1286,100,1958-11-10
1287,200,1958-08-13
1288,1,1959-09-06
1289,1,1962-01-21
1290,22,1962-02-03
1290,19,1962-11-14
1291,1,1961-12-03
1292,19,1961-12-03
1293,19,1962-09-29
1294,1,1957-10-12
1294,218,1959-01-29
1295,200,1956-10-05
1295,200,1960-10-10
1295,1,1961-04-03
1295,19,1961-09-23
1295,19,1961-10-11
1296,400,1957-08-29
1297,40,1961-01-18
1298,19,1961-02-01
1299,200,1957-05-15
1299,100,1957-11-18
1299,152,1959-10-03
1300,200,1962-04-10
1300,200,1962-05-10
1301,200,1954-05-06
1301,60,1955-08-31
1301,1,1958-07-22
1301,1,1960-01-12
1301,300,1962-03-09
1301,100,1962-05-18
1302,22,1960-10-17
1303,1,1959-02-02
1304,1,1958-10-27
1305,22,1955-06-12
1305,1,1956-05-17
1305,100,1956-05-30
1305,1,1957-08-21
1305,300,1957-09-12
1305,1,1957-10-25
1305,19,1957-10-27
1305,20,1957-11-13
1305,235,1958-01-09
1305,1,1958-02-05
1305,1,1958-06-01
1305,1,1958-07-15
1305,152,1958-08-29
1305,74,1959-04-14
1305,1,1960-06-20
1305,22,1960-07-01
1305,1,1960-08-28
1305,100,1961-01-01
1305,100,1961-05-27
1305,100,1961-10-04
1305,500,1961-10-07
1305,19,1962-09-15
1306,1,1958-06-09
1307,1,1958-09-03
1308,1,1959-10-29
1309,74,1955-01-04
1309,100,1956-06-23
1309,207,1958-02-26
1312,300,1957-07-26
1312,100,1957-10-27
1312,100,1959-06-28
1312,100,1959-06-28
1312,1,1960-09-22
1312,1,1960-11-03
1312,1,1960-11-03
1312,353,1962-05-03
1313,22,1961-09-09
1314,19,1961-09-28
1314,63,1963-03-02
1316,300,1962-11-21
1317,1,1957-06-15
1318,19,1959-05-29
1319,1,1959-05-06
1320,100,1957-04-05
1322,1,1962-08-05
1323,60,1952-03-15
1324,63,1963-05-12
1325,1,1963-01-20
1326,1,1960-08-06
1327,114,1961-06-26
1328,235,1962-12-05
1328,19,1963-07-28
1329,1,1962-10-16
1330,1,1961-07-06
1330,1,1962-05-22
1331,1,1959-05-18
1331,1,1962-02-15
1332,100,1956-11-03
1332,74,1956-11-03
1332,100,1961-04-23
1334,1,1959-06-22
1334,100,1959-11-16
1334,100,1960-01-24
1334,1,1960-04-26
1334,200,1960-07-18
1334,100,1960-08-22
1334,1,1960-09-27
1334,19,1960-10-12
1334,235,1960-11-02
1334,100,1962-06-24
1335,1,1958-07-24
1336,1,1960-06-22
1337,200,1957-05-05
1337,1,1957-09-13
1337,1,1958-03-01
1337,200,1958-03-28
1337,300,1959-09-04
1337,200,1960-05-25
1337,353,1960-08-01
1337,2600,1960-08-29
1337,1,1961-06-14
1337,1,1961-06-29
1337,1,1961-11-29
1337,1,1962-03-21
1337,300,1962-04-13
1337,160,1962-05-11
1337,200,1962-06-01
1337,1,1962-07-10
1337,1,1962-08-18
1337,19,1962-10-10
1337,63,1962-10-11
1337,1500,1962-10-28
1338,40,1963-04-05
1339,1,1962-08-15
1340,19,1962-05-08
1341,1,1962-01-19
1341,200,1962-10-25
1342,100,1956-06-21
1342,19,1959-01-23
1342,40,1962-09-28
1342,100,1963-03-13
1342,40,1963-04-19
1342,100,1963-08-18
1343,100,1962-04-28
1345,1,1961-11-19
1346,1,1959-06-29
1347,1,1961-03-29
1348,1,1959-10-01
1348,40,1960-09-17
1349,1,1962-02-18
1350,1,1959-10-30
1351,1,1958-01-15
1351,152,1958-06-07
1351,200,1959-01-19
1353,200,1957-11-18
1353,22,1960-03-15
1353,200,1962-01-26
1353,1,1962-03-22
1354,1,1957-07-17
1355,1,1957-11-18
1356,100,1955-06-09
1356,1,1962-05-22
1357,101,1961-09-10
1358,1,1960-04-25
1358,500,1963-01-13
1359,1,1961-06-20
1361,1,1960-07-29
1361,400,1960-07-29
1361,200,1963-01-24
1361,200,1963-03-21
1362,300,1961-06-06
1363,1,1957-06-06
1363,1,1959-05-25
1363,1,1959-05-25
1363,353,1959-07-23
1363,114,1961-05-15
1364,200,1959-09-14
1365,100,1956-11-30
1367,19,1956-08-28
1368,114,1962-05-27
1368,40,1962-07-15
1368,19,1962-07-29
1369,152,1958-04-01
1369,100,1960-07-22
1370,1,1962-01-27
1371,19,1961-03-14
1371,1,1961-06-04
1371,1,1962-01-14
1371,400,1962-04-22
1371,40,1963-01-18
1372,1,1960-05-15
1372,19,1960-09-07
1373,1,1959-04-09
1373,200,1961-09-24
1374,100,1956-06-26
1374,200,1960-06-10
1375,30,1955-03-12
1375,1,1955-05-19
1375,19,1958-02-24
1375,1,1958-04-07
1375,100,1958-04-07
1375,1,1962-05-11
1375,19,1962-10-12
1376,200,1956-10-29
1377,23,1961-10-07
1378,200,1959-11-21
1378,1,1960-07-31
1379,19,1956-08-22
1379,1,1956-11-12
1379,100,1958-05-02
1379,1,1959-06-30
1379,30,1960-01-05
1379,100,1960-09-02
1379,100,1962-05-05
1380,30,1959-03-10
1381,74,1957-05-14
1381,1,1962-01-26
1382,1,1960-08-13
1383,1,1962-08-21
1384,600,1961-10-05
1384,400,1962-07-04
1384,100,1962-09-11
1385,100,1957-09-05
1385,100,1958-11-15
1385,31,1958-11-28
1385,30,1959-06-30
1385,100,1960-03-15
1385,124,1961-02-06
1385,114,1962-08-29
1386,1,1959-04-18
1386,1,1961-03-02
1386,1,1961-11-27
1387,20,1961-11-25
1388,1,1961-11-04
1388,40,1963-01-21
1389,200,1961-07-31
1390,1,1959-02-28
1390,22,1959-07-19
1390,200,1961-03-24
1390,19,1962-10-03
1391,1,1960-06-26
1391,1,1962-02-24
1392,1,1956-03-27
1392,1,1961-04-22
1393,19,1959-01-03
1394,19,1962-09-29
1395,30,1953-09-21
1395,30,1954-01-04
1395,1,1958-11-23
1395,1,1960-10-06
1395,1,1961-04-12
1395,1,1962-01-01
1396,300,1961-02-11
1397,1,1957-06-07
1397,1,1961-06-01
1397,100,1961-08-21
1397,200,1962-12-13
1398,19,1959-02-28
1399,131,1960-06-23
1400,100,1960-06-24
1400,1,1962-06-28
1400,40,1962-11-24
1400,1,1962-11-26
1400,74,1963-03-25
1401,200,1961-02-23
1401,200,1962-02-12
1401,1,1962-03-28
1401,100,1962-07-03
1401,700,1962-08-12
1401,200,1962-10-19
1401,1,1963-04-17
1401,100,1963-08-02
1401,200,1963-08-06
1401,1,1963-09-23
1402,200,1959-03-15
1402,200,1963-04-17
1402,200,1963-06-25
1403,100,1958-11-11
1403,200,1961-07-10
1403,1,1961-07-17
1404,74,1955-03-10
1405,160,1959-03-21
1406,1,1958-05-08
1407,100,1960-03-31
1408,500,1962-04-03
1409,22,1959-06-10
1409,22,1959-12-27
1410,30,1959-03-03
1410,400,1961-05-23
1410,200,1961-05-23
1410,153,1961-05-23
1410,30,1963-06-17
1411,5,1957-01-26
